date,open,high,low,close,volume,turnover,transactions,price_change
20100104,41.85,41.9,40.6,41.15,1733400,71434359,643,-0.7
20100105,41.2,41.2,39.5,39.8,2451500,98264125,967,-1.35
20100106,39.5,40.9,39.25,39.8,1845600,73228400,729,0.0
20100107,40.5,42.5,40.1,40.6,3217817,132499456,1325,0.8
20100108,41.0,43.4,41.0,42.35,5394933,229734799,2007,1.75
20100111,43.15,45.0,42.8,43.6,6166972,270206833,2331,1.25
20100112,44.0,44.9,43.6,44.0,4254828,188401815,1490,0.4
20100113,44.0,44.6,43.0,44.2,2580793,112881592,901,0.2
20100114,44.65,47.25,43.7,47.25,6355394,294194761,2152,3.05
20100115,47.5,49.9,47.5,47.7,6952656,338632838,2751,0.45
20100118,47.7,49.0,47.4,48.0,2300063,110602005,983,0.3
20100119,48.1,49.0,45.1,45.85,3734231,174466787,1659,-2.15
20100120,45.85,47.2,45.85,46.9,2385773,111108152,952,1.05
20100121,47.0,47.9,46.25,47.8,2793803,132005871,1128,0.9
20100122,45.2,47.5,45.2,46.1,1933140,89694931,773,-1.7
20100125,46.1,46.5,45.35,45.5,1094000,50134000,525,-0.6
20100126,45.5,46.0,42.35,42.35,2822597,124040892,1173,-3.15
20100127,42.35,42.7,40.0,42.0,2150691,89454222,870,-0.35
20100128,42.0,42.9,41.1,42.6,1553235,65244943,811,0.6
20100129,41.9,42.6,41.2,41.95,860813,36142670,377,-0.65
20100201,42.5,42.5,41.1,41.45,518455,21572781,275,-0.5
20100202,42.0,42.0,40.5,40.5,820735,33857147,418,-0.95
20100203,41.0,43.3,41.0,43.3,3625839,155521678,1061,2.8
20100204,43.7,43.9,42.9,43.1,1718250,74512100,753,-0.2
20100205,40.3,42.0,40.3,41.2,1589514,65463527,647,-1.9
20100206,42.0,44.05,41.6,44.05,4757772,207079356,1847,2.85
20100208,44.1,44.35,43.2,43.85,1724772,75682054,844,-0.2
20100209,44.0,45.75,44.0,44.4,2614300,117733734,1217,0.55
20100210,44.7,45.6,44.0,44.0,1766608,78862218,827,-0.4
20100222,45.5,45.55,44.25,44.3,945035,42220750,456,0.3
20100223,44.3,47.0,44.2,46.6,2939200,135399258,1292,2.3
20100224,46.0,49.85,46.0,49.85,14455055,712408135,4159,3.25
20100225,50.9,52.5,49.1,50.2,12388778,628649400,4578,0.35
20100226,51.0,51.9,49.4,51.7,7297468,369235949,2979,1.5
20100301,52.0,53.8,50.8,51.7,10417242,547290135,4427,0.0
20100302,52.0,53.1,51.2,51.7,7019990,366527780,3102,0.0
20100303,52.0,54.5,52.0,54.0,9993416,536500164,4353,2.3
20100304,54.5,56.0,53.5,54.0,8823197,482507278,4078,0.0
20100305,54.6,54.9,53.3,53.6,4585147,246819575,2061,-0.4
20100308,53.8,53.8,51.6,52.4,5508410,288680735,2883,-1.2
20100309,52.4,53.5,52.4,52.5,4375526,231235206,2160,0.1
20100310,52.4,52.4,51.3,51.5,3917220,202856240,1799,-1.0
20100311,51.6,53.5,51.5,52.1,6981030,367386968,3111,0.6
20100312,52.0,52.1,50.8,51.0,3600320,184917720,1652,-1.1
20100315,51.2,52.5,51.0,52.4,3509240,182366828,1654,1.4
20100316,52.5,53.1,52.3,52.6,3291953,173533435,1555,0.2
20100317,52.7,53.8,52.0,53.0,6573100,349639400,2592,0.4
20100318,53.6,54.3,53.0,53.0,4444625,238225835,1902,0.0
20100319,53.1,53.7,52.8,53.0,2639439,140307878,1197,0.0
20100322,53.0,55.5,52.6,55.5,9286848,506785308,3738,2.5
20100323,56.5,57.0,53.7,53.9,6712654,373138145,2819,-1.6
20100324,55.0,55.4,54.0,54.0,2618300,142911850,1198,0.1
20100325,53.5,53.8,52.6,53.1,2301757,122234127,1123,-0.9
20100326,53.0,54.3,52.8,53.0,1788772,95377091,902,-0.1
20100329,53.6,56.7,53.5,56.7,10117087,567357230,3487,3.7
20100330,56.6,58.2,55.9,56.5,7980227,456669923,3269,-0.2
20100331,57.1,57.2,56.3,56.4,2151600,121816200,1050,-0.1
20100401,57.0,59.8,56.5,59.3,5724632,335135748,2418,2.9
20100402,59.2,59.8,58.5,58.7,3340937,197212430,1540,-0.6
20100406,60.0,62.8,59.9,62.8,8322733,514383424,3024,4.1
20100407,62.4,66.5,61.6,66.2,6155560,396170165,2748,3.4
20100408,66.2,69.8,65.4,67.5,9662462,654168183,4703,1.3
20100409,67.3,68.0,64.3,65.2,6201425,408311225,3191,-2.3
20100412,65.5,68.6,65.0,68.0,9467405,637854040,4464,2.8
20100413,68.1,69.0,66.6,67.1,5256709,357260771,2680,-0.9
20100414,67.6,67.9,65.1,66.5,4556832,303143328,2315,-0.6
20100415,66.4,67.7,65.6,66.5,4118250,274839599,2152,0.0
20100416,67.2,68.9,66.8,67.1,6117738,416230323,2843,0.6
20100419,66.0,67.0,62.5,62.5,6818111,436728433,2654,-4.6
20100420,63.0,64.0,61.0,62.7,3883342,244005743,1922,0.2
20100421,63.7,66.5,63.3,66.5,5215730,340498110,2679,3.8
20100422,66.1,68.5,66.0,67.8,5247677,354877429,2972,1.3
20100423,67.9,69.8,67.5,68.9,7385950,508533570,3487,1.1
20100426,70.1,72.0,69.8,71.0,6118004,434837278,2813,2.1
20100427,72.0,72.0,66.6,67.9,8658554,594703058,3648,-3.1
20100428,65.3,72.6,65.3,72.6,15134011,1072029392,5742,4.7
20100429,73.6,77.6,73.5,75.8,11323460,857230268,4931,3.2
20100430,76.5,77.6,73.5,74.5,6370259,480485268,3014,-1.3
20100503,74.0,76.1,71.5,73.4,3657303,267748599,2016,-1.1
20100504,73.4,74.5,71.5,72.1,3576186,259567054,1671,-1.3
20100505,70.0,71.9,69.2,71.0,4511249,317995352,2058,-1.1
20100506,70.8,72.5,70.0,70.2,3564777,254386499,1872,-0.8
20100507,67.6,71.5,66.2,71.5,5281005,366099153,2625,1.3
20100510,72.5,75.4,71.7,73.8,5272169,389441003,2830,2.3
20100511,74.2,74.8,72.2,72.3,4156303,304506784,1977,-1.5
20100512,73.3,73.3,70.2,70.5,2474714,177099279,1348,-1.8
20100513,72.3,72.8,70.6,71.3,3892020,279428826,1901,0.8
20100514,71.3,73.8,71.3,73.2,4224300,308133340,2038,1.9
20100517,72.8,72.9,71.0,71.6,2255104,162228103,1199,-1.6
20100518,72.1,73.4,70.8,71.6,3647828,263714652,1754,0.0
20100519,71.4,72.7,70.6,72.1,2606597,187148163,1460,0.5
20100520,72.6,73.5,70.7,70.7,2842793,205547303,1599,-1.4
20100521,67.2,68.6,65.8,66.3,5091276,339619705,2314,-4.4
20100524,67.0,67.5,65.5,65.8,2847317,189374856,1571,-0.5
20100525,65.2,65.2,61.2,61.2,4557512,284454547,2135,-4.6
20100526,62.5,65.3,60.5,64.1,4619020,290280981,2638,2.9
20100527,64.1,67.8,63.5,66.8,4108155,272704717,2429,2.7
20100528,68.4,69.5,67.2,67.2,3330540,227501471,1937,0.4
20100531,68.0,69.3,67.5,68.5,2452628,168038966,1498,1.3
20100601,67.5,69.6,67.5,68.6,2233067,153560523,1253,0.1
20100602,68.0,69.1,66.8,66.9,1799307,122228129,1139,-1.7
20100603,68.2,68.6,67.5,67.7,1342400,91285500,898,0.8
20100604,69.0,71.5,68.7,69.8,5517939,388106435,3011,2.1
20100607,67.5,69.0,67.2,68.1,2739006,186016546,1534,-1.7
20100608,69.0,71.5,68.6,71.0,3901942,272940182,2336,2.9
20100609,71.8,73.4,69.0,70.0,4689813,335386140,2686,-1.0
20100610,71.2,71.3,69.0,71.0,2596496,183017116,1615,1.0
20100611,72.9,73.2,71.5,71.5,3266608,235675754,1876,0.5
20100614,71.5,72.4,69.3,71.0,3678938,261055159,2082,-0.5
20100615,71.0,71.6,70.0,70.2,1538763,108801655,939,-0.8
20100617,70.8,71.2,69.5,69.6,1402702,98490640,915,-0.6
20100618,70.9,72.2,70.2,70.3,3421500,244188600,1934,0.7
20100621,71.0,71.3,70.2,70.3,2340315,165033665,1209,0.0
20100622,70.5,72.2,70.4,71.8,3189167,228204322,1700,1.5
20100623,71.5,73.9,71.5,72.5,5129130,373804471,2698,0.7
20100624,73.1,73.3,72.1,72.6,1870554,136109865,1168,0.1
20100625,72.3,73.8,71.5,71.7,2397200,174181760,1486,-0.9
20100628,71.7,72.1,70.5,70.5,1632430,115786000,909,-1.2
20100629,70.5,71.5,69.1,69.2,1480110,103413712,963,-1.3
20100630,67.3,68.5,66.5,67.4,1679291,112959200,996,-1.8
20100701,68.0,68.2,66.1,66.7,1378066,92485207,875,-0.7
20100702,66.7,69.3,66.7,69.0,2251426,153694022,1196,2.3
20100705,69.1,70.8,68.0,70.0,2541000,176440900,1484,1.0
20100706,70.8,72.6,70.2,71.6,3299863,236927445,1732,1.6
20100707,71.9,72.8,71.0,72.2,2120900,152790109,1207,0.6
20100708,72.5,72.8,70.8,70.8,2054020,147608116,1025,-1.4
20100709,71.4,72.0,71.0,71.2,1145444,81745346,613,0.4
