date,open,high,low,close,volume,turnover,transactions,price_change
20120112,0.0,75.0,65.0,71.0,64000,4457820,28,0.0
20120113,69.65,79.0,71.0,75.0,71402,5435489,46,6.48
20120116,76.13,80.0,75.0,78.0,42011,3263109,29,1.54
20120117,77.67,83.0,75.5,83.0,84390,6821601,47,3.16
20120118,80.83,84.73,82.0,84.73,17751,1497130,20,3.51
20120130,84.34,87.0,84.5,84.7,115349,9845145,45,1.01
20120131,85.35,84.7,80.0,80.0,23000,1904150,19,-2.56
20120201,82.79,82.5,81.0,82.5,23000,1889100,11,-0.66
20120202,82.13,85.0,82.0,82.5,23000,1906000,12,0.74
20120203,82.87,84.0,84.0,84.0,6000,504000,4,1.13
20120206,82.22,82.0,81.0,81.0,2120,171840,3,-1.16
20120207,81.06,82.0,80.75,82.0,14000,1143500,4,0.62
20120208,81.68,82.5,79.5,81.3,5000,405300,5,-0.62
20120209,81.06,83.0,80.0,83.0,15000,1229500,5,0.91
20120210,81.97,0.0,0.0,0.0,0,0,0,0.0
20120213,81.97,83.0,83.0,83.0,2000,166000,2,1.03
20120214,83.0,0.0,0.0,0.0,0,0,0,0.0
20120215,83.0,83.0,81.0,83.0,18000,1477220,12,-0.93
20120216,82.07,83.0,82.0,82.0,12000,990000,3,0.43
20120217,82.5,83.0,80.0,83.0,5000,412000,2,-0.1
20120220,82.4,0.0,0.0,0.0,0,0,0,0.0
20120221,82.4,82.0,80.0,80.0,18000,1458100,12,-1.39
20120222,81.01,0.0,0.0,0.0,0,0,0,0.0
20120223,81.01,82.0,80.0,80.3,22000,1788900,9,0.3
20120224,81.31,81.25,81.0,81.25,9000,730000,3,-0.2
20120229,81.11,82.1,82.0,82.1,11000,902200,4,0.91
20120301,82.02,83.6,81.5,83.5,25000,2079300,12,1.15
20120302,83.17,91.57,84.0,91.57,24000,2081210,18,3.55
20120305,92.52,93.68,91.5,93.68,33018,3042786,8,-0.36
20120306,92.16,98.0,93.0,97.0,45010,4294020,29,3.24
20120307,95.4,103.8,95.0,103.0,47000,4670910,28,3.98
20120308,99.38,123.15,104.0,123.15,158000,18458620,76,17.45
20120309,116.83,125.0,108.0,114.5,93000,10667740,57,-2.12
20120312,114.71,114.73,108.0,108.0,35510,3936162,22,-3.86
20120313,110.85,111.0,106.88,110.0,43540,4737028,28,-2.05
20120314,108.8,117.0,112.0,116.0,42502,4896365,23,6.4
20120315,115.2,114.5,108.3,111.0,23110,2563445,21,-4.28
20120316,110.92,114.5,112.5,113.44,32500,3691730,18,2.67
20120319,113.59,115.78,113.0,113.56,38000,4327640,20,0.3
20120320,113.89,114.5,109.0,112.0,17000,1893000,11,-2.54
20120321,111.35,113.5,110.0,111.0,12000,1337130,9,0.08
20120322,111.43,113.68,110.0,111.0,13300,1490960,8,0.67
20120323,112.1,113.68,112.0,112.0,23000,2593040,19,0.64
20120326,112.74,117.0,112.0,117.0,12000,1389540,9,3.06
20120327,115.8,121.0,115.5,115.5,44000,5215000,29,2.72
20120328,118.52,116.4,115.0,116.4,69540,8045930,28,-2.82
20120329,115.7,115.0,112.0,112.0,40000,4561800,16,-1.65
20120330,114.05,121.05,113.0,118.0,21000,2441370,14,2.21
20120402,116.26,129.47,121.0,128.0,36000,4555140,29,10.27
20120403,126.53,126.0,114.5,119.0,25200,3038330,26,-5.96
20120405,120.57,119.0,115.0,117.5,13000,1522500,11,-3.45
20120406,117.12,118.0,115.0,117.0,3000,350000,3,-0.45
20120409,116.67,124.21,115.0,123.0,48800,5877800,23,3.78
20120410,120.45,126.2,119.0,120.0,121700,14793326,41,1.11
20120411,121.56,120.0,117.8,119.0,16070,1903500,13,-3.11
20120412,118.45,119.5,115.0,119.5,49270,5674485,22,-3.28
20120413,115.17,123.5,116.0,123.0,33228,4057334,32,6.94
20120416,122.11,123.8,121.5,123.0,2300,281640,3,0.34
20120417,122.45,121.5,119.5,119.5,69000,8286960,15,-2.35
20120418,120.1,125.0,120.0,121.0,8000,975500,7,1.84
20120419,121.94,123.5,114.5,115.0,39200,4620400,29,-4.07
20120420,117.87,120.0,116.0,116.0,19000,2240300,18,0.04
20120423,117.91,118.5,115.0,118.0,9550,1108900,10,-1.79
20120424,116.12,120.8,115.5,119.0,17650,2078140,15,1.62
20120425,117.74,122.63,120.0,121.0,13210,1597426,11,3.19
20120426,120.93,128.0,123.0,126.0,36800,4602120,25,4.13
