date,open,high,low,close,volume,turnover,transactions,price_change
20100326,55.3,55.3,52.0,53.8,4047000,217240600,2462,X0.00
20100329,54.0,58.0,54.0,57.0,2969565,167440331,1866,+3.20
20100330,57.3,57.5,54.5,54.5,1887209,105148457,1243,-2.50
20100331,54.3,55.5,53.5,53.9,1391052,75555760,794,-0.60
20100401,54.0,55.5,54.0,55.1,1339160,73361400,824,+1.20
20100402,55.5,55.5,54.1,54.2,959102,52356448,573,-0.90
20100406,55.0,55.3,54.5,55.2,1131284,62248975,615,+1.00
20100407,55.5,55.5,54.9,55.3,902001,49686556,492,+0.10
20100408,55.3,58.2,54.8,56.8,2220135,126020954,1215,+1.50
20100409,57.2,57.2,56.0,56.0,1088025,61326202,566,-0.80
20100412,56.5,57.0,56.1,56.2,631204,35704624,370,+0.20
20100413,56.0,56.5,55.6,55.6,474001,26520557,313,-0.60
20100414,55.6,56.4,55.6,55.7,290256,16223084,214,+0.10
20100415,56.4,57.5,55.7,56.5,1047565,59291222,603,+0.80
20100416,56.5,57.0,55.9,56.0,589200,33200200,363,-0.50
20100419,56.0,56.9,54.3,54.5,1044100,58111100,597,-1.50
20100420,55.0,55.4,54.1,54.7,390023,21396101,271,+0.20
20100421,55.0,55.6,54.7,55.2,330000,18273700,213,+0.50
20100422,55.0,55.0,54.3,55.0,331220,18134409,174,-0.20
20100423,54.7,55.4,54.7,54.8,337173,18550701,194,-0.20
20100426,55.4,55.7,55.0,55.0,318045,17552402,198,+0.20
20100427,55.5,55.5,55.0,55.0,377000,20855300,216, 0.00
20100428,54.5,56.8,54.0,56.4,716173,39859061,462,+1.40
20100429,56.4,56.5,55.6,55.6,575100,32155500,311,-0.80
20100430,56.5,57.5,55.6,55.6,1136073,64287258,576, 0.00
20100503,55.2,57.9,55.0,56.5,1063265,60188472,594,+0.90
20100504,57.0,57.0,55.5,55.7,638000,35763700,346,-0.80
20100505,55.0,55.3,54.3,54.5,589300,32221200,374,-1.20
20100506,54.5,54.7,53.8,53.9,505000,27345000,257,-0.60
20100507,53.0,53.8,51.4,53.1,508101,26729354,309,-0.80
20100510,54.4,54.4,53.1,54.1,163100,8767650,114,+1.00
20100511,54.2,54.5,53.3,53.4,292100,15742680,161,-0.70
20100512,53.8,53.8,53.0,53.0,240062,12763021,136,-0.40
20100513,53.5,55.6,53.1,55.0,986220,53985700,510,+2.00
20100514,54.7,55.4,54.2,55.3,499053,27454229,294,+0.30
20100517,55.0,55.0,54.5,55.0,440000,24109500,235,-0.30
20100518,55.3,55.3,54.3,54.8,286000,15671000,159,-0.20
20100519,54.8,55.8,54.8,55.4,689000,38144500,344,+0.60
20100520,55.0,55.2,54.4,54.9,378600,20694240,183,-0.50
