date,open,high,low,close,volume,turnover,transactions,price_change
20100104,73.0,73.0,71.0,71.9,16491730,1182974470,5654,-1.6
20100105,72.1,72.3,71.4,71.5,6408077,459613287,2663,-0.4
20100106,71.5,73.0,71.1,71.5,13970936,1001609498,5612,0.0
20100107,71.5,71.5,69.5,69.8,25415004,1782965553,9849,-1.7
20100108,69.4,70.6,69.3,69.9,12074787,842429375,5098,0.1
20100111,70.0,70.6,69.9,70.0,7828725,548960000,2905,0.1
20100112,70.2,71.1,70.2,70.9,8356456,590159175,3091,0.9
20100113,70.5,70.7,69.5,69.7,8232796,575144150,3176,-1.2
20100114,70.5,70.5,69.6,69.8,5727251,400216590,2551,0.1
20100115,70.0,71.7,70.0,70.6,13403993,950942172,4416,0.8
20100118,70.1,70.2,68.6,69.0,12702391,879139179,4857,-1.6
20100119,69.0,69.4,67.4,67.5,15392415,1047754039,6360,-1.5
20100120,67.0,67.0,65.3,65.5,24528937,1617764548,9354,-2.0
20100121,65.0,66.3,64.8,65.2,11654650,762686565,5062,-0.3
20100122,64.8,65.2,63.9,64.1,10531808,680056258,4487,-1.1
20100125,63.6,65.0,63.6,64.2,8901378,573598750,3428,0.1
20100126,64.5,64.8,59.9,60.5,17081671,1055583679,6434,-3.7
20100127,60.7,62.3,59.7,61.1,11239013,684409381,4275,0.6
20100128,61.7,63.2,61.1,62.1,8446377,523447677,3162,1.0
20100129,61.0,62.3,60.6,61.5,7470245,459320534,3066,-0.6
20100201,61.5,62.2,60.9,60.9,5398081,330539848,2340,-0.6
20100202,61.9,61.9,58.5,59.1,10571777,637623896,4215,-1.8
20100203,59.7,61.5,59.3,61.2,8240983,495420545,2763,2.1
20100204,61.0,61.4,60.3,61.0,5333767,325202087,2267,-0.2
20100205,59.3,60.2,59.0,59.8,8945891,533910859,3195,-1.2
20100206,59.8,60.3,57.7,59.3,4755673,281714167,1926,-0.5
20100208,60.5,61.3,59.4,60.6,5016039,303494857,2440,1.3
20100209,60.5,61.5,60.0,61.3,4772641,290703980,2064,0.7
20100210,61.9,62.9,61.1,61.5,8757679,541927852,3471,0.2
20100222,62.0,62.6,61.6,62.1,6341516,393878431,2873,0.6
20100223,62.6,63.9,61.5,63.6,7015222,440542306,2993,1.5
20100224,63.0,64.0,62.7,62.7,7439615,471036944,3279,-0.9
20100225,63.0,63.2,61.3,61.8,5628375,350445901,2266,-0.9
20100226,62.0,62.2,61.4,62.0,2804411,173196093,1199,0.2
20100301,62.2,64.8,61.8,63.9,10002386,640063856,4261,1.9
20100302,64.5,64.6,63.6,63.8,5186249,332620175,2061,-0.1
20100303,64.5,66.2,64.1,65.0,10891647,712422855,4329,1.2
20100304,65.6,66.4,64.5,64.9,8225883,539334096,3612,-0.1
20100305,65.3,65.8,64.8,65.0,4257439,277877835,2475,0.1
20100308,65.6,65.6,64.7,64.8,3652379,237172442,1564,-0.2
20100309,64.8,64.9,63.9,64.0,3271817,210208957,1525,-0.8
20100310,63.9,64.7,63.9,64.4,2257277,145293930,1287,0.4
20100311,65.0,66.3,65.0,66.0,13273383,875310278,5067,1.6
20100312,66.3,66.3,65.4,65.4,5948028,392133830,1777,-0.6
20100315,65.5,65.5,64.5,64.5,3226802,209219822,1437,-0.9
20100316,64.4,64.7,64.0,64.4,4202983,270500699,1369,-0.1
20100317,64.6,66.7,64.6,66.4,12268146,807902481,4095,2.0
20100318,66.4,66.9,66.1,66.1,8103423,539516718,3078,-0.3
20100319,66.1,68.1,65.6,67.6,11528222,772332189,3667,1.5
20100322,67.5,67.5,66.8,67.3,6580771,442041257,1931,-0.3
20100323,67.5,68.0,67.1,67.3,6026262,406907423,2132,0.0
20100324,67.4,68.3,67.4,67.8,5821057,395033653,2045,0.5
20100325,68.0,68.0,66.8,67.3,5516765,370622278,2200,-0.5
20100326,67.1,67.6,66.3,66.7,3307896,221114763,1852,-0.6
20100329,66.8,67.8,66.7,67.5,5584106,376273812,1737,0.8
20100330,67.8,68.0,67.3,67.4,4037745,272628477,1236,-0.1
20100331,67.5,69.3,67.4,67.6,15105525,1034654670,3935,0.2
20100401,67.6,68.2,67.5,67.7,3583208,242835028,1879,0.1
20100402,68.0,68.5,67.6,67.6,3232557,219618038,1342,-0.1
20100406,68.0,68.5,67.5,68.1,5182582,353020147,1813,0.5
20100407,68.1,68.6,67.7,68.1,4697318,319743453,2114,0.0
20100408,68.4,68.5,67.7,67.8,3840860,260679041,1443,-0.3
20100409,68.0,68.0,67.5,67.9,4491752,304038219,1987,0.1
20100412,68.0,68.1,67.5,68.0,5338490,362304150,1906,0.1
20100413,68.0,68.3,67.7,67.7,3841334,261324340,1432,-0.3
20100414,68.0,68.1,67.8,67.8,3172209,215563894,1072,0.1
20100415,68.5,69.4,68.4,69.0,8110960,559076910,3147,1.2
20100416,69.3,70.5,69.3,69.5,10008259,698811685,3687,0.5
20100419,68.5,68.6,67.1,67.2,9322711,634814772,3433,-2.3
20100420,67.5,68.0,67.1,67.2,6046583,407742068,1972,0.0
20100421,67.8,68.2,67.5,68.2,3353307,228144524,1495,1.0
20100422,68.0,68.2,67.0,67.2,6052509,407980000,1947,-1.0
20100423,68.8,69.2,67.9,68.3,7288636,498290712,3079,1.1
20100426,69.1,69.2,68.8,68.8,6296118,434342695,2605,0.5
20100427,69.0,69.1,68.1,68.5,4839054,331340889,1636,-0.3
20100428,68.0,69.4,67.6,69.0,7522526,515457936,3278,0.5
20100429,69.2,69.3,68.4,68.8,4266238,293562157,1753,-0.2
20100430,69.6,70.7,67.7,67.7,15874191,1105155332,5606,-1.1
20100503,68.5,68.9,67.9,68.6,5809467,397007226,2303,0.9
20100504,68.9,68.9,68.0,68.1,7516112,513891228,2605,-0.5
20100505,67.0,67.7,66.8,66.9,8144266,544411153,2838,-1.2
20100506,66.8,66.9,65.1,65.9,6875502,454082784,2743,-1.0
