date,open,high,low,close,volume,turnover,transactions,price_change
20231120,50.0,50.0,45.5,48.65,10411000,505397250,2141,X0.00
20231121,49.2,50.4,48.85,50.0,4656000,231706250,1316,+1.35
20231122,50.0,50.0,49.15,49.3,2639511,130665843,981,-0.70
20231123,49.3,50.3,49.2,50.0,2448400,122063780,696,+0.70
20231124,50.0,50.2,49.55,50.0,1533300,76516710,459, 0.00
20231127,50.0,50.0,49.3,49.3,765084,38035790,348,-0.70
20231128,49.3,49.6,48.4,48.7,1945278,94756788,562,-0.60
20231129,48.7,48.7,46.6,46.65,1667452,79503556,803,-2.05
20231130,46.5,46.5,43.95,45.5,3095716,140352478,1044,-1.15
20231201,45.5,46.55,45.0,46.3,746900,33895494,402,+0.80
20231204,46.4,49.1,46.4,48.35,901400,43419889,506,+2.05
20231205,48.8,49.15,48.0,49.0,872000,42518500,349,+0.65
20231206,49.1,49.7,48.75,48.8,745028,36577370,283,-0.20
20231207,49.0,49.0,47.55,47.8,572554,27482207,310,-1.00
20231208,48.05,48.6,47.85,47.9,250035,12054326,127,+0.10
20231211,48.3,48.3,47.4,47.5,446031,21239374,174,-0.40
20231212,47.75,47.75,47.0,47.05,471327,22277284,215,-0.45
20231213,47.2,47.35,46.7,46.7,421373,19780418,197,-0.35
20231214,47.0,47.1,46.45,46.6,371500,17345900,187,-0.10
20231215,46.95,47.0,46.75,46.75,219081,10268815,104,+0.15
20231218,46.6,46.7,45.5,45.95,1406500,64381050,714,-0.80
20231219,46.0,46.0,44.0,44.95,1321000,59057650,688,-1.00
20231220,44.95,45.05,44.5,44.6,710352,31764712,403,-0.35
20231221,44.3,44.7,44.0,44.05,837215,36956269,466,-0.55
20231222,44.1,44.1,43.8,44.0,692380,30446120,399,-0.05
20231225,44.0,44.2,44.0,44.15,289000,12751100,138,+0.15
20231226,44.2,44.6,44.2,44.6,402000,17859800,189,+0.45
20231227,44.8,44.85,44.15,44.2,521000,23150400,263,-0.40
20231228,44.2,45.45,44.2,44.6,340000,15229050,176,+0.40
20231229,44.6,44.9,44.3,44.6,483000,21520150,157, 0.00
20240102,44.65,44.75,44.5,44.6,493000,21998450,197, 0.00
20240103,44.6,44.7,44.0,44.0,974500,43165299,292,-0.60
20240104,44.0,44.6,44.0,44.1,272000,12043750,143,+0.10
20240105,44.15,44.5,44.0,44.1,687200,30305959,219, 0.00
20240108,44.15,45.4,44.15,44.6,927312,41532864,281,+0.50
20240109,44.75,44.85,44.45,44.7,335162,14956790,160,+0.10
20240110,44.5,44.55,44.3,44.3,291277,12933148,149,-0.40
20240111,44.85,44.85,44.1,44.5,690081,30659299,284,+0.20
20240112,44.55,44.7,44.35,44.45,213031,9473481,113,-0.05
20240115,44.5,44.7,44.35,44.45,311111,13821221,147, 0.00
20240116,44.45,44.5,44.05,44.05,604081,26712425,258,-0.40
20240117,44.05,44.35,43.8,43.8,750091,33034254,457,-0.25
20240118,43.85,43.95,43.4,43.4,441000,19259400,196,-0.40
20240119,43.35,44.0,43.35,43.75,221241,9648059,121,+0.35
20240122,44.0,44.3,43.8,43.8,151031,6644370,90,+0.05
20240123,43.75,44.0,43.4,43.5,483000,21061600,162,-0.30
20240124,43.9,43.95,43.35,43.45,174118,7577882,109,-0.05
