journal_id,signal_date,logged_at,account,sid,name,template,tier,action,ref_close,limit_price,stop_loss,take_profit,position_pct_max,market_regime,in_position,real_entry,real_shares,reason,status,validated_at,fill_date,fill_price,bars_to_fill,exit_date,exit_price,exit_reason,realized_return,hold_days
2026-05-22_2884_universe_BUY,2026-05-22,2026-05-24T21:41:57,universe,2884,玉山金,support_bounce,C,BUY,31.3,31.31275,,,0.15,BULL,False,,0,,filled,2026-05-25T21:37:07,2026-05-25,31.3,1.0,,,,,
2026-05-22_1802_universe_SELL,2026-05-22,2026-05-24T21:41:57,universe,1802,台玻,low_vol_pullback,S,SELL,70.5,,,,1.0,BULL,False,,0,,filled,2026-05-25T21:37:07,2026-05-25,73.0,1.0,,,,,
2026-05-22_910322_universe_SELL,2026-05-22,2026-05-24T21:41:57,universe,910322,康師傅-DR,style1_pullback,—,SELL,23.45,,,,0.0,BULL,False,,0,ATR停損 stop=24.15,filled,2026-05-25T21:37:07,2026-05-25,23.5,1.0,,,,,
2026-05-25_2369_Takeshi_SELL,2026-05-25,2026-05-25T21:37:22,Takeshi,2369,菱生,low_vol_pullback,C,SELL,34.3,,,,0.15,BULL,True,28.7667,30,,filled,2026-05-26T21:38:44,2026-05-26,37.1,1.0,,,,,
2026-05-25_2308_universe_SELL,2026-05-25,2026-05-25T21:40:28,universe,2308,台達電,ensemble_dip_or_bounce,B,SELL,2290.0,,,,0.3,BULL,False,,0,,filled,2026-05-26T21:38:44,2026-05-26,2350.0,1.0,,,,,
2026-05-25_2327_universe_SELL,2026-05-25,2026-05-25T21:40:28,universe,2327,國巨,yearly_high_break,C,SELL,691.0,,,,0.15,BULL,False,,0,,filled,2026-05-26T21:38:44,2026-05-26,674.0,1.0,,,,,
2026-05-25_2369_universe_SELL,2026-05-25,2026-05-25T21:40:28,universe,2369,菱生,low_vol_pullback,C,SELL,34.3,,,,0.15,BULL,False,,0,,filled,2026-05-26T21:38:44,2026-05-26,37.1,1.0,,,,,
2026-05-25_006208_universe_BUY,2026-05-25,2026-05-25T21:40:28,universe,006208,富邦台50,ensemble_breakout_vote,B,BUY,233.15,233.15,,,0.3,BULL,False,,0,,filled,2026-05-26T21:38:44,2026-05-26,233.15,1.0,,,,,
2026-05-25_3081_universe_BUY,2026-05-25,2026-05-25T21:40:28,universe,3081,聯亞光電,gap_continuation,B,BUY,2925.0,,,,0.3,BULL,False,,0,,filled,2026-05-26T21:38:44,2026-05-26,2960.0,1.0,,,,,
2026-05-26_2337_Takeshi_SELL,2026-05-26,2026-05-26T21:38:59,Takeshi,2337,旺宏,low_vol_pullback,C,SELL,160.5,,,,0.15,BULL,False,,0,,filled,2026-05-27T21:37:40,2026-05-27,172.0,1.0,,,,,
2026-05-26_2344_Takeshi_SELL,2026-05-26,2026-05-26T21:38:59,Takeshi,2344,華邦電,narrow_range_breakout,B,SELL,141.0,,,,0.3,BULL,False,,0,,filled,2026-05-27T21:37:40,2026-05-27,155.0,1.0,,,,,
2026-05-26_2426_Katie_BUY,2026-05-26,2026-05-26T21:39:07,Katie,2426,鼎元,double_pullback,B,BUY,78.3,78.3,,,0.3,BULL,False,,0,,filled,2026-05-27T21:37:40,2026-05-27,78.3,1.0,,,,,
2026-05-26_2344_Katie_SELL,2026-05-26,2026-05-26T21:39:07,Katie,2344,華邦電,narrow_range_breakout,B,SELL,141.0,,,,0.3,BULL,False,,0,,filled,2026-05-27T21:37:40,2026-05-27,155.0,1.0,,,,,
2026-05-26_2426_universe_BUY,2026-05-26,2026-05-26T21:42:13,universe,2426,鼎元,double_pullback,B,BUY,78.3,78.3,,,0.3,BULL,False,,0,,filled,2026-05-27T21:37:40,2026-05-27,78.3,1.0,,,,,
2026-05-26_2344_universe_SELL,2026-05-26,2026-05-26T21:42:13,universe,2344,華邦電,narrow_range_breakout,B,SELL,141.0,,,,0.3,BULL,False,,0,,filled,2026-05-27T21:37:40,2026-05-27,155.0,1.0,,,,,
2026-05-26_2337_universe_SELL,2026-05-26,2026-05-26T21:42:13,universe,2337,旺宏,low_vol_pullback,C,SELL,160.5,,,,0.15,BULL,False,,0,,filled,2026-05-27T21:37:40,2026-05-27,172.0,1.0,,,,,
2026-05-26_1102_universe_BUY,2026-05-26,2026-05-26T21:42:13,universe,1102,亞泥,support_bounce,C,BUY,33.25,33.41625,,,0.15,BULL,False,,0,,filled,2026-05-27T21:37:40,2026-05-27,33.1,1.0,,,,,
2026-05-26_00878_universe_SELL,2026-05-26,2026-05-26T21:42:13,universe,00878,國泰永續高股息,yearly_high_break,C,SELL,29.62,,,,0.15,BULL,False,,0,,filled,2026-05-27T21:37:40,2026-05-27,30.28,1.0,,,,,
2026-05-26_6531_universe_SELL,2026-05-26,2026-05-26T21:42:13,universe,6531,愛普,low_vol_pullback,C,SELL,1080.0,,,,0.15,BULL,False,,0,,filled,2026-05-27T21:37:40,2026-05-27,1135.0,1.0,,,,,
2026-05-26_5536_universe_SELL,2026-05-26,2026-05-26T21:42:13,universe,5536,聖暉,low_vol_pullback,B,SELL,1035.0,,,,0.3,BULL,False,,0,,filled,2026-05-27T21:37:41,2026-05-27,1050.0,1.0,,,,,
2026-05-26_910322_universe_BUY,2026-05-26,2026-05-26T21:42:13,universe,910322,康師傅-DR,style1_pullback,—,BUY,23.65,,,,0.0,BULL,False,,0,回檔進場 RSI=37.4,filled,2026-05-27T21:37:41,2026-05-27,23.4,1.0,,,,,
2026-05-27_2474_Takeshi_SELL,2026-05-27,2026-05-27T21:37:57,Takeshi,2474,可成,simple_dip_buy,C,SELL,208.5,,,,0.15,BULL,True,185.6667,6,,filled,2026-05-28T21:36:09,2026-05-28,212.0,1.0,,,,,
2026-05-27_2360_universe_SELL,2026-05-27,2026-05-27T21:41:12,universe,2360,致茂,ensemble_dual_momentum,B,SELL,2625.0,,,,0.3,BULL,False,,0,,filled,2026-05-28T21:36:09,2026-05-28,2560.0,1.0,,,,,
2026-05-27_2327_universe_BUY,2026-05-27,2026-05-27T21:41:12,universe,2327,國巨,yearly_high_break,C,BUY,701.0,694.4549999999999,,,0.15,BULL,False,,0,,not_filled,2026-06-04T21:36:01,,,6,,,,,
2026-05-27_2474_universe_SELL,2026-05-27,2026-05-27T21:41:12,universe,2474,可成,simple_dip_buy,C,SELL,208.5,,,,0.15,BULL,False,,0,,filled,2026-05-28T21:36:09,2026-05-28,212.0,1.0,,,,,
2026-05-27_6488_universe_BUY,2026-05-27,2026-05-27T21:41:12,universe,6488,環球晶,ensemble_triple_confirm,A,BUY,930.0,930.0,,,0.5,BULL,False,,0,,filled,2026-05-28T21:36:09,2026-05-28,930.0,1.0,,,,,
2026-05-27_00878_universe_BUY,2026-05-27,2026-05-27T21:41:12,universe,00878,國泰永續高股息,yearly_high_break,C,BUY,30.55,30.1283,,,0.15,BULL,False,,0,,filled,2026-05-28T21:36:09,2026-05-28,30.1283,1.0,,,,,
2026-05-27_4147_universe_BUY,2026-05-27,2026-05-27T21:41:12,universe,4147,中裕,ensemble_dip_vote,A,BUY,47.85,47.85,,,0.5,BULL,False,,0,,filled,2026-05-28T21:36:09,2026-05-28,47.75,1.0,,,,,
2026-05-27_2880_universe_SELL,2026-05-27,2026-05-27T21:41:12,universe,2880,華南金,ensemble_dual_momentum,C,SELL,29.95,,,,0.15,BULL,False,,0,,filled,2026-05-28T21:36:10,2026-05-28,30.1,1.0,,,,,
2026-05-27_3323_universe_SELL,2026-05-27,2026-05-27T21:41:12,universe,3323,加百裕,simple_dip_buy,A,SELL,38.5,,,,0.5,BULL,False,,0,,filled,2026-05-28T21:36:10,2026-05-28,38.5,1.0,,,,,
2026-05-27_5274_universe_BUY,2026-05-27,2026-05-27T21:41:12,universe,5274,信驊,chip_momentum,S,BUY,18230.0,,,,1.0,BULL,False,,0,,filled,2026-05-28T21:36:10,2026-05-28,17825.0,1.0,,,,,
2026-05-28_6271_Takeshi_BUY,2026-05-28,2026-05-28T21:36:25,Takeshi,6271,同欣電,narrow_range_breakout,C,BUY,244.5,256.0,,,0.15,BULL,True,184.13333333333333,15,,filled,2026-05-29T21:35:51,2026-05-29,250.0,1.0,,,,,
2026-05-28_3189_Takeshi_BUY,2026-05-28,2026-05-28T21:36:25,Takeshi,3189,景碩,chip_momentum,B,BUY,681.0,,,,0.3,BULL,False,,0,,filled,2026-05-29T21:35:51,2026-05-29,707.0,1.0,,,,,
2026-05-28_2360_universe_BUY,2026-05-28,2026-05-28T21:39:44,universe,2360,致茂,ensemble_dual_momentum,B,BUY,2570.0,2570.0,,,0.3,BULL,False,,0,,filled,2026-05-29T21:35:51,2026-05-29,2570.0,1.0,,,,,
2026-05-28_6271_universe_BUY,2026-05-28,2026-05-28T21:39:44,universe,6271,同欣電,narrow_range_breakout,C,BUY,244.5,256.0,,,0.15,BULL,False,,0,,filled,2026-05-29T21:35:51,2026-05-29,250.0,1.0,,,,,
2026-05-28_3189_universe_BUY,2026-05-28,2026-05-28T21:39:44,universe,3189,景碩,chip_momentum,B,BUY,681.0,,,,0.3,BULL,False,,0,,filled,2026-05-29T21:35:51,2026-05-29,707.0,1.0,,,,,
2026-05-28_5274_universe_SELL,2026-05-28,2026-05-28T21:39:44,universe,5274,信驊,chip_momentum,S,SELL,17835.0,,,,1.0,BULL,False,,0,,filled,2026-05-29T21:35:51,2026-05-29,19000.0,1.0,,,,,
2026-05-28_910322_universe_SELL,2026-05-28,2026-05-28T21:39:45,universe,910322,康師傅-DR,style1_pullback,—,SELL,23.55,,,,0.0,BULL,False,,0,趨勢破壞 連2日<MA200,filled,2026-05-29T21:35:52,2026-05-29,23.55,1.0,,,,,
2026-05-29_3189_Takeshi_SELL,2026-05-29,2026-05-29T21:36:08,Takeshi,3189,景碩,chip_momentum,B,SELL,729.0,,,,0.3,BULL,False,,0,,filled,2026-06-01T21:57:26,2026-06-01,740.0,1.0,,,,,
2026-05-29_2344_Takeshi_BUY,2026-05-29,2026-05-29T21:36:08,Takeshi,2344,華邦電,narrow_range_breakout,B,BUY,158.0,158.0,,,0.3,BULL,True,119.1,5,,not_filled,2026-06-04T21:36:01,,,4,,,,,
2026-05-29_2344_Katie_BUY,2026-05-29,2026-05-29T21:36:16,Katie,2344,華邦電,narrow_range_breakout,B,BUY,158.0,158.0,,,0.3,BULL,False,,0,,not_filled,2026-06-04T21:36:01,,,4,,,,,
2026-05-29_2344_universe_BUY,2026-05-29,2026-05-29T21:39:36,universe,2344,華邦電,narrow_range_breakout,B,BUY,158.0,158.0,,,0.3,BULL,False,,0,,not_filled,2026-06-04T21:36:01,,,4,,,,,
2026-05-29_3189_universe_SELL,2026-05-29,2026-05-29T21:39:36,universe,3189,景碩,chip_momentum,B,SELL,729.0,,,,0.3,BULL,False,,0,,filled,2026-06-01T21:57:27,2026-06-01,740.0,1.0,,,,,
2026-05-29_2027_universe_BUY,2026-05-29,2026-05-29T21:39:36,universe,2027,大成鋼,narrow_range_breakout,C,BUY,41.65,42.5,,,0.15,BULL,False,,0,,filled,2026-06-01T21:57:27,2026-06-01,42.05,1.0,,,,,
2026-05-29_2855_universe_SELL,2026-05-29,2026-05-29T21:39:36,universe,2855,統一證,ensemble_dual_momentum,C,SELL,47.5,,,,0.15,BULL,False,,0,,filled,2026-06-01T21:57:27,2026-06-01,47.75,1.0,,,,,
2026-05-29_6443_universe_SELL,2026-05-29,2026-05-29T21:39:36,universe,6443,元晶,chip_momentum,C,SELL,40.7,,,,0.15,BULL,False,,0,,filled,2026-06-01T21:57:27,2026-06-01,40.85,1.0,,,,,
