journal_id,signal_date,logged_at,account,sid,name,template,tier,action,ref_close,limit_price,stop_loss,take_profit,position_pct_max,market_regime,in_position,real_entry,real_shares,reason,status,validated_at,fill_date,fill_price,bars_to_fill,exit_date,exit_price,exit_reason,realized_return,hold_days
2026-08-05_6271_Takeshi_BUY,2026-08-05,2026-08-05T21:52:20,Takeshi,6271,同欣電,narrow_range_breakout,C,BUY,190.0,191.0,,,0.15,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,187.5,1.0,,,,,
2026-08-05_2317_Takeshi_BUY,2026-08-05,2026-08-05T21:52:20,Takeshi,2317,鴻海,gap_continuation,A,BUY,258.5,,,,0.5,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,258.5,1.0,,,,,
2026-08-05_2330_Katie_BUY,2026-08-05,2026-08-05T21:52:27,Katie,2330,台積電,gap_continuation,C,BUY,2405.0,,,,0.15,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,2395.0,1.0,,,,,
2026-08-05_2330_universe_BUY,2026-08-05,2026-08-05T21:55:41,universe,2330,台積電,gap_continuation,C,BUY,2405.0,,,,0.15,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,2395.0,1.0,,,,,
2026-08-05_2317_universe_BUY,2026-08-05,2026-08-05T21:55:41,universe,2317,鴻海,gap_continuation,A,BUY,258.5,,,,0.5,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,258.5,1.0,,,,,
2026-08-05_6271_universe_BUY,2026-08-05,2026-08-05T21:55:41,universe,6271,同欣電,narrow_range_breakout,C,BUY,190.0,191.0,,,0.15,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,187.5,1.0,,,,,
2026-08-05_3596_universe_BUY,2026-08-05,2026-08-05T21:55:41,universe,3596,智易,gap_continuation,C,BUY,187.5,,,,0.15,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,187.0,1.0,,,,,
2026-08-05_3014_universe_SELL,2026-08-05,2026-08-05T21:55:41,universe,3014,聯陽,chip_momentum,C,SELL,130.0,,,,0.15,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,132.0,1.0,,,,,
2026-08-05_3036_universe_SELL,2026-08-05,2026-08-05T21:55:41,universe,3036,文曄,ensemble_oversold_vote,A,SELL,225.0,,,,0.5,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,225.5,1.0,,,,,
2026-08-05_6781_universe_SELL,2026-08-05,2026-08-05T21:55:41,universe,6781,AES-KY,simple_dip_buy,A,SELL,1065.0,,,,0.5,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,1045.0,1.0,,,,,
2026-08-05_2354_universe_SELL,2026-08-05,2026-08-05T21:55:42,universe,2354,鴻準,three_day_reversal,C,SELL,55.5,,,,0.15,BULL,False,,0,,filled,2026-08-06T21:34:15,2026-08-06,58.2,1.0,,,,,
2026-08-06_8046_Takeshi_SELL,2026-08-06,2026-08-06T21:34:31,Takeshi,8046,南電,mean_reversion,C,SELL,1105.0,,,,0.15,BULL,False,,0,,filled,2026-08-07T21:35:34,2026-08-07,1125.0,1.0,,,,,
2026-08-06_6213_Takeshi_SELL,2026-08-06,2026-08-06T21:34:31,Takeshi,6213,聯茂,low_vol_pullback,C,SELL,375.0,,,,0.15,BULL,False,,0,,filled,2026-08-07T21:35:34,2026-08-07,384.5,1.0,,,,,
2026-08-06_2330_Katie_SELL,2026-08-06,2026-08-06T21:34:38,Katie,2330,台積電,gap_continuation,C,SELL,2365.0,,,,0.15,BULL,False,,0,,filled,2026-08-07T21:35:34,2026-08-07,2390.0,1.0,,,,,
2026-08-06_2330_universe_SELL,2026-08-06,2026-08-06T21:37:47,universe,2330,台積電,gap_continuation,C,SELL,2365.0,,,,0.15,BULL,False,,0,,filled,2026-08-07T21:35:34,2026-08-07,2390.0,1.0,,,,,
2026-08-06_8046_universe_SELL,2026-08-06,2026-08-06T21:37:47,universe,8046,南電,mean_reversion,C,SELL,1105.0,,,,0.15,BULL,False,,0,,filled,2026-08-07T21:35:34,2026-08-07,1125.0,1.0,,,,,
2026-08-06_6213_universe_SELL,2026-08-06,2026-08-06T21:37:47,universe,6213,聯茂,low_vol_pullback,C,SELL,375.0,,,,0.15,BULL,False,,0,,filled,2026-08-07T21:35:34,2026-08-07,384.5,1.0,,,,,
2026-08-06_8016_universe_SELL,2026-08-06,2026-08-06T21:37:47,universe,8016,矽創,simple_dip_buy,B,SELL,308.5,,,,0.3,BULL,False,,0,,filled,2026-08-07T21:35:34,2026-08-07,315.0,1.0,,,,,
