date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2018-05-01,2018,4,0,2018-05-11,
2018-06-01,2018,5,30981596000,2018-06-11,
2018-07-01,2018,6,31033826000,2018-07-11,
2018-08-01,2018,7,32736056000,2018-08-11,
2018-09-01,2018,8,35585341000,2018-09-11,
2018-10-01,2018,9,39275883000,2018-10-11,
2018-11-01,2018,10,39138605000,2018-11-11,
2018-12-01,2018,11,37945671000,2018-12-11,
2019-01-01,2018,12,36944079000,2019-01-11,
2019-02-01,2019,1,33055773000,2019-02-11,
2019-03-01,2019,2,26239644000,2019-03-11,
2019-04-01,2019,3,29566029000,2019-04-11,
2019-05-01,2019,4,29051464000,2019-05-11,
2019-06-01,2019,5,30118129000,2019-06-11,-0.027870320173305485
2019-07-01,2019,6,31571316000,2019-07-11,0.017319488741091682
2019-08-01,2019,7,36376356000,2019-08-11,0.11120154486539247
2019-09-01,2019,8,40039028000,2019-09-11,0.12515510249009565
2019-10-01,2019,9,41141924000,2019-10-11,0.04751111515430484
2019-11-01,2019,10,38784584000,2019-11-11,-0.0090453147218712
2019-12-01,2019,11,38456363000,2019-12-11,0.013458504924053205
2020-01-01,2019,12,38781574000,2020-01-11,0.04973719875382465
2020-02-01,2020,1,31337455000,2020-02-11,-0.05198238746375705
2020-03-01,2020,2,28135554000,2020-03-11,0.07225364795345546
2020-04-01,2020,3,37884146000,2020-04-11,0.2813403517936075
2020-05-01,2020,4,35303249000,2020-05-11,0.21519690023194693
2020-06-01,2020,5,35788001000,2020-06-11,0.18825445631101445
2020-07-01,2020,6,36457523000,2020-07-11,0.15476728939648887
2020-08-01,2020,7,37325504000,2020-08-11,0.026092443124319464
2020-09-01,2020,8,41944147000,2020-09-11,0.047581549681975366
2020-10-01,2020,9,43925748000,2020-10-11,0.06766392354426598
2020-11-01,2020,10,47914576000,2020-11-11,0.23540260222979326
2020-12-01,2020,11,50664618000,2020-12-11,0.3174573476956206
2021-01-01,2020,12,50298189000,2021-01-11,0.2969610000873095
2021-02-01,2021,1,40847914000,2021-02-11,0.30348536599414344
2021-03-01,2021,2,36620343000,2021-03-11,0.30156822218606383
2021-04-01,2021,3,42001527000,2021-04-11,0.1086834846428899
2021-05-01,2021,4,41333449000,2021-05-11,0.1708114740374178
2021-06-01,2021,5,42267016000,2021-06-11,0.18103875094895638
2021-07-01,2021,6,43325882000,2021-07-11,0.1883934627155004
2021-08-01,2021,7,46479676000,2021-08-11,0.2452524686605706
2021-09-01,2021,8,50449730000,2021-09-11,0.20278354927565934
2021-10-01,2021,9,53735410000,2021-10-11,0.22332373258618166
2021-11-01,2021,10,52748353000,2021-11-11,0.10088322601456401
2021-12-01,2021,11,60522891000,2021-12-11,0.1945790452816598
2022-01-01,2021,12,59664942000,2022-01-11,0.18622445830007917
2022-02-01,2022,1,48573947000,2022-02-11,0.1891414332687833
2022-03-01,2022,2,43830549000,2022-03-11,0.19689072819443543
2022-04-01,2022,3,51986331000,2022-04-11,0.2377247855774387
2022-05-01,2022,4,48642595000,2022-05-11,0.17683368257025922
2022-06-01,2022,5,53798666000,2022-06-11,0.27282858103822605
2022-07-01,2022,6,57997759000,2022-07-11,0.3386400073748066
2022-08-01,2022,7,58167105000,2022-08-11,0.25145246279255473
2022-09-01,2022,8,63806883000,2022-09-11,0.2647616349978483
2022-10-01,2022,9,66651569000,2022-10-11,0.24036587791923436
2022-11-01,2022,10,64171459000,2022-11-11,0.21655853406456127
2022-12-01,2022,11,60106891000,2022-12-11,-0.006873432400973711
2023-01-01,2022,12,53138889000,2023-01-11,-0.10937835152844022
2023-02-01,2023,1,45131358000,2023-02-11,-0.07087315757972068
2023-03-01,2023,2,39984571000,2023-03-11,-0.08774651670459344
2023-04-01,2023,3,45775144000,2023-04-11,-0.11947731029527742
2023-05-01,2023,4,43314938000,2023-05-11,-0.10952657850593706
2023-06-01,2023,5,46238791000,2023-06-11,-0.14052160698557103
2023-07-01,2023,6,46721623000,2023-07-11,-0.19442365005861695
2023-08-01,2023,7,48353336000,2023-08-11,-0.16871682027152635
2023-09-01,2023,8,52278801000,2023-09-11,-0.18067144887801523
2023-10-01,2023,9,53534708000,2023-10-11,-0.1967974827419291
2023-11-01,2023,10,56166613000,2023-11-11,-0.12474153034295199
2023-12-01,2023,11,54509085000,2023-12-11,-0.0931308525007557
2024-01-01,2023,12,49905503000,2024-01-11,-0.060847828414327565
2024-02-01,2024,1,47390354000,2024-02-11,0.05005380072986054
2024-03-01,2024,2,39751076000,2024-03-11,-0.005839627490313748
2024-04-01,2024,3,45661425000,2024-04-11,-0.0024842958440501883
2024-05-01,2024,4,45819887000,2024-05-11,0.057831065116611624
2024-06-01,2024,5,47492772000,2024-06-11,0.027119675339262184
2024-07-01,2024,6,46925404000,2024-07-11,0.004361599339132605
2024-08-01,2024,7,51595954000,2024-08-11,0.06706089523998915
2024-09-01,2024,8,52929761000,2024-09-11,0.012451701025048445
2024-10-01,2024,9,55579391000,2024-10-11,0.03819359582572113
2024-11-01,2024,10,56425583000,2024-11-11,0.004610746245282682
2024-12-01,2024,11,52933333000,2024-12-11,-0.02890806183959982
2025-01-01,2024,12,52904645000,2025-01-11,0.060096418625416925
2025-02-01,2025,1,49444261000,2025-02-11,0.04334019112834642
2025-03-01,2025,2,44960788000,2025-03-11,0.13105838946347004
2025-04-01,2025,3,53748213000,2025-04-11,0.177103277000225
2025-05-01,2025,4,52210767000,2025-05-11,0.1394783012013976
2025-06-01,2025,5,49026935000,2025-06-11,0.032303083930329546
2025-07-01,2025,6,49512621000,2025-07-11,0.05513467715696163
2025-08-01,2025,7,51542033000,2025-08-11,-0.001045062564401844
2025-09-01,2025,8,56465628000,2025-09-11,0.06680300332359335
2025-10-01,2025,9,60561227000,2025-10-11,0.08963459135419449
2025-11-01,2025,10,60231106000,2025-11-11,0.0674432198600412
2025-12-01,2025,11,58819584000,2025-12-11,0.11120121606549893
2026-01-01,2025,12,58864547000,2026-01-11,0.1126536620744738
2026-02-01,2026,1,59988631000,2026-02-11,0.21325771255838966
2026-03-01,2026,2,52096847000,2026-03-11,0.15871739169696042
2026-04-01,2026,3,61576674000,2026-04-11,0.14565062842182308
