date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,16236482000,2015-01-11,
2015-02-01,2015,1,16785051000,2015-02-11,
2015-03-01,2015,2,11673008000,2015-03-11,
2015-04-01,2015,3,14744926000,2015-04-11,
2015-05-01,2015,4,15516504000,2015-05-11,
2015-06-01,2015,5,16163528000,2015-06-11,
2015-07-01,2015,6,17052255000,2015-07-11,
2015-08-01,2015,7,18023341000,2015-08-11,
2015-09-01,2015,8,18207429000,2015-09-11,
2015-10-01,2015,9,19681956000,2015-10-11,
2015-11-01,2015,10,18884560000,2015-11-11,
2015-12-01,2015,11,18248999000,2015-12-11,
2016-01-01,2015,12,18459051000,2016-01-11,0.13688735035089494
2016-02-01,2016,1,17147998000,2016-02-11,0.021623228907674985
2016-03-01,2016,2,12420728000,2016-03-11,0.06405546882174673
2016-04-01,2016,3,18038490000,2016-04-11,0.22336931362015644
2016-05-01,2016,4,17007532000,2016-05-11,0.09609303745225084
2016-06-01,2016,5,17784648000,2016-06-11,0.100294935610592
2016-07-01,2016,6,17873867000,2016-07-11,0.04818201463677374
2016-08-01,2016,7,18716402000,2016-08-11,0.03845352534804736
2016-09-01,2016,8,18737411000,2016-09-11,0.029108008604619595
2016-10-01,2016,9,19614120000,2016-10-11,-0.0034466086602368273
2016-11-01,2016,10,18204555000,2016-11-11,-0.03600851701072194
2016-12-01,2016,11,19320829000,2016-12-11,0.05873363245841601
2017-01-01,2016,12,19488991000,2017-01-11,0.05579593447138742
2017-02-01,2017,1,14433964000,2017-02-11,-0.15827118710883914
2017-03-01,2017,2,16025797000,2017-03-11,0.2902461916886032
2017-04-01,2017,3,18464898000,2017-04-11,0.023638785729847678
2017-05-01,2017,4,17492850000,2017-05-11,0.028535474753185852
2017-06-01,2017,5,17286218000,2017-06-11,-0.028025856907598068
2017-07-01,2017,6,18694262000,2017-07-11,0.04589913307512017
2017-08-01,2017,7,19152574000,2017-08-11,0.02330426542451902
2017-09-01,2017,8,19920756000,2017-09-11,0.0631541358622063
2017-10-01,2017,9,20749145000,2017-10-11,0.05786775037574965
