date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,2084258000,2015-01-11,
2015-02-01,2015,1,2117932000,2015-02-11,
2015-03-01,2015,2,1755197000,2015-03-11,
2015-04-01,2015,3,2014337000,2015-04-11,
2015-05-01,2015,4,2152121000,2015-05-11,
2015-06-01,2015,5,2005548000,2015-06-11,
2015-07-01,2015,6,2064185000,2015-07-11,
2015-08-01,2015,7,2209575000,2015-08-11,
2015-09-01,2015,8,2233259000,2015-09-11,
2015-10-01,2015,9,2394747000,2015-10-11,
2015-11-01,2015,10,2309684000,2015-11-11,
2015-12-01,2015,11,2269878000,2015-12-11,
2016-01-01,2015,12,2148096000,2016-01-11,0.03062864578185609
2016-02-01,2016,1,2263334000,2016-02-11,0.06865281793749745
2016-03-01,2016,2,1851509000,2016-03-11,0.05487247300445475
2016-04-01,2016,3,2292260000,2016-04-11,0.1379724445313768
2016-05-01,2016,4,2035756000,2016-05-11,-0.05406991521387505
2016-06-01,2016,5,2038537000,2016-06-11,0.01644887083231117
2016-07-01,2016,6,2265839000,2016-07-11,0.09769182510288554
2016-08-01,2016,7,2003850000,2016-08-11,-0.09310614032110243
2016-09-01,2016,8,2208400000,2016-09-11,-0.01113126601079406
2016-10-01,2016,9,2352764000,2016-10-11,-0.017531288273876067
2016-11-01,2016,10,2217682000,2016-11-11,-0.039833154665313564
2016-12-01,2016,11,2519377000,2016-12-11,0.10991736119738604
2017-01-01,2016,12,2455155000,2017-01-11,0.14294472872720765
2017-02-01,2017,1,2060607000,2017-02-11,-0.08957007670984485
2017-03-01,2017,2,2062171000,2017-03-11,0.11377854495981388
2017-04-01,2017,3,2307519000,2017-04-11,0.006656749234380088
2017-05-01,2017,4,2039953000,2017-05-11,0.0020616419649506224
2017-06-01,2017,5,2000555000,2017-06-11,-0.018631989510124125
2017-07-01,2017,6,2268325000,2017-07-11,0.001097165332576644
2017-08-01,2017,7,2016477000,2017-08-11,0.006301369863013662
2017-09-01,2017,8,2308410000,2017-09-11,0.045286180039847856
