date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,9994692000,2015-01-11,
2015-02-01,2015,1,10580220000,2015-02-11,
2015-03-01,2015,2,9465650000,2015-03-11,
2015-04-01,2015,3,9671700000,2015-04-11,
2015-05-01,2015,4,9468146000,2015-05-11,
2015-06-01,2015,5,9567163000,2015-06-11,
2015-07-01,2015,6,9291582000,2015-07-11,
2015-08-01,2015,7,9320398000,2015-08-11,
2015-09-01,2015,8,9297734000,2015-09-11,
2015-10-01,2015,9,8947731000,2015-10-11,
2015-11-01,2015,10,10546133000,2015-11-11,
2015-12-01,2015,11,10053818000,2015-12-11,
2016-01-01,2015,12,9933930000,2016-01-11,-0.006079426959830325
2016-02-01,2016,1,10198591000,2016-02-11,-0.03607004391213042
2016-03-01,2016,2,9431313000,2016-03-11,-0.0036275374644108016
2016-04-01,2016,3,9568993000,2016-04-11,-0.010619332692287764
2016-05-01,2016,4,9694468000,2016-05-11,0.023903518175575345
2016-06-01,2016,5,9456801000,2016-06-11,-0.011535499081598122
2016-07-01,2016,6,9290760000,2016-07-11,-8.84671738353715e-05
2016-08-01,2016,7,9385161000,2016-08-11,0.006948523013716734
2016-09-01,2016,8,9564220000,2016-09-11,0.02866139211984331
2016-10-01,2016,9,9499141000,2016-10-11,0.061625679180565385
2016-11-01,2016,10,9961061000,2016-11-11,-0.05547739631199422
2016-12-01,2016,11,10227894000,2016-12-11,0.017314417269140847
2017-01-01,2016,12,10369095000,2017-01-11,0.04380592575143982
2017-02-01,2017,1,9944482000,2017-02-11,-0.02491608889894692
2017-03-01,2017,2,9346722000,2017-03-11,-0.008969164738780289
2017-04-01,2017,3,9549444000,2017-04-11,-0.0020429526910511475
2017-05-01,2017,4,9023767000,2017-05-11,-0.06918388920361596
2017-06-01,2017,5,9411535000,2017-06-11,-0.004786608071799314
2017-07-01,2017,6,9368584000,2017-07-11,0.008376494495606401
2017-08-01,2017,7,9416503000,2017-08-11,0.003339527153556565
2017-09-01,2017,8,9557810000,2017-09-11,-0.0006702062478696202
2017-10-01,2017,9,9788812000,2017-10-11,0.030494441550030782
2017-11-01,2017,10,9811909000,2017-11-11,-0.014973505332413928
2017-12-01,2017,11,11339032000,2017-12-11,0.10863800504776444
2018-01-01,2017,12,10612507000,2018-01-11,0.023474758404663065
2018-02-01,2018,1,10468049000,2018-02-11,0.052648996699878436
