date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,6117912000,2015-01-11,
2015-02-01,2015,1,6260341000,2015-02-11,
2015-03-01,2015,2,5363635000,2015-03-11,
2015-04-01,2015,3,5532501000,2015-04-11,
2015-05-01,2015,4,5441253000,2015-05-11,
2015-06-01,2015,5,5608994000,2015-06-11,
2015-07-01,2015,6,5437140000,2015-07-11,
2015-08-01,2015,7,5194192000,2015-08-11,
2015-09-01,2015,8,5128230000,2015-09-11,
2015-10-01,2015,9,4943416000,2015-10-11,
2015-11-01,2015,10,5017949000,2015-11-11,
2015-12-01,2015,11,5000723000,2015-12-11,
2016-01-01,2015,12,4901584000,2016-01-11,-0.19881423596808845
2016-02-01,2016,1,5060821000,2016-02-11,-0.1916061760852963
2016-03-01,2016,2,4237568000,2016-03-11,-0.2099447482910377
2016-04-01,2016,3,4771299000,2016-04-11,-0.13758732262316808
2016-05-01,2016,4,4777188000,2016-05-11,-0.12204266186483148
2016-06-01,2016,5,4864702000,2016-06-11,-0.132696166193082
2016-07-01,2016,6,4692999000,2016-07-11,-0.13686257848795502
2016-08-01,2016,7,4826152000,2016-08-11,-0.07085606384977683
2016-09-01,2016,8,4684872000,2016-09-11,-0.08645439069620509
2016-10-01,2016,9,4548374000,2016-10-11,-0.0799127566848511
2016-11-01,2016,10,4756551000,2016-11-11,-0.05209259799172927
2016-12-01,2016,11,5026729000,2016-12-11,0.0052004480152170185
2017-01-01,2016,12,5200188000,2017-01-11,0.06091989854708202
2017-02-01,2017,1,4893518000,2017-02-11,-0.03305847015731245
2017-03-01,2017,2,4025944000,2017-03-11,-0.04993996556515434
2017-04-01,2017,3,4955520000,2017-04-11,0.038610240104424376
2017-05-01,2017,4,4965072000,2017-05-11,0.0393294130354509
2017-06-01,2017,5,5230719000,2017-06-11,0.0752393466239043
2017-07-01,2017,6,5080577000,2017-07-11,0.08258642288225504
2017-08-01,2017,7,5356323000,2017-08-11,0.10985377170051835
2017-09-01,2017,8,5343869000,2017-09-11,0.14066488903005236
2017-10-01,2017,9,5117671000,2017-10-11,0.12516494905651987
2017-11-01,2017,10,5173968000,2017-11-11,0.08775623345571182
2017-12-01,2017,11,5256410000,2017-12-11,0.04569194002700372
2018-01-01,2017,12,5369418000,2018-01-11,0.032543054212655464
2018-02-01,2018,1,5333004000,2018-02-11,0.08980982597795695
2018-03-01,2018,2,4602601000,2018-03-11,0.14323522632207508
2018-04-01,2018,3,4983926000,2018-04-11,0.005732193594214063
2018-05-01,2018,4,5076990000,2018-05-11,0.02254106284863533
2018-06-01,2018,5,5440737000,2018-06-11,0.04015088556659219
2018-07-01,2018,6,5422543000,2018-07-11,0.06730849665303773
2018-08-01,2018,7,5897285000,2018-08-11,0.10099502961266515
2018-09-01,2018,8,5733994000,2018-09-11,0.07300422222176484
2018-10-01,2018,9,5696939000,2018-10-11,0.11318976933061942
2018-11-01,2018,10,6247750000,2018-11-11,0.20753549306837615
2018-12-01,2018,11,6235434000,2018-12-11,0.18625335542699295
2019-01-01,2018,12,6134150000,2019-01-11,0.14242362952558363
2019-02-01,2019,1,6084428000,2019-02-11,0.1409007006182632
2019-03-01,2019,2,5086266000,2019-03-11,0.10508514642046962
2019-04-01,2019,3,6124159000,2019-04-11,0.22878208865861982
2019-05-01,2019,4,6014699000,2019-05-11,0.18469782292263726
2019-06-01,2019,5,6090405000,2019-06-11,0.11940808754402199
2019-07-01,2019,6,6276837000,2019-07-11,0.1575449009809604
2019-08-01,2019,7,6329377000,2019-08-11,0.07326964866035812
2019-09-01,2019,8,6161738000,2019-09-11,0.07459791551926975
2019-10-01,2019,9,5968530000,2019-10-11,0.047673145174979004
2019-11-01,2019,10,6063445000,2019-11-11,-0.029499419791124804
2019-12-01,2019,11,6207031000,2019-12-11,-0.004555095924357433
2020-01-01,2019,12,6607147000,2020-01-11,0.07710880888142602
2020-02-01,2020,1,6587073000,2020-02-11,0.08261170976137766
2020-03-01,2020,2,5012798000,2020-03-11,-0.014444388083517445
2020-04-01,2020,3,6406916000,2020-04-11,0.046170747689601166
