date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,275337000,2015-01-11,
2015-02-01,2015,1,246911000,2015-02-11,
2015-03-01,2015,2,184787000,2015-03-11,
2015-04-01,2015,3,238811000,2015-04-11,
2015-05-01,2015,4,228271000,2015-05-11,
2015-06-01,2015,5,262318000,2015-06-11,
2015-07-01,2015,6,262606000,2015-07-11,
2015-08-01,2015,7,220373000,2015-08-11,
2015-09-01,2015,8,262513000,2015-09-11,
2015-10-01,2015,9,226691000,2015-10-11,
2015-11-01,2015,10,204213000,2015-11-11,
2015-12-01,2015,11,229367000,2015-12-11,
2016-01-01,2015,12,263652000,2016-01-11,-0.04243890214537094
2016-02-01,2016,1,222044000,2016-02-11,-0.10071240244460555
2016-03-01,2016,2,151138000,2016-03-11,-0.18209614312695155
2016-04-01,2016,3,259379000,2016-04-11,0.08612668595667694
2016-05-01,2016,4,233988000,2016-05-11,0.025044793250128095
2016-06-01,2016,5,243694000,2016-06-11,-0.07099779656752492
2016-07-01,2016,6,242240000,2016-07-11,-0.07755344508503237
2016-08-01,2016,7,208749000,2016-08-11,-0.052746933608019186
2016-09-01,2016,8,205976000,2016-09-11,-0.2153683817563321
2016-10-01,2016,9,178463000,2016-10-11,-0.21274774913869543
2016-11-01,2016,10,201308000,2016-11-11,-0.014225343146616498
2016-12-01,2016,11,197622000,2016-12-11,-0.13840264728579088
2017-01-01,2016,12,197820000,2017-01-11,-0.24969277684220104
2017-02-01,2017,1,201717000,2017-02-11,-0.09154491902505812
2017-03-01,2017,2,144244000,2017-03-11,-0.04561394222498638
2017-04-01,2017,3,193115000,2017-04-11,-0.25547172284571995
2017-05-01,2017,4,179595000,2017-05-11,-0.23246063900712854
2017-06-01,2017,5,199754000,2017-06-11,-0.1803080912948205
2017-07-01,2017,6,188438000,2017-07-11,-0.2221020475561427
2017-08-01,2017,7,200429000,2017-08-11,-0.039856478354387326
2017-09-01,2017,8,269609000,2017-09-11,0.30893405056899836
2017-10-01,2017,9,222519000,2017-10-11,0.2468634955144764
2017-11-01,2017,10,189539000,2017-11-11,-0.05846265424126218
2017-12-01,2017,11,191745000,2017-12-11,-0.029738591857181862
2018-01-01,2017,12,238164000,2018-01-11,0.20394297846527154
2018-02-01,2018,1,230609000,2018-02-11,0.14323036729675742
2018-03-01,2018,2,123333000,2018-03-11,-0.1449696347855023
2018-04-01,2018,3,189881000,2018-04-11,-0.016746498200554072
2018-05-01,2018,4,216770000,2018-05-11,0.2069935131824383
2018-06-01,2018,5,257356000,2018-06-11,0.2883646885669373
2018-07-01,2018,6,219913000,2018-07-11,0.16703106592088646
2018-08-01,2018,7,192120000,2018-08-11,-0.04145607671544538
2018-09-01,2018,8,258999000,2018-09-11,-0.03935328568408325
2018-10-01,2018,9,209121000,2018-10-11,-0.06021058875871277
2018-11-01,2018,10,193371000,2018-11-11,0.020217475031523824
2018-12-01,2018,11,187423000,2018-12-11,-0.02254035307309188
2019-01-01,2018,12,198588000,2019-01-11,-0.16617120975462285
