date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,4648410000,2015-01-11,
2015-02-01,2015,1,4624544000,2015-02-11,
2015-03-01,2015,2,3822590000,2015-03-11,
2015-04-01,2015,3,4250746000,2015-04-11,
2015-05-01,2015,4,4255094000,2015-05-11,
2015-06-01,2015,5,4011141000,2015-06-11,
2015-07-01,2015,6,4190025000,2015-07-11,
2015-08-01,2015,7,4397086000,2015-08-11,
2015-09-01,2015,8,4418826000,2015-09-11,
2015-10-01,2015,9,4268164000,2015-10-11,
2015-11-01,2015,10,4419931000,2015-11-11,
2015-12-01,2015,11,4204216000,2015-12-11,
2016-01-01,2015,12,4007765000,2016-01-11,-0.13782024391135894
2016-02-01,2016,1,4037993000,2016-02-11,-0.1268343430184684
2016-03-01,2016,2,3111217000,2016-03-11,-0.18609712263151423
2016-04-01,2016,3,3820834000,2016-04-11,-0.10113801201012718
2016-05-01,2016,4,3830088000,2016-05-11,-0.09988169474046871
2016-06-01,2016,5,3872523000,2016-06-11,-0.03455824664353613
2016-07-01,2016,6,3737463000,2016-07-11,-0.10800937941897726
2016-08-01,2016,7,3815389000,2016-08-11,-0.13229147667341512
2016-09-01,2016,8,4094737000,2016-09-11,-0.07334278380728276
2016-10-01,2016,9,4111217000,2016-10-11,-0.03677154860965981
2016-11-01,2016,10,3864010000,2016-11-11,-0.12577594537109293
2016-12-01,2016,11,3630255000,2016-12-11,-0.1365203405343588
2017-01-01,2016,12,3725155000,2017-01-11,-0.07051561156904163
2017-02-01,2017,1,3651765000,2017-02-11,-0.09564850657244828
2017-03-01,2017,2,3360330000,2017-03-11,0.0800693104981105
2017-04-01,2017,3,3906443000,2017-04-11,0.02240584123780298
2017-05-01,2017,4,3910213000,2017-05-11,0.02091988486948604
2017-06-01,2017,5,4015948000,2017-06-11,0.037036577962222594
2017-07-01,2017,6,3879881000,2017-07-11,0.03810552773365239
2017-08-01,2017,7,3952776000,2017-08-11,0.036008648135222865
2017-09-01,2017,8,4121012000,2017-09-11,0.006416773531486841
2017-10-01,2017,9,4324469000,2017-10-11,0.051870772085248706
2017-11-01,2017,10,4264670000,2017-11-11,0.10369020784107708
2017-12-01,2017,11,4071011000,2017-12-11,0.12141185674284594
2018-01-01,2017,12,3615173000,2018-01-11,-0.029524140606229765
2018-02-01,2018,1,3670359000,2018-02-11,0.005091784383715714
2018-03-01,2018,2,3011177000,2018-03-11,-0.10390437843902234
2018-04-01,2018,3,3784337000,2018-04-11,-0.03125759162491304
2018-05-01,2018,4,4175639000,2018-05-11,0.06788018964695786
2018-06-01,2018,5,4565699000,2018-06-11,0.1368919617485087
2018-07-01,2018,6,4523614000,2018-07-11,0.1659156556605732
2018-08-01,2018,7,5026125000,2018-08-11,0.27154308769330715
2018-09-01,2018,8,5279006000,2018-09-11,0.2809974831424902
2018-10-01,2018,9,5451528000,2018-10-11,0.2606236742591981
2018-11-01,2018,10,5242937000,2018-11-11,0.22938867485643666
2018-12-01,2018,11,4998288000,2018-12-11,0.227775606599933
2019-01-01,2018,12,5105147000,2019-01-11,0.41214459169727147
2019-02-01,2019,1,5118504000,2019-02-11,0.3945513231811928
2019-03-01,2019,2,4616286000,2019-03-11,0.5330503653554739
2019-04-01,2019,3,5211646000,2019-04-11,0.37716223475869093
2019-05-01,2019,4,5520124000,2019-05-11,0.32198305456961207
2019-06-01,2019,5,5590683000,2019-06-11,0.2244966214373747
2019-07-01,2019,6,5193960000,2019-07-11,0.1481881522163473
2019-08-01,2019,7,5413734000,2019-08-11,0.07711885398791307
2019-09-01,2019,8,5567553000,2019-09-11,0.05465934306572118
2019-10-01,2019,9,5614106000,2019-10-11,0.029822464454002606
2019-11-01,2019,10,5635006000,2019-11-11,0.07478041410758896
2019-12-01,2019,11,5484492000,2019-12-11,0.09727410665411829
2020-01-01,2019,12,5406212000,2020-01-11,0.058972836629386016
2020-02-01,2020,1,5619245000,2020-02-11,0.09782956113739494
2020-03-01,2020,2,5459987000,2020-03-11,0.1827661890966028
2020-04-01,2020,3,5811922000,2020-04-11,0.11517973400342241
2020-05-01,2020,4,6544234000,2020-05-11,0.18552300636724817
2020-06-01,2020,5,6212160000,2020-06-11,0.11116298312746409
2020-07-01,2020,6,5853894000,2020-07-11,0.12705796733128483
2020-08-01,2020,7,6743704000,2020-08-11,0.24566593039111262
2020-09-01,2020,8,7283388000,2020-09-11,0.3081847626776073
2020-10-01,2020,9,7974144000,2020-10-11,0.420376458869854
2020-11-01,2020,10,7567730000,2020-11-11,0.3429852603528727
2020-12-01,2020,11,7578960000,2020-12-11,0.38188915217671937
2021-01-01,2020,12,7306153000,2021-01-11,0.35143664362403837
2021-02-01,2021,1,8122309000,2021-02-11,0.445444895177199
2021-03-01,2021,2,8714832000,2021-03-11,0.5961268772251656
2021-04-01,2021,3,9529374000,2021-04-11,0.6396252392926127
2021-05-01,2021,4,11083873000,2021-05-11,0.6936853113748682
2021-06-01,2021,5,11447855000,2021-06-11,0.8428139326739814
2021-07-01,2021,6,11579574000,2021-07-11,0.9780976560217864
2021-08-01,2021,7,12499127000,2021-08-11,0.8534513080645296
2021-09-01,2021,8,12914781000,2021-09-11,0.7731831669547193
2021-10-01,2021,9,12931679000,2021-10-11,0.621701213321455
2021-11-01,2021,10,12591214000,2021-11-11,0.6638032805081577
2021-12-01,2021,11,12066865000,2021-12-11,0.5921531450225361
2022-01-01,2021,12,11884027000,2022-01-11,0.626577899477331
2022-02-01,2022,1,12317273000,2022-02-11,0.5164743178325277
2022-03-01,2022,2,11724693000,2022-03-11,0.3453722343700947
2022-04-01,2022,3,12469719000,2022-04-11,0.30855594501800443
2022-05-01,2022,4,12319563000,2022-05-11,0.11148539865081464
2022-06-01,2022,5,10983507000,2022-06-11,-0.040562009214826666
