date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,3269238000,2015-01-11,
2015-02-01,2015,1,2078550000,2015-02-11,
2015-03-01,2015,2,2750565000,2015-03-11,
2015-04-01,2015,3,3231607000,2015-04-11,
2015-05-01,2015,4,3142981000,2015-05-11,
2015-06-01,2015,5,2812774000,2015-06-11,
2015-07-01,2015,6,2166123000,2015-07-11,
2015-08-01,2015,7,2794827000,2015-08-11,
2015-09-01,2015,8,1076652000,2015-09-11,
2015-10-01,2015,9,1836951000,2015-10-11,
2015-11-01,2015,10,3256625000,2015-11-11,
2015-12-01,2015,11,2185654000,2015-12-11,
2016-01-01,2015,12,3297902000,2016-01-11,0.008767792372412098
2016-02-01,2016,1,1647170000,2016-02-11,-0.20753890933583508
2016-03-01,2016,2,1476499000,2016-03-11,-0.46320156040668004
2016-04-01,2016,3,3380739000,2016-04-11,0.04614793816203511
2016-05-01,2016,4,1686346000,2016-05-11,-0.46345650832760366
2016-06-01,2016,5,2317360000,2016-06-11,-0.17613004102000374
2016-07-01,2016,6,1770071000,2016-07-11,-0.18283910932112346
2016-08-01,2016,7,3691185000,2016-08-11,0.3207203880597975
2016-09-01,2016,8,3014227000,2016-09-11,1.7996297782384651
2016-10-01,2016,9,2045151000,2016-10-11,0.11333998566102199
2016-11-01,2016,10,2072238000,2016-11-11,-0.36368541050934633
2016-12-01,2016,11,2802775000,2016-12-11,0.28235072888938495
2017-01-01,2016,12,2302118000,2017-01-11,-0.30194469089742504
2017-02-01,2017,1,1772350000,2017-02-11,0.0759970130587615
2017-03-01,2017,2,2131880000,2017-03-11,0.44387500431764604
2017-04-01,2017,3,3066182000,2017-04-11,-0.09304385816237215
2017-05-01,2017,4,1505560000,2017-05-11,-0.10720575730010329
2017-06-01,2017,5,2445440000,2017-06-11,0.055269789760762356
2017-07-01,2017,6,3374371000,2017-07-11,0.9063478244657983
2017-08-01,2017,7,3292522000,2017-08-11,-0.10800406915394378
2017-09-01,2017,8,3238924000,2017-09-11,0.07454548048305587
2017-10-01,2017,9,14987073000,2017-10-11,6.328100956848663
2017-11-01,2017,10,14440431000,2017-11-11,5.968519542639407
2017-12-01,2017,11,19965233000,2017-12-11,6.1233805781769854
2018-01-01,2017,12,16130968000,2018-01-11,6.007011803912745
2018-02-01,2018,1,24933000000,2018-02-11,13.067763139334781
2018-03-01,2018,2,12069545000,2018-03-11,4.661456085708389
