date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,2891268000,2015-01-11,
2015-02-01,2015,1,3486475000,2015-02-11,
2015-03-01,2015,2,2683789000,2015-03-11,
2015-04-01,2015,3,3080089000,2015-04-11,
2015-05-01,2015,4,3255160000,2015-05-11,
2015-06-01,2015,5,3269554000,2015-06-11,
2015-07-01,2015,6,3249354000,2015-07-11,
2015-08-01,2015,7,3476188000,2015-08-11,
2015-09-01,2015,8,3346624000,2015-09-11,
2015-10-01,2015,9,3488629000,2015-10-11,
2015-11-01,2015,10,2969639000,2015-11-11,
2015-12-01,2015,11,3106735000,2015-12-11,
2016-01-01,2015,12,3085708000,2016-01-11,0.0672507702502847
2016-02-01,2016,1,3556751000,2016-02-11,0.020156748578435302
2016-03-01,2016,2,2682458000,2016-03-11,-0.0004959406272251332
2016-04-01,2016,3,3320156000,2016-04-11,0.07794157896086773
2016-05-01,2016,4,3194170000,2016-05-11,-0.018736406198159195
2016-06-01,2016,5,3512418000,2016-06-11,0.07428046761117879
2016-07-01,2016,6,3299184000,2016-07-11,0.015335355889201319
2016-08-01,2016,7,3619804000,2016-08-11,0.041314221210130286
2016-09-01,2016,8,3700084000,2016-09-11,0.1056168843586851
2016-10-01,2016,9,3469301000,2016-10-11,-0.005540285309787896
2016-11-01,2016,10,3089682000,2016-11-11,0.04042343193903375
2016-12-01,2016,11,3546346000,2016-12-11,0.1415025742459528
2017-01-01,2016,12,3900734000,2017-01-11,0.26412933433753283
2017-02-01,2017,1,3287814000,2017-02-11,-0.07561310870510751
2017-03-01,2017,2,3170059000,2017-03-11,0.18177395508149607
2017-04-01,2017,3,4039389000,2017-04-11,0.2166262669585406
2017-05-01,2017,4,3631124000,2017-05-11,0.13679735267690818
2017-06-01,2017,5,3791292000,2017-06-11,0.07939658662494042
2017-07-01,2017,6,4110565000,2017-07-11,0.24593384303512633
2017-08-01,2017,7,3974377000,2017-08-11,0.0979536461090158
2017-09-01,2017,8,4162671000,2017-09-11,0.12502067520629256
2017-10-01,2017,9,3986684000,2017-10-11,0.1491317703479751
2017-11-01,2017,10,3708975000,2017-11-11,0.20043907431250196
2017-12-01,2017,11,3850174000,2017-12-11,0.08567353552078671
2018-01-01,2017,12,4083057000,2018-01-11,0.04674069034186901
2018-02-01,2018,1,4663011000,2018-02-11,0.4182709240851217
2018-03-01,2018,2,3527590000,2018-03-11,0.11278370528750403
2018-04-01,2018,3,4244663000,2018-04-11,0.050818081645516155
2018-05-01,2018,4,3968722000,2018-05-11,0.09297341539424164
2018-06-01,2018,5,4247460000,2018-06-11,0.1203199331520759
2018-07-01,2018,6,4176080000,2018-07-11,0.015938198276879145
2018-08-01,2018,7,4524451000,2018-08-11,0.1384050883949861
2018-09-01,2018,8,4520935000,2018-09-11,0.08606589374947005
2018-10-01,2018,9,3297541000,2018-10-11,-0.17286120495128277
2018-11-01,2018,10,3839171000,2018-11-11,0.035102959712589143
2018-12-01,2018,11,4076214000,2018-12-11,0.05870903496828972
2019-01-01,2018,12,4093815000,2019-01-11,0.00263479055031568
2019-02-01,2019,1,4992749000,2019-02-11,0.07071353681130077
2019-03-01,2019,2,3918140000,2019-03-11,0.11071297968301308
2019-04-01,2019,3,4559702000,2019-04-11,0.07422002641905845
2019-05-01,2019,4,4335471000,2019-05-11,0.09240984881279157
2019-06-01,2019,5,4447353000,2019-06-11,0.04706177338927264
2019-07-01,2019,6,4451563000,2019-07-11,0.06596688760751701
2019-08-01,2019,7,4918020000,2019-08-11,0.08698712838309008
2019-09-01,2019,8,4838474000,2019-09-11,0.07023746194094804
2019-10-01,2019,9,4347075000,2019-10-11,0.31827777122407275
2019-11-01,2019,10,4599730000,2019-11-11,0.19810500756543536
2019-12-01,2019,11,4568694000,2019-12-11,0.12081799434475227
2020-01-01,2019,12,4590908000,2020-01-11,0.12142536973458751
2020-02-01,2020,1,4921019000,2020-02-11,-0.014366834783803517
2020-03-01,2020,2,4549640000,2020-03-11,0.16117341391578655
2020-04-01,2020,3,4497324000,2020-04-11,-0.01368027998320942
2020-05-01,2020,4,4962271000,2020-05-11,0.14457483396844317
2020-06-01,2020,5,5074401000,2020-06-11,0.14099353030892758
2020-07-01,2020,6,4936454000,2020-07-11,0.10892601093144139
2020-08-01,2020,7,5076137000,2020-08-11,0.03215054025807129
2020-09-01,2020,8,4484920000,2020-09-11,-0.07307138573029426
2020-10-01,2020,9,4106126000,2020-10-11,-0.055427845160251454
2020-11-01,2020,10,4215588000,2020-11-11,-0.0835140323453768
2020-12-01,2020,11,4903095000,2020-12-11,0.07319400248736296
2021-01-01,2020,12,4519884000,2021-01-11,-0.015470577933602625
2021-02-01,2021,1,4660476000,2021-02-11,-0.05294492868245382
2021-03-01,2021,2,4152637000,2021-03-11,-0.08726031070590201
2021-04-01,2021,3,4878733000,2021-04-11,0.0848079880391095
2021-05-01,2021,4,5041653000,2021-05-11,0.015997111000185305
2021-06-01,2021,5,4560660000,2021-06-11,-0.10124170320792547
2021-07-01,2021,6,4728191000,2021-07-11,-0.04218878571541429
2021-08-01,2021,7,5588087000,2021-08-11,0.10085425196364883
2021-09-01,2021,8,5084919000,2021-09-11,0.1337814275393987
2021-10-01,2021,9,4548690000,2021-10-11,0.10778139784312502
2021-11-01,2021,10,4128641000,2021-11-11,-0.02062511801437905
2021-12-01,2021,11,5260785000,2021-12-11,0.07295188039391443
2022-01-01,2021,12,5240896000,2022-01-11,0.15952002308023827
2022-02-01,2022,1,5036576000,2022-02-11,0.08069991133952836
2022-03-01,2022,2,3835607000,2022-03-11,-0.07634426028569319
2022-04-01,2022,3,4682565000,2022-04-11,-0.040208800112652154
2022-05-01,2022,4,3959417000,2022-05-11,-0.2146589620507401
2022-06-01,2022,5,4989798000,2022-06-11,0.09409559142755652
2022-07-01,2022,6,3178403000,2022-07-11,-0.32777609872359215
2022-08-01,2022,7,6085993000,2022-08-11,0.08910133288905486
2022-09-01,2022,8,4793454000,2022-09-11,-0.05731949712473294
2022-10-01,2022,9,3476930000,2022-10-11,-0.23561948604982974
2022-11-01,2022,10,4416081000,2022-11-11,0.06962097213102325
2022-12-01,2022,11,5177501000,2022-12-11,-0.015831097450285436
2023-01-01,2022,12,5167780000,2023-01-11,-0.01395104959152027
2023-02-01,2023,1,6272447000,2023-02-11,0.24537920206108277
2023-03-01,2023,2,3613646000,2023-03-11,-0.05786854596938629
2023-04-01,2023,3,5919885000,2023-04-11,0.264239791652652
2023-05-01,2023,4,5443236000,2023-05-11,0.3747569402263009
2023-06-01,2023,5,4847725000,2023-06-11,-0.028472695688282368
2023-07-01,2023,6,5215990000,2023-07-11,0.6410725763850589
2023-08-01,2023,7,5597849000,2023-08-11,-0.08020778203326884
2023-09-01,2023,8,5823891000,2023-09-11,0.21496753697855442
2023-10-01,2023,9,5455815000,2023-10-11,0.5691472074502506
2023-11-01,2023,10,6126776000,2023-11-11,0.3873785376672212
2023-12-01,2023,11,6440468000,2023-12-11,0.2439337046965322
2024-01-01,2023,12,5922452000,2024-01-11,0.14603408039815946
2024-02-01,2024,1,6682255000,2024-02-11,0.06533462937191814
2024-03-01,2024,2,4599860000,2024-03-11,0.2729138382675005
2024-04-01,2024,3,6202869000,2024-04-11,0.047802279942938064
2024-05-01,2024,4,5721039000,2024-05-11,0.05103636880708451
2024-06-01,2024,5,6870173000,2024-06-11,0.4171952823231515
2024-07-01,2024,6,6054391000,2024-07-11,0.16073669619765374
2024-08-01,2024,7,7876160000,2024-08-11,0.40699758067786385
2024-09-01,2024,8,7721624000,2024-09-11,0.32585311091845637
2024-10-01,2024,9,6863663000,2024-10-11,0.2580454065982809
2024-11-01,2024,10,5256641000,2024-11-11,-0.1420216766534308
2024-12-01,2024,11,5520754000,2024-12-11,-0.14280235535678465
2025-01-01,2024,12,6760557000,2025-01-11,0.1415131773123699
2025-02-01,2025,1,6579740000,2025-02-11,-0.015341378022838081
2025-03-01,2025,2,7190893000,2025-03-11,0.563285186940472
2025-04-01,2025,3,7660359000,2025-04-11,0.23497030164589972
2025-05-01,2025,4,6796637000,2025-05-11,0.18800745808584773
2025-06-01,2025,5,7421724000,2025-06-11,0.08028196669865517
2025-07-01,2025,6,7472291000,2025-07-11,0.23419366208756576
2025-08-01,2025,7,8364381000,2025-08-11,0.06198718664933156
2025-09-01,2025,8,8248345000,2025-09-11,0.06821375917812111
2025-10-01,2025,9,8015455000,2025-10-11,0.1678101037303259
2025-11-01,2025,10,8153665000,2025-11-11,0.5511169585292204
2025-12-01,2025,11,8094111000,2025-12-11,0.4661241924563202
2026-01-01,2025,12,7774142000,2026-01-11,0.14992625607623755
2026-02-01,2026,1,9245634000,2026-02-11,0.40516707347098824
2026-03-01,2026,2,7478992000,2026-03-11,0.04006442593430326
2026-04-01,2026,3,8441262000,2026-04-11,0.10194078371522797
