date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,8943290000,2015-01-11,
2015-02-01,2015,1,8389936000,2015-02-11,
2015-03-01,2015,2,8239680000,2015-03-11,
2015-04-01,2015,3,8154882000,2015-04-11,
2015-05-01,2015,4,7963822000,2015-05-11,
2015-06-01,2015,5,7732532000,2015-06-11,
2015-07-01,2015,6,7940169000,2015-07-11,
2015-08-01,2015,7,7885232000,2015-08-11,
2015-09-01,2015,8,7515529000,2015-09-11,
2015-10-01,2015,9,7582791000,2015-10-11,
2015-11-01,2015,10,9027478000,2015-11-11,
2015-12-01,2015,11,8435435000,2015-12-11,
2016-01-01,2015,12,8425732000,2016-01-11,-0.057871096654586895
2016-02-01,2016,1,8145148000,2016-02-11,-0.029176384658953336
2016-03-01,2016,2,7680520000,2016-03-11,-0.06786185871295969
2016-04-01,2016,3,7993788000,2016-04-11,-0.019754301778983407
2016-05-01,2016,4,7694128000,2016-05-11,-0.03386489552378247
2016-06-01,2016,5,7767618000,2016-06-11,0.004537452932622754
2016-07-01,2016,6,7605429000,2016-07-11,-0.042157792863099064
2016-08-01,2016,7,7563806000,2016-08-11,-0.040763036521943796
2016-09-01,2016,8,7762987000,2016-09-11,0.032926225153279365
2016-10-01,2016,9,7991815000,2016-10-11,0.0539410884461935
2016-11-01,2016,10,8010546000,2016-11-11,-0.11264851600856851
2016-12-01,2016,11,8005554000,2016-12-11,-0.05096133157329763
2017-01-01,2016,12,8122927000,2017-01-11,-0.03593812383303907
2017-02-01,2017,1,7808009000,2017-02-11,-0.041391390309912124
2017-03-01,2017,2,7316275000,2017-03-11,-0.047424523339565594
2017-04-01,2017,3,7356103000,2017-04-11,-0.07977256839936209
2017-05-01,2017,4,7204194000,2017-05-11,-0.06367635162815066
2017-06-01,2017,5,7431552000,2017-06-11,-0.04326500093078722
2017-07-01,2017,6,7300095000,2017-07-11,-0.0401468477320609
2017-08-01,2017,7,7298301000,2017-08-11,-0.03510203725478944
2017-09-01,2017,8,7506839000,2017-09-11,-0.03299606195398752
2017-10-01,2017,9,8059854000,2017-10-11,0.008513585462125883
2017-11-01,2017,10,8148078000,2017-11-11,0.017168867140891608
2017-12-01,2017,11,8975917000,2017-12-11,0.12121122410766327
2018-01-01,2017,12,7664464000,2018-01-11,-0.05644061555643676
2018-02-01,2018,1,7469674000,2018-02-11,-0.0433317891923537
2018-03-01,2018,2,6911291000,2018-03-11,-0.0553538515159695
2018-04-01,2018,3,7285595000,2018-04-11,-0.009584966387773508
2018-05-01,2018,4,7277474000,2018-05-11,0.010171852673595438
2018-06-01,2018,5,7299407000,2018-06-11,-0.017781615468747347
2018-07-01,2018,6,7043732000,2018-07-11,-0.035117762166108846
2018-08-01,2018,7,7013633000,2018-08-11,-0.03900469438024001
2018-09-01,2018,8,6813069000,2018-09-11,-0.09241839341432523
2018-10-01,2018,9,7231990000,2018-10-11,-0.10271451567236822
2018-11-01,2018,10,7307817000,2018-11-11,-0.10312382871150716
2018-12-01,2018,11,7513163000,2018-12-11,-0.16296429657270672
2019-01-01,2018,12,7468126000,2019-01-11,-0.02561666412680652
2019-02-01,2019,1,7286299000,2019-02-11,-0.024549264131205728
2019-03-01,2019,2,6521560000,2019-03-11,-0.05639047755332538
2019-04-01,2019,3,7011600000,2019-04-11,-0.037607772597845424
2019-05-01,2019,4,6737425000,2019-05-11,-0.07420830359545083
2019-06-01,2019,5,7023273000,2019-06-11,-0.037829648353626566
2019-07-01,2019,6,6664562000,2019-07-11,-0.053830838538433845
2019-08-01,2019,7,6791216000,2019-08-11,-0.03171209557158183
2019-09-01,2019,8,6866012000,2019-09-11,0.007770800501213149
2019-10-01,2019,9,7750011000,2019-10-11,0.0716291090004273
2019-11-01,2019,10,7251410000,2019-11-11,-0.00771872092582504
2019-12-01,2019,11,6842046000,2019-12-11,-0.08932549446884086
2020-01-01,2019,12,7120458000,2020-01-11,-0.04655357984051156
2020-02-01,2020,1,6819232000,2020-02-11,-0.06410209078710605
2020-03-01,2020,2,6229272000,2020-03-11,-0.04481872435429557
2020-04-01,2020,3,6340336000,2020-04-11,-0.09573620856865761
2020-05-01,2020,4,6140824000,2020-05-11,-0.08855029926121627
2020-06-01,2020,5,6370749000,2020-06-11,-0.09290881900788994
2020-07-01,2020,6,6163166000,2020-07-11,-0.07523315110580409
2020-08-01,2020,7,6275774000,2020-08-11,-0.07589833691050318
2020-09-01,2020,8,6395138000,2020-09-11,-0.06858042193925673
2020-10-01,2020,9,5959157000,2020-10-11,-0.23107760750275064
2020-11-01,2020,10,6675780000,2020-11-11,-0.07938180298728115
2020-12-01,2020,11,8006731000,2020-12-11,0.1702246667151901
2021-01-01,2020,12,8124806000,2021-01-11,0.1410510391325952
2021-02-01,2021,1,7417245000,2021-02-11,0.08769506595464116
2021-03-01,2021,2,6842001000,2021-03-11,0.09836285845280157
2021-04-01,2021,3,6576529000,2021-04-11,0.037252442141867625
2021-05-01,2021,4,6359087000,2021-05-11,0.035542949936360424
2021-06-01,2021,5,6457443000,2021-06-11,0.013608133046836501
2021-07-01,2021,6,6681451000,2021-07-11,0.0840939543085486
2021-08-01,2021,7,6717302000,2021-08-11,0.07035434991763556
2021-09-01,2021,8,6520494000,2021-09-11,0.019601766216772898
2021-10-01,2021,9,7465866000,2021-10-11,0.2528392858251596
2021-11-01,2021,10,8139223000,2021-11-11,0.21921678066083672
2021-12-01,2021,11,8051434000,2021-12-11,0.0055831774540695545
2022-01-01,2021,12,8091933000,2022-01-11,-0.004046004298441042
2022-02-01,2022,1,8040723000,2022-02-11,0.0840578948113484
2022-03-01,2022,2,6754911000,2022-03-11,-0.012728732427838008
2022-04-01,2022,3,7108391000,2022-04-11,0.08087275217671808
2022-05-01,2022,4,6875729000,2022-05-11,0.08124468182303524
2022-06-01,2022,5,6983653000,2022-06-11,0.08148891132294933
2022-07-01,2022,6,6864173000,2022-07-11,0.027347652478481033
2022-08-01,2022,7,6797046000,2022-08-11,0.011871432905651735
2022-09-01,2022,8,6918720000,2022-09-11,0.06107298005335182
2022-10-01,2022,9,8439197000,2022-10-11,0.13037081029849729
2022-11-01,2022,10,8272188000,2022-11-11,0.016336325961335607
2022-12-01,2022,11,7972064000,2022-12-11,-0.009857871281066188
2023-01-01,2022,12,8124570000,2023-01-11,0.00403327610349713
2023-02-01,2023,1,7809718000,2023-02-11,-0.028729381673762378
2023-03-01,2023,2,7161963000,2023-03-11,0.06026015738771395
2023-04-01,2023,3,7333671000,2023-04-11,0.03169212273213451
2023-05-01,2023,4,7149915000,2023-05-11,0.03987737154852966
2023-06-01,2023,5,7334613000,2023-06-11,0.05025450147651944
2023-07-01,2023,6,7214258000,2023-07-11,0.05100177399374983
2023-08-01,2023,7,7191825000,2023-08-11,0.05808096634920523
2023-09-01,2023,8,7448869000,2023-09-11,0.07662530063364326
2023-10-01,2023,9,8579190000,2023-10-11,0.016588426600303352
2023-11-01,2023,10,8923135000,2023-11-11,0.07869103071641992
2023-12-01,2023,11,8845453000,2023-12-11,0.10955619523375626
2024-01-01,2023,12,8697807000,2024-01-11,0.07055598019341325
2024-02-01,2024,1,8938538000,2024-02-11,0.14454043026905716
2024-03-01,2024,2,8490707000,2024-03-11,0.1855279062458155
2024-04-01,2024,3,8316839000,2024-04-11,0.13406219068185643
2024-05-01,2024,4,8116711000,2024-05-11,0.13521783126093112
2024-06-01,2024,5,8325379000,2024-06-11,0.13508088293138298
2024-07-01,2024,6,8527940000,2024-07-11,0.1820952341876323
2024-08-01,2024,7,7894640000,2024-08-11,0.09772415207544682
2024-09-01,2024,8,7723411000,2024-09-11,0.036856870485975746
2024-10-01,2024,9,9121101000,2024-10-11,0.06316575341028696
2024-11-01,2024,10,9843541000,2024-11-11,0.10314827692285289
2024-12-01,2024,11,9332208000,2024-12-11,0.0550288379803725
2025-01-01,2024,12,9991538000,2025-01-11,0.14874220593765752
2025-02-01,2025,1,8658501000,2025-02-11,-0.031329172623084434
2025-03-01,2025,2,8568811000,2025-03-11,0.009198762835650687
2025-04-01,2025,3,8814995000,2025-04-11,0.05989727587608695
2025-05-01,2025,4,8568124000,2025-05-11,0.05561526091048452
2025-06-01,2025,5,8355109000,2025-06-11,0.003571008599128067
