date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,18751806000,2015-01-11,
2015-02-01,2015,1,22349388000,2015-02-11,
2015-03-01,2015,2,14357811000,2015-03-11,
2015-04-01,2015,3,17503743000,2015-04-11,
2015-05-01,2015,4,16117523000,2015-05-11,
2015-06-01,2015,5,14647723000,2015-06-11,
2015-07-01,2015,6,15284186000,2015-07-11,
2015-08-01,2015,7,16015110000,2015-08-11,
2015-09-01,2015,8,14887271000,2015-09-11,
2015-10-01,2015,9,17455895000,2015-10-11,
2015-11-01,2015,10,20097105000,2015-11-11,
2015-12-01,2015,11,18583052000,2015-12-11,
2016-01-01,2015,12,28319018000,2016-01-11,0.5102021639942307
2016-02-01,2016,1,25493302000,2016-02-11,0.14067114499958566
2016-03-01,2016,2,22764917000,2016-03-11,0.5855423225727097
2016-04-01,2016,3,27304338000,2016-04-11,0.5599142423423378
2016-05-01,2016,4,24744388000,2016-05-11,0.5352475687486222
2016-06-01,2016,5,24686019000,2016-06-11,0.6853144341956767
2016-07-01,2016,6,25953541000,2016-07-11,0.6980649803659809
2016-08-01,2016,7,29739754000,2016-08-11,0.8569809386260849
2016-09-01,2016,8,27929478000,2016-09-11,0.8760643236762466
2016-10-01,2016,9,26996432000,2016-10-11,0.5465510075536086
2016-11-01,2016,10,24763594000,2016-11-11,0.23219707515087373
2016-12-01,2016,11,27596680000,2016-12-11,0.48504562113908944
2017-01-01,2016,12,31724010000,2017-01-11,0.1202369375943757
2017-02-01,2017,1,38258908000,2017-02-11,0.5007435286335211
2017-03-01,2017,2,27382541000,2017-03-11,0.2028394832276348
2017-04-01,2017,3,28193966000,2017-04-11,0.03258192892279599
2017-05-01,2017,4,24172851000,2017-05-11,-0.023097641372257782
2017-06-01,2017,5,24631757000,2017-06-11,-0.002198086293298207
2017-07-01,2017,6,26994935000,2017-07-11,0.0401253146921261
2017-08-01,2017,7,28853834000,2017-08-11,-0.029789082989724824
2017-09-01,2017,8,29562030000,2017-09-11,0.05845264992063215
2017-10-01,2017,9,30271771000,2017-10-11,0.1213248847106907
2017-11-01,2017,10,27481844000,2017-11-11,0.10976799248122071
2017-12-01,2017,11,30344751000,2017-12-11,0.09957976829096826
2018-01-01,2017,12,33614468000,2018-01-11,0.05959076421927745
2018-02-01,2018,1,32448749000,2018-02-11,-0.15186421421123675
2018-03-01,2018,2,19883944000,2018-03-11,-0.27384591517638923
2018-04-01,2018,3,23776802000,2018-04-11,-0.15667054432852756
2018-05-01,2018,4,21909860000,2018-05-11,-0.09361704997064679
2018-06-01,2018,5,23499850000,2018-06-11,-0.04595315713775516
2018-07-01,2018,6,23597474000,2018-07-11,-0.12585549844813482
2018-08-01,2018,7,27956919000,2018-08-11,-0.031084777156477728
2018-09-01,2018,8,29688691000,2018-09-11,0.004284583974781153
2018-10-01,2018,9,26617073000,2018-10-11,-0.12072957343658552
2018-11-01,2018,10,24216509000,2018-11-11,-0.11881790028354722
2018-12-01,2018,11,28544497000,2018-12-11,-0.059326702005233156
2019-01-01,2018,12,32210898000,2019-01-11,-0.041754937189545926
2019-02-01,2019,1,32232285000,2019-02-11,-0.006670950550358712
2019-03-01,2019,2,24237554000,2019-03-11,0.21895102903126262
2019-04-01,2019,3,23930085000,2019-04-11,0.006446745865991588
2019-05-01,2019,4,21299701000,2019-05-11,-0.027848603322887522
2019-06-01,2019,5,16811770000,2019-06-11,-0.2846009655380779
2019-07-01,2019,6,10267443000,2019-07-11,-0.5648922846572476
2019-08-01,2019,7,24794809000,2019-08-11,-0.11310652650959141
2019-09-01,2019,8,23403601000,2019-09-11,-0.21169980178647818
2019-10-01,2019,9,21417431000,2019-10-11,-0.19534987938005055
2019-11-01,2019,10,21433421000,2019-11-11,-0.11492523550772737
2019-12-01,2019,11,22270811000,2019-12-11,-0.21978618155366336
2020-01-01,2019,12,22618828000,2020-01-11,-0.29778958661754784
2020-02-01,2020,1,27536085000,2020-02-11,-0.14569863725143906
2020-03-01,2020,2,22321250000,2020-03-11,-0.07906342364415153
2020-04-01,2020,3,12994918000,2020-04-11,-0.4569631491070759
2020-05-01,2020,4,18726088000,2020-05-11,-0.12082859754697961
2020-06-01,2020,5,14109423000,2020-06-11,-0.16074137345443107
2020-07-01,2020,6,14887451000,2020-07-11,0.4499667541373251
