date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,16603467000,2015-01-11,
2015-02-01,2015,1,16977147000,2015-02-11,
2015-03-01,2015,2,12561055000,2015-03-11,
2015-04-01,2015,3,18158909000,2015-04-11,
2015-05-01,2015,4,18026497000,2015-05-11,
2015-06-01,2015,5,16803700000,2015-06-11,
2015-07-01,2015,6,16177168000,2015-07-11,
2015-08-01,2015,7,15886838000,2015-08-11,
2015-09-01,2015,8,15089132000,2015-09-11,
2015-10-01,2015,9,16019259000,2015-10-11,
2015-11-01,2015,10,16590594000,2015-11-11,
2015-12-01,2015,11,14403782000,2015-12-11,
2016-01-01,2015,12,14851313000,2016-01-11,-0.10552940539466849
2016-02-01,2016,1,14158452000,2016-02-11,-0.16602877974726848
2016-03-01,2016,2,11162684000,2016-03-11,-0.11132591967792516
2016-04-01,2016,3,17461233000,2016-04-11,-0.03842059013567389
2016-05-01,2016,4,15203195000,2016-05-11,-0.15661955842003028
2016-06-01,2016,5,14891679000,2016-06-11,-0.11378571386063785
2016-07-01,2016,6,14704159000,2016-07-11,-0.0910548125605174
2016-08-01,2016,7,14818717000,2016-08-11,-0.06723307684008606
2016-09-01,2016,8,14230738000,2016-09-11,-0.05688822922352321
2016-10-01,2016,9,13095242000,2016-10-11,-0.18253135179348812
2016-11-01,2016,10,15132776000,2016-11-11,-0.08787015100242945
2016-12-01,2016,11,17420621000,2016-12-11,0.2094476992223293
2017-01-01,2016,12,17893695000,2017-01-11,0.20485609588862608
2017-02-01,2017,1,14807514000,2017-02-11,0.04584272348417762
2017-03-01,2017,2,14967527000,2017-03-11,0.34085377674401607
2017-04-01,2017,3,18020955000,2017-04-11,0.0320551246295151
2017-05-01,2017,4,16546119000,2017-05-11,0.08833169606783309
2017-06-01,2017,5,17871121000,2017-06-11,0.20007428309460606
2017-07-01,2017,6,17948278000,2017-07-11,0.2206259467134435
2017-08-01,2017,7,16975872000,2017-08-11,0.14556961982606187
2017-09-01,2017,8,18909653000,2017-09-11,0.328789343180937
2017-10-01,2017,9,17594800000,2017-10-11,0.3436025084530703
2017-11-01,2017,10,16581143000,2017-11-11,0.09571059533293824
2017-12-01,2017,11,18616550000,2017-12-11,0.06865019335418632
2018-01-01,2017,12,17870221000,2018-01-11,-0.0013118587301281792
2018-02-01,2018,1,19156751000,2018-02-11,0.29371824331889873
2018-03-01,2018,2,14112249000,2018-03-11,-0.05714223866106938
2018-04-01,2018,3,20898368000,2018-04-11,0.15967039482646728
2018-05-01,2018,4,19555897000,2018-05-11,0.1819023542620477
2018-06-01,2018,5,22361241000,2018-06-11,0.25125004749282365
2018-07-01,2018,6,20558945000,2018-07-11,0.14545501245300518
2018-08-01,2018,7,19496181000,2018-08-11,0.1484641849325914
