date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,13934603000,2015-01-11,
2015-02-01,2015,1,16575398000,2015-02-11,
2015-03-01,2015,2,11379738000,2015-03-11,
2015-04-01,2015,3,15521128000,2015-04-11,
2015-05-01,2015,4,12526689000,2015-05-11,
2015-06-01,2015,5,13565457000,2015-06-11,
2015-07-01,2015,6,15942265000,2015-07-11,
2015-08-01,2015,7,15575363000,2015-08-11,
2015-09-01,2015,8,8142542000,2015-09-11,
2015-10-01,2015,9,9783882000,2015-10-11,
2015-11-01,2015,10,14394617000,2015-11-11,
2015-12-01,2015,11,14648718000,2015-12-11,
2016-01-01,2015,12,12541210000,2016-01-11,-0.09999517029656313
2016-02-01,2016,1,17377974000,2016-02-11,0.04841971215412144
2016-03-01,2016,2,9318545000,2016-03-11,-0.18112833529207795
2016-04-01,2016,3,13480395000,2016-04-11,-0.13148097225923272
2016-05-01,2016,4,16509466000,2016-05-11,0.31794331287381694
2016-06-01,2016,5,13557331000,2016-06-11,-0.0005990214704892916
2016-07-01,2016,6,17226896000,2016-07-11,0.08058020613758465
2016-08-01,2016,7,16577484000,2016-08-11,0.06434013769053082
2016-09-01,2016,8,10960810000,2016-09-11,0.34611648303441367
2016-10-01,2016,9,11974568000,2016-10-11,0.22390764729173962
2016-11-01,2016,10,16492154000,2016-11-11,0.14571676342621687
2016-12-01,2016,11,15565287000,2016-12-11,0.06256991226126418
2017-01-01,2016,12,13539350000,2017-01-11,0.07958881160589759
2017-02-01,2017,1,18476452000,2017-02-11,0.0632109358662869
2017-03-01,2017,2,12880807000,2017-03-11,0.38227663224248
2017-04-01,2017,3,15734332000,2017-04-11,0.1672011094630388
2017-05-01,2017,4,13674732000,2017-05-11,-0.1717035547969874
2017-06-01,2017,5,12980915000,2017-06-11,-0.04251692313184652
2017-07-01,2017,6,16078126000,2017-07-11,-0.06668467726281047
2017-08-01,2017,7,15553608000,2017-08-11,-0.06176305161868956
2017-09-01,2017,8,12068435000,2017-09-11,0.10105320683416652
2017-10-01,2017,9,11745754000,2017-10-11,-0.019108330254586248
2017-11-01,2017,10,15380645000,2017-11-11,-0.06739622974658133
2017-12-01,2017,11,17012905000,2017-12-11,0.09300297514591294
2018-01-01,2017,12,15774416000,2018-01-11,0.1650792689457028
2018-02-01,2018,1,17433137000,2018-02-11,-0.05646728062292483
2018-03-01,2018,2,11611313000,2018-03-11,-0.09855702363990082
2018-04-01,2018,3,17386410000,2018-04-11,0.10499829290496732
2018-05-01,2018,4,14139052000,2018-05-11,0.03395459596575634
2018-06-01,2018,5,16919108000,2018-06-11,0.3033833131177579
2018-07-01,2018,6,16370397000,2018-07-11,0.018178175740132918
2018-08-01,2018,7,16976457000,2018-08-11,0.09148031762148046
2018-09-01,2018,8,13511389000,2018-09-11,0.11956430141936392
2018-10-01,2018,9,11820625000,2018-10-11,0.006374303429137029
2018-11-01,2018,10,15956070000,2018-11-11,0.03741228017420606
2018-12-01,2018,11,16520650000,2018-12-11,-0.028934211999655512
2019-01-01,2018,12,15912136000,2019-01-11,0.00873059262542597
2019-02-01,2019,1,17207809000,2019-02-11,-0.01292526984672926
2019-03-01,2019,2,9332395000,2019-03-11,-0.19626703715591853
2019-04-01,2019,3,15908022000,2019-04-11,-0.08503123991669359
2019-05-01,2019,4,19485398000,2019-05-11,0.37812619969146444
2019-06-01,2019,5,18007617000,2019-06-11,0.06433607492782722
2019-07-01,2019,6,17834356000,2019-07-11,0.08942721425754052
2019-08-01,2019,7,21258922000,2019-08-11,0.25225905499598644
2019-09-01,2019,8,14327801000,2019-09-11,0.06042398749677025
2019-10-01,2019,9,17547711000,2019-10-11,0.48449942367683607
2019-11-01,2019,10,19544582000,2019-11-11,0.22489948966130124
2019-12-01,2019,11,21470096000,2019-12-11,0.299591480964732
