date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,54414752000,2015-01-11,
2015-02-01,2015,1,49559651000,2015-02-11,
2015-03-01,2015,2,51006218000,2015-03-11,
2015-04-01,2015,3,54468687000,2015-04-11,
2015-05-01,2015,4,54953926000,2015-05-11,
2015-06-01,2015,5,66017906000,2015-06-11,
2015-07-01,2015,6,63003809000,2015-07-11,
2015-08-01,2015,7,47781323000,2015-08-11,
2015-09-01,2015,8,46314992000,2015-09-11,
2015-10-01,2015,9,46111054000,2015-10-11,
2015-11-01,2015,10,53568775000,2015-11-11,
2015-12-01,2015,11,47354085000,2015-12-11,
2016-01-01,2015,12,49373427000,2016-01-11,-0.09264629194671326
2016-02-01,2016,1,42055793000,2016-02-11,-0.15141063039366442
2016-03-01,2016,2,39826235000,2016-03-11,-0.21918862911968895
2016-04-01,2016,3,42589650000,2016-04-11,-0.21808928495008517
2016-05-01,2016,4,42696639000,2016-05-11,-0.223046611810774
2016-06-01,2016,5,49440708000,2016-06-11,-0.25110154205739277
2016-07-01,2016,6,48814647000,2016-07-11,-0.22521117731151774
2016-08-01,2016,7,45882712000,2016-08-11,-0.03973542130677299
2016-09-01,2016,8,41696972000,2016-09-11,-0.09970896680711938
2016-10-01,2016,9,40871545000,2016-10-11,-0.11362804675859284
2016-11-01,2016,10,48114908000,2016-11-11,-0.101810560349756
2016-12-01,2016,11,47800956000,2016-12-11,0.009436799380665883
2017-01-01,2016,12,56370648000,2017-01-11,0.14172038331469272
2017-02-01,2017,1,60553907000,2017-02-11,0.439846990877095
2017-03-01,2017,2,53140401000,2017-03-11,0.33430641887188184
2017-04-01,2017,3,50791682000,2017-04-11,0.1925827519127299
2017-05-01,2017,4,42273723000,2017-05-11,-0.00990513562437545
2017-06-01,2017,5,50388317000,2017-06-11,0.019166574232715172
2017-07-01,2017,6,46255292000,2017-07-11,-0.052430062640829944
2017-08-01,2017,7,47903190000,2017-08-11,0.04403571436666609
2017-09-01,2017,8,53421263000,2017-09-11,0.2811784750221191
2017-10-01,2017,9,52133874000,2017-10-11,0.27555427620854567
2017-11-01,2017,10,52409772000,2017-11-11,0.08926264599736955
2017-12-01,2017,11,54418165000,2017-12-11,0.13843256607671184
2018-01-01,2017,12,60418306000,2018-01-11,0.07180435463505752
2018-02-01,2018,1,69424133000,2018-02-11,0.14648478421053812
2018-03-01,2018,2,58617104000,2018-03-11,0.10306100249412875
2018-04-01,2018,3,54035713000,2018-04-11,0.0638693359278788
2018-05-01,2018,4,59178326000,2018-05-11,0.3998844151956997
2018-06-01,2018,5,66256804000,2018-06-11,0.3149239336570817
2018-07-01,2018,6,66892410000,2018-07-11,0.44615690675998754
2018-08-01,2018,7,62720871000,2018-08-11,0.30932555848577103
2018-09-01,2018,8,69869513000,2018-09-11,0.3078970633846676
2018-10-01,2018,9,68528682000,2018-10-11,0.3144751529495007
2018-11-01,2018,10,68259615000,2018-11-11,0.3024215216963737
2018-12-01,2018,11,64018918000,2018-12-11,0.17642551894206648
2019-01-01,2018,12,59744629000,2019-01-11,-0.011150213314487845
2019-02-01,2019,1,61842192000,2019-02-11,-0.10921189321874569
2019-03-01,2019,2,52428849000,2019-03-11,-0.10557080745578973
2019-04-01,2019,3,54845592000,2019-04-11,0.014987847018878009
2019-05-01,2019,4,52533769000,2019-05-11,-0.11228024598059771
2019-06-01,2019,5,58243339000,2019-06-11,-0.12094554092889842
2019-07-01,2019,6,55346103000,2019-07-11,-0.17261012123797004
2019-08-01,2019,7,57066367000,2019-08-11,-0.09015346741597385
2019-09-01,2019,8,53480947000,2019-09-11,-0.23455961400503822
2019-10-01,2019,9,49464674000,2019-10-11,-0.278190203628898
2019-11-01,2019,10,51596141000,2019-11-11,-0.24411907392094134
2019-12-01,2019,11,46305696000,2019-12-11,-0.2766873067114317
2020-01-01,2019,12,52851687000,2020-01-11,-0.1153734170815589
2020-02-01,2020,1,58111986000,2020-02-11,-0.0603181400814512
2020-03-01,2020,2,45676980000,2020-03-11,-0.12878156070143754
2020-04-01,2020,3,33742391000,2020-04-11,-0.3847747873703323
2020-05-01,2020,4,22152848000,2020-05-11,-0.5783122280832353
2020-06-01,2020,5,25685582000,2020-06-11,-0.5589953728442664
2020-07-01,2020,6,32091100000,2020-07-11,-0.42017417197377027
2020-08-01,2020,7,33532841000,2020-08-11,-0.4123887192608564
2020-09-01,2020,8,30169512000,2020-09-11,-0.4358829883846298
2020-10-01,2020,9,30249278000,2020-10-11,-0.3884670502427652
2020-11-01,2020,10,29630211000,2020-11-11,-0.42572815668520636
2020-12-01,2020,11,33672330000,2020-12-11,-0.2728253128945519
2021-01-01,2020,12,40566384000,2021-01-11,-0.2324486444491356
2021-02-01,2021,1,42237786000,2021-02-11,-0.2731656770429426
2021-03-01,2021,2,41372672000,2021-03-11,-0.09423363803824159
2021-04-01,2021,3,46689208000,2021-04-11,0.3836958975432416
2021-05-01,2021,4,46553948000,2021-05-11,1.1014881698280963
2021-06-01,2021,5,52926645000,2021-06-11,1.0605585265694972
2021-07-01,2021,6,45492052000,2021-07-11,0.41759092084721305
2021-08-01,2021,7,53822091000,2021-08-11,0.6050561000781294
2021-09-01,2021,8,53503614000,2021-09-11,0.7734331930857881
2021-10-01,2021,9,56679642000,2021-10-11,0.8737518958303732
2021-11-01,2021,10,60474371000,2021-11-11,1.0409699748678807
2021-12-01,2021,11,59368112000,2021-12-11,0.7631126803520873
2022-01-01,2021,12,60941695000,2022-01-11,0.5022708210818101
2022-02-01,2022,1,64423430000,2022-02-11,0.5252558455597081
2022-03-01,2022,2,52347498000,2022-03-11,0.2652675176502983
2022-04-01,2022,3,68780496000,2022-04-11,0.4731561948962595
2022-05-01,2022,4,65350494000,2022-05-11,0.4037583665299449
2022-06-01,2022,5,85486875000,2022-06-11,0.6151954275582743
2022-07-01,2022,6,88448405000,2022-07-11,0.9442606150190807
2022-08-01,2022,7,76588503000,2022-08-11,0.4229938223693315
2022-09-01,2022,8,82746460000,2022-09-11,0.5465583315549487
2022-10-01,2022,9,69729663000,2022-10-11,0.2302417682878095
2022-11-01,2022,10,69805243000,2022-11-11,0.15429465153097666
2022-12-01,2022,11,62084809000,2022-12-11,0.04576020541128201
2023-01-01,2022,12,62256273000,2023-01-11,0.021571077076211864
2023-02-01,2023,1,60935919000,2023-02-11,-0.05413420241672939
2023-03-01,2023,2,63164473000,2023-03-11,0.20663786070539603
2023-04-01,2023,3,60541892000,2023-04-11,-0.11978110771402406
2023-05-01,2023,4,48061618000,2023-05-11,-0.26455616387536407
2023-06-01,2023,5,57522533000,2023-06-11,-0.32711854305119936
2023-07-01,2023,6,53813099000,2023-07-11,-0.39158768323747617
2023-08-01,2023,7,53433838000,2023-08-11,-0.30232559839954043
2023-09-01,2023,8,68847975000,2023-09-11,-0.16796470809748232
2023-10-01,2023,9,70376594000,2023-10-11,0.009277701514203596
