date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-02-01,2015,1,58049000,2015-02-11,
2015-03-01,2015,2,67566000,2015-03-11,
2015-04-01,2015,3,84468000,2015-04-11,
2015-05-01,2015,4,94403000,2015-05-11,
2015-06-01,2015,5,136953000,2015-06-11,
2015-07-01,2015,6,116313000,2015-07-11,
2019-09-01,2019,8,267824000,2019-09-11,
2019-10-01,2019,9,208328000,2019-10-11,
2019-11-01,2019,10,270888000,2019-11-11,
2019-12-01,2019,11,241154000,2019-12-11,
2020-01-01,2019,12,179806000,2020-01-11,
2020-02-01,2020,1,186415000,2020-02-11,
2020-03-01,2020,2,138078000,2020-03-11,
2020-04-01,2020,3,274375000,2020-04-11,
2020-05-01,2020,4,296364000,2020-05-11,
2020-06-01,2020,5,307914000,2020-06-11,
2020-07-01,2020,6,257634000,2020-07-11,
2020-08-01,2020,7,331729000,2020-08-11,
2020-09-01,2020,8,279606000,2020-09-11,0.04399157655773944
2020-10-01,2020,9,215369000,2020-10-11,0.033797665220229645
2020-11-01,2020,10,240231000,2020-11-11,-0.11317223354301409
2020-12-01,2020,11,208678000,2020-12-11,-0.13466913258747526
2021-01-01,2020,12,173428000,2021-01-11,-0.035471563796536265
2021-02-01,2021,1,199088000,2021-02-11,0.0679827267119062
2021-03-01,2021,2,143488000,2021-03-11,0.039180752907776784
2021-04-01,2021,3,203940000,2021-04-11,-0.25671070615034164
2021-05-01,2021,4,185151000,2021-05-11,-0.37525812851763374
2021-06-01,2021,5,217915000,2021-06-11,-0.2922861578232884
2021-07-01,2021,6,238668000,2021-07-11,-0.07361605999208176
2021-08-01,2021,7,231358000,2021-08-11,-0.30256926587666444
2021-09-01,2021,8,278057000,2021-09-11,-0.005539938341809547
2021-10-01,2021,9,245154000,2021-10-11,0.1382975265706763
2021-11-01,2021,10,329396000,2021-11-11,0.37116358837951813
2021-12-01,2021,11,338367000,2021-12-11,0.621479025100873
2022-01-01,2021,12,276714000,2022-01-11,0.5955555043014968
2022-02-01,2022,1,314261000,2022-02-11,0.5785029735594309
2022-03-01,2022,2,230796000,2022-03-11,0.6084690008920606
2022-04-01,2022,3,255762000,2022-04-11,0.2541041482789055
2022-05-01,2022,4,224905000,2022-05-11,0.21471123569410921
2022-06-01,2022,5,272683000,2022-06-11,0.25132735240804904
2022-07-01,2022,6,559576000,2022-07-11,1.3445790805637956
2022-08-01,2022,7,423518000,2022-08-11,0.8305742615340728
2022-09-01,2022,8,507176000,2022-09-11,0.8240001150843173
2022-10-01,2022,9,624335000,2022-10-11,1.5467053362376304
2022-11-01,2022,10,566094000,2022-11-11,0.7185818892761295
2022-12-01,2022,11,665637000,2022-12-11,0.9672042486412682
2023-01-01,2022,12,477430000,2023-01-11,0.7253554211207238
2023-02-01,2023,1,426031000,2023-02-11,0.3556597859740789
2023-03-01,2023,2,320221000,2023-03-11,0.3874633875803739
2023-04-01,2023,3,261952000,2023-04-11,0.024202187971629874
2023-05-01,2023,4,246049000,2023-05-11,0.09401302772281639
2023-06-01,2023,5,390532000,2023-06-11,0.4321831577326052
2023-07-01,2023,6,380027000,2023-07-11,-0.32086615580367994
2023-08-01,2023,7,264586000,2023-08-11,-0.37526622245099384
2023-09-01,2023,8,342597000,2023-09-11,-0.3245007650204268
2023-10-01,2023,9,377045000,2023-10-11,-0.3960854349027365
2023-11-01,2023,10,256178000,2023-11-11,-0.5474638487600999
2023-12-01,2023,11,244877000,2023-12-11,-0.632116303630958
2024-01-01,2023,12,171954000,2024-01-11,-0.6398341118069665
2024-02-01,2024,1,367704000,2024-02-11,-0.13690787759576184
2024-03-01,2024,2,312333000,2024-03-11,-0.024632987842771126
2024-04-01,2024,3,393041000,2024-04-11,0.5004313767407769
2024-05-01,2024,4,469820000,2024-05-11,0.9094570593662239
2024-06-01,2024,5,355932000,2024-06-11,-0.0885970931959481
2024-07-01,2024,6,429914000,2024-07-11,0.13127225170843126
2024-08-01,2024,7,593965000,2024-08-11,1.2448844610070071
2024-09-01,2024,8,625010000,2024-09-11,0.8243300437540317
2024-10-01,2024,9,711340000,2024-10-11,0.8866183081595036
2024-11-01,2024,10,648059000,2024-11-11,1.5297215217544053
2024-12-01,2024,11,435611000,2024-12-11,0.7788971606153294
2025-01-01,2024,12,455367000,2025-01-11,1.648190795212673
2025-02-01,2025,1,668037000,2025-02-11,0.8167792572286405
2025-03-01,2025,2,907369000,2025-03-11,1.9051333032372502
2025-04-01,2025,3,721901000,2025-04-11,0.836706603127918
2025-05-01,2025,4,657442000,2025-05-11,0.3993486867310885
2025-06-01,2025,5,488403000,2025-06-11,0.37218064124608063
2025-07-01,2025,6,376444000,2025-07-11,-0.12437371195169267
2025-08-01,2025,7,626187000,2025-08-11,0.054248987734967447
2025-09-01,2025,8,511648000,2025-09-11,-0.18137629797923238
2025-10-01,2025,9,666094000,2025-10-11,-0.06360671408890262
2025-11-01,2025,10,680416000,2025-11-11,0.04992909596194184
2025-12-01,2025,11,625256000,2025-12-11,0.4353540199857211
2026-01-01,2025,12,927982000,2026-01-11,1.0378771408556178
2026-02-01,2026,1,885983000,2026-02-11,0.3262483964211562
2026-03-01,2026,2,872646000,2026-03-11,-0.0382677830077951
2026-04-01,2026,3,1221786000,2026-04-11,0.6924564448587827
