date,revenue_year,revenue_month,revenue,announcement_date,revenue_growth_yoy_pct
2015-01-01,2014,12,34768571000,2015-01-11,
2015-02-01,2015,1,42934428000,2015-02-11,
2015-03-01,2015,2,27268685000,2015-03-11,
2015-04-01,2015,3,17730511000,2015-04-11,
2015-05-01,2015,4,32564656000,2015-05-11,
2015-06-01,2015,5,28890549000,2015-06-11,
2015-07-01,2015,6,38837813000,2015-07-11,
2015-08-01,2015,7,47776689000,2015-08-11,
2015-09-01,2015,8,40839266000,2015-09-11,
2015-10-01,2015,9,41734756000,2015-10-11,
2015-11-01,2015,10,37492732000,2015-11-11,
2015-12-01,2015,11,34998387000,2015-12-11,
2016-01-01,2015,12,39200037000,2016-01-11,0.12745608670543285
2016-02-01,2016,1,46104351000,2016-02-11,0.07383172776868019
2016-03-01,2016,2,29538472000,2016-03-11,0.08323786057156779
2016-04-01,2016,3,33191462000,2016-04-11,0.871996921013726
2016-05-01,2016,4,37946686000,2016-05-11,0.16527212816250847
2016-06-01,2016,5,40411131000,2016-06-11,0.3987664616549862
2016-07-01,2016,6,40609008000,2016-07-11,0.045604910863544346
2016-08-01,2016,7,41473049000,2016-08-11,-0.1319396578528077
2016-09-01,2016,8,37627354000,2016-09-11,-0.07864764268779956
2016-10-01,2016,9,32841664000,2016-10-11,-0.21308599480011337
2016-11-01,2016,10,30988257000,2016-11-11,-0.17348629062293996
2016-12-01,2016,11,30683881000,2016-12-11,-0.1232772813215649
2017-01-01,2016,12,37217407000,2017-01-11,-0.05057724817963816
2017-02-01,2017,1,45313514000,2017-02-11,-0.017153196669008497
2017-03-01,2017,2,25533571000,2017-03-11,-0.13558253791868446
2017-04-01,2017,3,41887676000,2017-04-11,0.2620015352140861
2017-05-01,2017,4,31531817000,2017-05-11,-0.16904951857983064
2017-06-01,2017,5,29511914000,2017-06-11,-0.26970828903551347
2017-07-01,2017,6,35249512000,2017-07-11,-0.13197800842611074
2017-08-01,2017,7,45511544000,2017-08-11,0.0973763708571318
2017-09-01,2017,8,31527565000,2017-09-11,-0.16211049546561263
2017-10-01,2017,9,31981133000,2017-10-11,-0.026202417758125818
2017-11-01,2017,10,26758450000,2017-11-11,-0.1364970930762579
2017-12-01,2017,11,26710617000,2017-12-11,-0.1294902688483246
2018-01-01,2017,12,34411301000,2018-01-11,-0.0753976761465408
2018-02-01,2018,1,50454693000,2018-02-11,0.11345796311449163
2018-03-01,2018,2,27248276000,2018-03-11,0.06715492321853445
2018-04-01,2018,3,34473767000,2018-04-11,-0.17699499490017068
2018-05-01,2018,4,36125019000,2018-05-11,0.1456688017693366
2018-06-01,2018,5,34783163000,2018-06-11,0.17861427083312864
2018-07-01,2018,6,24911889000,2018-07-11,-0.2932699607302365
2018-08-01,2018,7,46317490000,2018-08-11,0.017708605974783076
2018-09-01,2018,8,39587852000,2018-09-11,0.2556584055888871
2018-10-01,2018,9,34829883000,2018-10-11,0.0890759561270078
2018-11-01,2018,10,32645839000,2018-11-11,0.22001980682737599
2018-12-01,2018,11,28599422000,2018-12-11,0.07071364169536021
2019-01-01,2018,12,21552859000,2019-01-11,-0.3736691617675252
2019-02-01,2019,1,55879043000,2019-02-11,0.10750932524750478
2019-03-01,2019,2,26113779000,2019-03-11,-0.041635551548288796
2019-04-01,2019,3,27271092000,2019-04-11,-0.20893205549599492
2019-05-01,2019,4,35599414000,2019-05-11,-0.01454961172477165
2019-06-01,2019,5,41763775000,2019-06-11,0.20068939676360076
2019-07-01,2019,6,7598999000,2019-07-11,-0.6949649623117701
2019-08-01,2019,7,61197268000,2019-08-11,0.32125613887971904
2019-09-01,2019,8,49689070000,2019-09-11,0.25515953732473284
2019-10-01,2019,9,37085675000,2019-10-11,0.06476599418952977
2019-11-01,2019,10,30427876000,2019-11-11,-0.06794014391849446
2019-12-01,2019,11,36398049000,2019-12-11,0.2726847766363949
2020-01-01,2019,12,39045857000,2020-01-11,0.8116323685873879
2020-02-01,2020,1,57452927000,2020-02-11,0.028165908281571728
2020-03-01,2020,2,36950131000,2020-03-11,0.41496682651714245
2020-04-01,2020,3,38858403000,2020-04-11,0.42489354661705514
2020-05-01,2020,4,35073779000,2020-05-11,-0.014765271136204627
2020-06-01,2020,5,36536192000,2020-06-11,-0.1251702701683457
2020-07-01,2020,6,39801352000,2020-07-11,4.237709861522551
2020-08-01,2020,7,58897045000,2020-08-11,-0.03758702104152756
2020-09-01,2020,8,45244993000,2020-09-11,-0.08943771738935746
2020-10-01,2020,9,21210963000,2020-10-11,-0.4280550913526584
2020-11-01,2020,10,32350037000,2020-11-11,0.06317105406897272
2020-12-01,2020,11,31893907000,2020-12-11,-0.12374679752752682
2021-01-01,2020,12,42131842000,2021-01-11,0.07903488966831995
2021-02-01,2021,1,59857994000,2021-02-11,0.04186152256437703
2021-03-01,2021,2,40519155000,2021-03-11,0.09659029354997406
2021-04-01,2021,3,46302927000,2021-04-11,0.19158080171230907
2021-05-01,2021,4,43051005000,2021-05-11,0.22744130308855515
2021-06-01,2021,5,36832681000,2021-06-11,0.008114939838284263
2021-07-01,2021,6,42727373000,2021-07-11,0.07351561826341979
2021-08-01,2021,7,43523445000,2021-08-11,-0.2610249801157257
2021-09-01,2021,8,38050360000,2021-09-11,-0.1590150096829499
2021-10-01,2021,9,28305915000,2021-10-11,0.3344945724529338
2021-11-01,2021,10,30385995000,2021-11-11,-0.06071220258573429
2021-12-01,2021,11,29907638000,2021-12-11,-0.06227738106842795
2022-01-01,2021,12,46705053000,2022-01-11,0.1085452423371378
2022-02-01,2022,1,61439359000,2022-02-11,0.026418610018905664
2022-03-01,2022,2,42047301000,2022-03-11,0.03771416259791205
2022-04-01,2022,3,31480552000,2022-04-11,-0.32011745175418393
2022-05-01,2022,4,36107764000,2022-05-11,-0.16127941728654183
2022-06-01,2022,5,20587296000,2022-06-11,-0.44105898780487907
2022-07-01,2022,6,34364040000,2022-07-11,-0.1957371214935213
2022-08-01,2022,7,23387403000,2022-08-11,-0.4626481658333802
2022-09-01,2022,8,17931604000,2022-09-11,-0.528740227424918
2022-10-01,2022,9,23259981000,2022-10-11,-0.1782642956428011
2022-11-01,2022,10,-5859934000,2022-11-11,-1.1928498309829907
2022-12-01,2022,11,-28846346000,2022-12-11,-1.9645143491438541
2023-01-01,2022,12,3343545000,2023-01-11,-0.928411493291743
2023-02-01,2023,1,16144741000,2023-02-11,-0.7372247812676561
2023-03-01,2023,2,7432346000,2023-03-11,-0.823238452332529
2023-04-01,2023,3,8281703000,2023-04-11,-0.7369263728285324
2023-05-01,2023,4,18666086000,2023-05-11,-0.48304508692368764
2023-06-01,2023,5,15602157000,2023-06-11,-0.24214637026640118
2023-07-01,2023,6,32068410000,2023-07-11,-0.0668032629458003
2023-08-01,2023,7,24988120000,2023-08-11,0.06844355484873632
2023-09-01,2023,8,12971124000,2023-09-11,-0.2766333675448108
2023-10-01,2023,9,17370014000,2023-10-11,-0.2532232077059736
2023-11-01,2023,10,13798462000,2023-11-11,
2023-12-01,2023,11,-8994147000,2023-12-11,
2024-01-01,2023,12,9501536000,2024-01-11,1.8417550833023033
2024-02-01,2024,1,38587014000,2024-02-11,1.3900670812867175
2024-03-01,2024,2,25630656000,2024-03-11,2.4485283650680416
2024-04-01,2024,3,24933453000,2024-04-11,2.0106673711916496
2024-05-01,2024,4,27023249000,2024-05-11,0.4477190879759152
2024-06-01,2024,5,25041290000,2024-06-11,0.6049889768446761
2024-07-01,2024,6,32759459000,2024-07-11,0.021549213072927564
2024-08-01,2024,7,43441514000,2024-08-11,0.7384866888745532
2024-09-01,2024,8,3720176000,2024-09-11,-0.7131955565300278
2024-10-01,2024,9,22774883000,2024-10-11,0.31116088910463735
2024-11-01,2024,10,29675707000,2024-11-11,1.1506532394697322
2024-12-01,2024,11,34517293000,2024-12-11,
2025-01-01,2024,12,39455345000,2025-01-11,3.1525228131535785
2025-02-01,2025,1,39875193000,2025-02-11,0.033383744075144106
2025-03-01,2025,2,38131515000,2025-03-11,0.4877307471178265
2025-04-01,2025,3,31106543000,2025-04-11,0.24758263526515956
2025-05-01,2025,4,-12096204000,2025-05-11,-1.447622119753254
2025-06-01,2025,5,-15180707000,2025-06-11,-1.6062270354282866
2025-07-01,2025,6,30969325000,2025-07-11,-0.05464479740034778
2025-08-01,2025,7,31613208000,2025-08-11,-0.2722811640496692
2025-09-01,2025,8,57387331000,2025-09-11,14.425972050784694
2025-10-01,2025,9,35649114000,2025-10-11,0.5652819819096326
2025-11-01,2025,10,48388311000,2025-11-11,0.6305697788430111
2025-12-01,2025,11,52974090000,2025-12-11,0.5347116009357975
2026-01-01,2025,12,42650900000,2026-01-11,0.08099168819839231
2026-02-01,2026,1,23880545000,2026-02-11,-0.40111775759931745
2026-03-01,2026,2,29373464000,2026-03-11,-0.22968012154775386
2026-04-01,2026,3,13238212000,2026-04-11,-0.5744235545557088
