date,foreign_net,trust_net
2013-01-02,2493000,0
2013-01-03,-2572000,5000
2013-01-04,-183027,61000
2013-01-07,-979500,-216000
2013-01-08,-17000,-942000
2013-01-09,-371677,-2602000
2013-01-10,2443900,-329000
2013-01-11,-1552560,-126000
2013-01-14,367111,-384000
2013-01-15,867000,-854000
2013-01-16,351837,-30000
2013-01-17,-779000,-334499
2013-01-18,415482,-560000
2013-01-21,-1298000,-53000
2013-01-22,-3344948,-1776000
2013-01-23,-1351474,-1753000
2013-01-24,-219000,-2678000
2013-01-25,-2956240,-1020000
2013-01-28,-461000,-668000
2013-01-29,-2190577,-2025000
2013-01-30,97764,-495000
2013-01-31,-3103319,-206000
2013-02-01,2337831,-280000
2013-02-04,-416000,-402000
2013-02-05,-33000,-1462000
2013-02-06,-1648276,-1409000
2013-02-18,2506499,-1944500
2013-02-19,1517474,-1496000
2013-02-20,2076909,-2600000
2013-02-21,-153487,-402000
2013-02-22,-1869932,-953000
2013-02-23,-527094,-389000
2013-02-25,-363867,-100000
2013-02-26,-814701,-102000
2013-02-27,1573695,-80000
2013-03-01,3540764,493000
2013-03-04,-3647402,-560000
2013-03-05,-806000,-1000
2013-03-06,-467000,-900000
2013-03-07,-1470763,-230000
2013-03-08,355264,-690000
2013-03-11,-772000,88000
2013-03-12,-1071923,-949000
2013-03-13,-100000,-688000
2013-03-14,-2909960,860000
2013-03-15,-1917854,2321000
2013-03-18,-1383300,-385000
2013-03-19,-12172,0
2013-03-20,-1259306,-1000
2013-03-21,-1042500,0
2013-03-22,565600,518000
2013-03-25,-721000,20000
2013-03-26,-1338535,-289000
2013-03-27,868000,-86000
2013-03-28,-404619,-220000
2013-03-29,2636000,35000
2013-04-01,-160291,58000
2013-04-02,664189,263000
2013-04-03,4870343,370000
2013-04-08,-1131029,4625000
2013-04-09,1908626,100000
2013-04-10,-102508,1849000
2013-04-11,2895588,747000
2013-04-12,49257,3701000
2013-04-15,976437,1227000
2013-04-16,555106,2421000
2013-04-17,2445400,402000
2013-04-18,1721300,100000
2013-04-19,2655600,-389056
2013-04-22,1463700,-452000
2013-04-23,896000,-83000
2013-04-24,-195000,98000
2013-04-25,755911,-55000
2013-04-26,2032700,-363000
2013-04-29,3614000,-320000
2013-04-30,2665100,-534000
2013-05-02,3091191,-814000
2013-05-03,3333850,-1589000
2013-05-06,-366937,-1977000
2013-05-07,4736134,-1827000
2013-05-08,3934614,-4697000
2013-05-09,3838882,-1682000
2013-05-10,2052000,-895000
2013-05-13,104141,-1071000
2013-05-14,-835750,1000
2013-05-15,-1097107,-4285000
2013-05-16,-3125000,-1373000
2013-05-17,-3274196,-630000
2013-05-20,-2268210,-145000
2013-05-21,-3609052,1907000
2013-05-22,-892000,-859000
2013-05-23,-1404924,1495000
2013-05-24,-3059922,19000
2013-05-27,-4207516,867000
2013-05-28,-1373798,-1000000
2013-05-29,-343000,-1002000
2013-05-30,-4941100,-238000
2013-05-31,-6330505,-2231407
2013-06-03,-5930000,-2458000
2013-06-04,-3009314,-1050000
2013-06-05,-4207342,-2106000
2013-06-06,-3414769,13000
2013-06-07,25062,-71000
2013-06-10,1581689,5000
2013-06-11,-3511239,-49000
2013-06-13,-3763042,-414000
2013-06-14,343000,-76000
2013-06-17,-445883,0
2013-06-18,-3273139,-452000
2013-06-19,-2935552,-189000
2013-06-20,-563066,0
2013-06-21,-5567002,46000
2013-06-24,-2839007,-41000
2013-06-25,-572834,0
2013-06-26,-267453,-156000
2013-06-27,-721000,-148000
2013-06-28,67202,2000
2013-07-01,912000,-3000
2013-07-02,-1531029,0
2013-07-03,795074,0
2013-07-04,244000,-7000
2013-07-05,-110000,-225000
2013-07-08,-1136970,1077000
2013-07-09,1339000,34000
2013-07-10,2261000,95000
2013-07-11,2917932,-51420
2013-07-12,774000,-7000
2013-07-15,1819302,-107000
2013-07-16,-100000,0
2013-07-17,4361000,0
2013-07-18,-3251863,-399000
2013-07-19,2280324,3000
2013-07-22,1314913,0
2013-07-23,3400582,4000
2013-07-24,-150000,1000
2013-07-25,-131000,-402000
2013-07-26,-1500000,1171000
2013-07-29,-574446,1179000
2013-07-30,3067000,16000
2013-07-31,-1616366,724000
2013-08-01,-1396000,0
2013-08-02,-1137741,0
2013-08-05,-2142543,10000
2013-08-06,-815000,253000
2013-08-07,-452000,417000
2013-08-08,-1776000,0
2013-08-09,-1802000,0
2013-08-12,178000,0
2013-08-13,357000,0
2013-08-14,-1433137,2000
2013-08-15,-317906,841000
2013-08-16,2525941,463000
2013-08-19,984000,64000
2013-08-20,341638,0
2013-08-22,-1524377,4000
2013-08-23,1614000,7000
2013-08-26,1053000,10000
2013-08-27,581000,0
2013-08-28,860000,355000
2013-08-29,2080915,304000
2013-08-30,4120056,608000
2013-09-02,1600000,177000
2013-09-03,1375520,-3669
2013-09-04,2353000,-500000
2013-09-05,2638265,-1000
2013-09-06,1669496,284000
2013-09-09,2703943,319000
2013-09-10,3171000,788000
2013-09-11,1792798,116000
2013-09-12,88682,116000
2013-09-13,54000,67000
2013-09-14,301000,0
2013-09-16,749000,86000
2013-09-17,-652000,0
2013-09-18,757371,-1391000
2013-09-23,3067326,345000
2013-09-24,-39169,500
2013-09-25,1219718,-1000
2013-09-26,97000,1000
2013-09-27,1725199,0
2013-09-30,1006191,0
2013-10-01,-794501,0
2013-10-02,-910621,486000
2013-10-03,3350311,-267000
2013-10-04,1533000,-86000
2013-10-07,2059309,-283000
2013-10-08,897000,0
2013-10-09,873000,-140000
2013-10-11,2985712,-140000
2013-10-14,-302617,0
2013-10-15,1154000,0
2013-10-16,186300,0
2013-10-17,460157,1000
2013-10-18,1018920,0
2013-10-21,1283681,0
2013-10-22,-52558,990000
2013-10-23,659846,0
