date,foreign_net,trust_net
2013-01-02,672716,0
2013-01-03,32000,-1000
2013-01-04,256000,-3000
2013-01-07,221000,-7000
2013-01-08,-186000,0
2013-01-09,194000,0
2013-01-10,312000,0
2013-01-11,196000,0
2013-01-14,172000,0
2013-01-15,258000,0
2013-01-16,-116000,-38000
2013-01-17,-543000,-1059
2013-01-18,175000,0
2013-01-21,0,-5000
2013-01-22,52000,0
2013-01-23,437000,-1000
2013-01-24,-307000,-2000
2013-01-25,34000,-2000
2013-01-28,96000,0
2013-01-29,-10000,0
2013-01-30,450000,-150000
2013-01-31,-966000,0
2013-02-01,284000,-360000
2013-02-04,245000,69000
2013-02-05,41000,67000
2013-02-06,469000,-7000
2013-02-18,-25000,0
2013-02-19,-170840,-3000
2013-02-20,382000,0
2013-02-21,-97000,-3000
2013-02-22,29396,-5000
2013-02-23,0,-3000
2013-02-25,106000,0
2013-02-26,470000,0
2013-02-27,50000,0
2013-03-01,470100,0
2013-03-04,-295000,0
2013-03-05,-136800,0
2013-03-06,93000,-3000
2013-03-07,-51000,0
2013-03-08,-114000,-1000
2013-03-11,-210000,-2000
2013-03-12,-794000,0
2013-03-13,-438000,-2000
2013-03-14,39000,-2000
2013-03-15,-264878,-3000
2013-03-18,38000,-4000
2013-03-19,-378000,0
2013-03-20,-74000,0
2013-03-21,-207000,0
2013-03-22,34693,-1000
2013-03-25,-7000,0
2013-03-26,-318000,0
2013-03-27,-161000,100000
2013-03-28,134000,0
2013-03-29,332000,0
2013-04-01,20000,-2000
2013-04-02,187000,0
2013-04-03,352000,0
2013-04-08,134000,0
2013-04-09,415000,0
2013-04-10,424000,0
2013-04-11,403000,0
2013-04-12,243000,0
2013-04-15,-259000,-2000
2013-04-16,69000,0
2013-04-17,931000,61000
2013-04-18,-14192,0
2013-04-19,-45000,-5307
2013-04-22,-161000,-1000
2013-04-23,355000,-5000
2013-04-24,0,-2000
2013-04-25,259727,-5000
2013-04-26,66000,-6000
2013-04-29,14000,-4000
2013-04-30,647000,0
2013-05-02,447000,0
2013-05-03,210350,-12000
2013-05-06,58000,-7000
2013-05-07,104000,0
2013-05-08,-49868,0
2013-05-09,39736,-200000
2013-05-10,100000,0
2013-05-13,61000,-6000
2013-05-14,-58832,0
2013-05-15,-57808,0
2013-05-16,-444000,0
2013-05-17,-232806,0
2013-05-20,-291000,-5000
2013-05-21,-141000,0
2013-05-22,-202000,-19000
2013-05-23,-662000,0
2013-05-24,-161000,-4000
2013-05-27,-590000,0
2013-05-28,-179000,49000
2013-05-29,-369000,0
2013-05-30,-122000,0
2013-05-31,-628430,0
2013-06-03,-255537,-15000
2013-06-04,-471832,-153000
2013-06-05,-114000,0
2013-06-06,-91500,0
2013-06-07,-176832,0
2013-06-10,-157000,-150000
2013-06-11,-702275,-109000
2013-06-13,-223000,-102000
2013-06-14,-1543000,0
2013-06-17,137339,0
2013-06-18,14000,0
2013-06-19,-679000,-1000
2013-06-20,-364000,0
2013-06-21,-494000,0
2013-06-24,-25000,0
2013-06-25,-132482,0
2013-06-26,203000,0
2013-06-27,-810000,0
2013-06-28,-496000,1000
2013-07-01,-121000,0
2013-07-02,-335069,0
2013-07-03,-490888,0
2013-07-04,-477000,1000
2013-07-05,-195000,1000
2013-07-08,-142200,0
2013-07-09,-819000,0
2013-07-10,-197000,0
2013-07-11,-169000,12097
2013-07-12,-315000,-150000
2013-07-15,-39153,0
2013-07-16,470000,0
2013-07-17,-31000,0
2013-07-18,-255000,0
2013-07-19,-199000,1000
2013-07-22,-27000,0
2013-07-23,-117000,0
2013-07-24,-231000,-70000
2013-07-25,152000,0
2013-07-26,97000,0
2013-07-29,-161756,0
2013-07-30,62000,-5000
2013-07-31,-1022000,0
2013-08-01,33000,0
2013-08-02,-237052,0
2013-08-05,73000,0
2013-08-06,-180000,0
2013-08-07,112000,0
2013-08-08,-67000,0
2013-08-09,-346000,0
2013-08-12,-60000,0
2013-08-13,-254000,-7000
2013-08-14,11000,0
2013-08-15,-17000,3000
2013-08-16,32000,0
2013-08-19,83000,0
2013-08-20,-201000,0
2013-08-22,130000,0
2013-08-23,-315000,0
2013-08-26,262000,0
2013-08-27,-298000,0
2013-08-28,-160000,0
2013-08-29,-51000,0
2013-08-30,-64000,0
2013-09-02,-42000,-130000
2013-09-03,62153,-185302
2013-09-04,-141000,0
2013-09-05,95000,118000
2013-09-06,2028000,-180000
2013-09-09,307000,98000
2013-09-10,218000,0
2013-09-11,90000,0
2013-09-12,660000,-2000
2013-09-13,69000,-4000
2013-09-14,0,0
2013-09-16,192000,0
2013-09-17,458000,0
2013-09-18,-625000,0
2013-09-23,807000,-200000
2013-09-24,249498,0
2013-09-25,183100,0
2013-09-26,152000,0
2013-09-27,523000,-1000
2013-09-30,765000,0
2013-10-01,1139000,23000
2013-10-02,67000,210000
2013-10-03,644000,0
2013-10-04,686600,-100000
2013-10-07,829569,0
2013-10-08,454000,165000
2013-10-09,242000,0
2013-10-11,730890,200000
2013-10-14,263000,0
2013-10-15,93000,0
2013-10-16,989000,0
2013-10-17,377000,0
2013-10-18,45600,0
2013-10-21,280000,156000
2013-10-22,481000,-18000
2013-10-23,223000,0
2013-10-24,604000,0
2013-10-25,18000,0
2013-10-28,245000,0
2013-10-29,416000,-375000
2013-10-30,988343,0
2013-10-31,1369000,-1000
2013-11-01,28042,-21000
2013-11-04,346718,0
2013-11-05,206000,0
2013-11-06,487128,0
2013-11-07,328000,0
2013-11-08,-415000,0
2013-11-11,129000,0
2013-11-12,426000,-200000
2013-11-13,-108000,0
2013-11-14,-155000,0
2013-11-15,208761,0
2013-11-18,564170,173000
2013-11-19,484014,0
2013-11-20,1078000,0
2013-11-21,243510,-300000
2013-11-22,691000,0
2013-11-25,241000,-3547
2013-11-26,54000,0
2013-11-27,853006,0
2013-11-28,346000,0
2013-11-29,706000,158000
2013-12-02,813158,-15000
2013-12-03,364890,-150000
2013-12-04,465739,-450000
2013-12-05,611786,0
2013-12-06,591836,0
2013-12-09,1575204,0
2013-12-10,197000,-6000
2013-12-11,492000,0
2013-12-12,99000,54000
2013-12-13,315000,466000
2013-12-16,-174659,54000
2013-12-17,-230800,56000
2013-12-18,-194925,57000
2013-12-19,1094000,0
2013-12-20,-1086000,0
2013-12-23,1104000,0
2013-12-24,678468,-3000
2013-12-25,168000,-4000
2013-12-26,146000,0
2013-12-27,155000,2000
2013-12-30,-78000,-21000
2013-12-31,79000,-1000
2014-01-02,75000,20000
2014-01-03,111000,0
2014-01-06,-525842,300000
2014-01-07,506000,129000
2014-01-08,-716239,0
2014-01-09,-89000,0
2014-01-10,-278000,1000
2014-01-13,168000,0
2014-01-14,-803000,0
2014-01-15,1468384,0
2014-01-16,26300,0
2014-01-17,-250000,0
2014-01-20,506197,0
2014-01-21,1453000,243000
2014-01-22,-421349,94000
2014-01-23,-487887,0
2014-01-24,-13000,48000
2014-01-27,1511929,-1000
2014-02-05,158000,25000
2014-02-06,-663000,0
2014-02-07,-48000,0
2014-02-10,-61000,0
2014-02-11,816000,250000
2014-02-12,-401000,983000
2014-02-13,-819000,-4228
2014-02-14,-260000,185000
2014-02-17,77000,100000
2014-02-18,-502000,100000
2014-02-19,67000,144000
2014-02-20,-149000,79000
2014-02-21,-286000,320000
2014-02-24,1147000,100000
2014-02-25,1538000,1574000
2014-02-26,615325,110000
2014-02-27,-140000,294000
2014-03-03,-1025528,134000
2014-03-04,436000,0
2014-03-05,33776,-300000
2014-03-06,-337000,-17000
2014-03-07,-387000,-70000
2014-03-10,-744000,-19000
2014-03-11,-1358855,-202000
2014-03-12,-225000,-11000
2014-03-13,-694000,-94000
2014-03-14,-248000,-3000
2014-03-17,-956000,-30000
2014-03-18,-2932339,99000
2014-03-19,-2058000,2361000
2014-03-20,-1353857,-30000
2014-03-21,100000,500000
2014-03-24,-498496,-36000
2014-03-25,-847000,200000
2014-03-26,-191823,523000
2014-03-27,-837666,450000
2014-03-28,325000,1013000
2014-03-31,1070319,250000
2014-04-01,210000,-4000
2014-04-02,1296000,188000
2014-04-03,146000,-13000
2014-04-07,266000,-4000
2014-04-08,154000,0
2014-04-09,-276450,0
2014-04-10,-591811,-1739
2014-04-11,715000,90000
2014-04-14,1445000,957000
2014-04-15,6798,342000
2014-04-16,429000,-260000
2014-04-17,16000,0
2014-04-18,-19000,-200000
2014-04-21,107000,-147000
2014-04-22,1058000,32000
2014-04-23,64000,300000
2014-04-24,126466,50000
2014-04-25,-978656,-225000
2014-04-28,725000,434000
2014-04-29,78172,0
2014-04-30,-1388000,69000
2014-05-02,-513000,220000
2014-05-05,-543000,-324000
2014-05-06,756000,-551000
2014-05-07,572172,0
2014-05-08,402000,-300000
2014-05-09,572500,-100000
2014-05-12,278000,67000
2014-05-13,-481484,-4000
2014-05-14,-392000,149000
2014-05-15,-426000,662000
2014-05-16,594988,157000
2014-05-19,104344,56000
2014-05-20,47875,524000
2014-05-21,537847,410000
2014-05-22,519000,-30000
2014-05-23,39906,139000
2014-05-26,146000,8000
2014-05-27,1797000,-39000
2014-05-28,959000,455000
2014-05-29,769787,67000
2014-05-30,-125000,-402000
2014-06-03,-855481,-206000
2014-06-04,483000,-150000
2014-06-05,198000,-454000
2014-06-06,311000,-778000
2014-06-09,117000,-338000
2014-06-10,-465671,-1105000
2014-06-11,331900,19000
2014-06-12,-108484,-203000
2014-06-13,716000,-818000
2014-06-16,391000,-775000
2014-06-17,-600828,-729000
2014-06-18,68100,-431000
2014-06-19,211900,-394000
2014-06-20,-1441000,-251000
2014-06-23,-711957,0
2014-06-24,-443000,0
2014-06-25,-237100,-32000
2014-06-26,-17934,0
2014-06-27,141414,-41000
2014-06-30,341734,-1000
2014-07-01,548000,121000
2014-07-02,-550189,246354
2014-07-03,-885421,-510000
2014-07-04,-596000,-376000
2014-07-07,-669000,0
2014-07-08,-862217,-1000
2014-07-09,715000,0
2014-07-10,-1713500,-184000
2014-07-11,-1338000,-943000
2014-07-14,583000,0
2014-07-15,144000,0
2014-07-16,-163605,0
2014-07-17,-368075,0
2014-07-18,-479000,0
2014-07-21,-1173912,0
2014-07-22,-199000,0
2014-07-24,-219000,-200000
2014-07-25,-364190,-555000
2014-07-28,-28000,-230000
2014-07-29,-839000,0
2014-07-30,219000,2000
2014-07-31,-836721,-39000
2014-08-01,-281053,-136000
2014-08-04,103121,-37000
2014-08-05,-719136,0
2014-08-06,-743000,1000
2014-08-07,-18831,1000
2014-08-08,105000,0
2014-08-11,-785000,0
2014-08-12,-790000,2000
2014-08-13,-512000,0
2014-08-14,-313000,0
2014-08-15,-210000,-65000
2014-08-18,-203000,0
2014-08-19,-36072,0
2014-08-20,-306000,50000
2014-08-21,-1107000,-58000
2014-08-22,305958,50000
2014-08-25,164000,0
2014-08-26,-337394,0
2014-08-27,-1055000,50000
2014-08-28,-794038,-1000
2014-08-29,-164000,0
2014-09-01,-115000,0
2014-09-02,61000,0
2014-09-03,-756000,0
2014-09-04,-3561000,-250000
2014-09-05,-2311341,0
2014-09-09,-679000,0
2014-09-10,-669000,-341000
2014-09-11,-1358031,0
2014-09-12,-2603170,-244000
2014-09-15,-915000,-163000
2014-09-16,-552758,-53000
2014-09-17,-2997000,-304000
2014-09-18,-909570,-4000
2014-09-19,-1221442,3825000
2014-09-22,-1569902,138884
2014-09-23,-2680000,4000
2014-09-24,-1957317,-30000
2014-09-25,-1173758,0
2014-09-26,-239000,0
2014-09-29,-604078,0
2014-09-30,-1665000,-45000
2014-10-01,109776,0
2014-10-02,-653002,0
2014-10-03,99000,0
2014-10-06,-1038900,0
2014-10-07,-585571,-65000
2014-10-08,-310811,-200000
2014-10-09,-1862119,-29000
2014-10-13,-6275000,-29000
2014-10-14,-605000,-102000
2014-10-15,832996,-61000
2014-10-16,-33367,-117000
2014-10-17,1137000,363000
2014-10-20,45972,307000
2014-10-21,-2762539,1000
2014-10-22,-738000,-38000
2014-10-23,-1029000,2000
2014-10-24,-34000,0
2014-10-27,-404882,0
2014-10-28,-17004,0
2014-10-29,144755,1000
2014-10-30,-151000,0
2014-10-31,93896,0
2014-11-03,285000,-1000
2014-11-04,56000,0
2014-11-05,-1009722,0
2014-11-06,-788000,0
2014-11-07,-240000,0
2014-11-10,860572,0
2014-11-11,-848000,0
2014-11-12,-435000,0
2014-11-13,-441000,0
2014-11-14,-290000,0
2014-11-17,-214000,0
2014-11-18,-1243000,3000
2014-11-19,-310000,0
2014-11-20,107665,300000
2014-11-21,-750328,2000
2014-11-24,71408,0
2014-11-25,150000,0
2014-11-26,30000,0
2014-11-27,-539000,-1000
2014-11-28,-52000,0
2014-12-01,-294000,0
2014-12-02,-734184,0
2014-12-03,-223000,3000
2014-12-04,543500,0
2014-12-05,-511000,-31000
2014-12-08,-290000,0
2014-12-09,170000,0
2014-12-10,-240700,0
2014-12-11,-163005,-1041
2014-12-12,52224,0
2014-12-15,-209000,0
2014-12-16,-188000,0
2014-12-17,-421000,0
2014-12-18,-522000,0
2014-12-19,212000,-2000
2014-12-22,304515,0
2014-12-23,-109000,0
2014-12-24,-235353,0
2014-12-25,-31000,0
2014-12-26,-99000,0
2014-12-27,-149000,-46000
2014-12-29,1126999,-300000
2014-12-30,276000,0
2014-12-31,120000,0
2015-01-05,88000,0
2015-01-06,127000,0
2015-01-07,-1412000,-1000
2015-01-08,214000,0
2015-01-09,-44000,-34000
2015-01-12,186000,0
2015-01-13,392000,0
2015-01-14,-443000,0
2015-01-15,342000,0
2015-01-16,30239,0
2015-01-19,-193999,-1000
2015-01-20,-132000,0
2015-01-21,130000,70000
2015-01-22,1408000,81000
2015-01-23,-747558,0
2015-01-26,239000,0
2015-01-27,-580000,0
2015-01-28,192000,0
2015-01-29,-974000,0
2015-01-30,-21000,0
2015-02-02,146300,0
2015-02-03,338000,0
2015-02-04,91326,116000
2015-02-05,704000,46000
2015-02-06,818000,287000
2015-02-09,897000,64000
2015-02-10,-150000,166000
2015-02-11,445000,36000
2015-02-12,74564,0
2015-02-13,1389000,2000
2015-02-24,-298000,0
2015-02-25,275000,-2000
2015-02-26,-175000,-2000
2015-03-02,91000,0
2015-03-03,307000,0
2015-03-04,111000,2000
2015-03-05,265000,-1000
2015-03-06,-122000,0
2015-03-09,248000,0
2015-03-10,34666,0
2015-03-11,-89000,0
2015-03-12,247000,-216124
2015-03-13,484000,-180000
2015-03-16,123357,-91000
2015-03-17,179000,-60000
2015-03-18,-17000,-82000
2015-03-19,625000,-180000
2015-03-20,-35000,-817000
2015-03-23,457000,-10000
2015-03-24,136000,-153000
2015-03-25,528000,-166000
2015-03-26,383000,-164000
2015-03-27,394500,0
2015-03-30,483329,0
2015-03-31,-245000,-158000
2015-04-01,-528000,-152000
2015-04-02,218776,0
2015-04-07,15000,-169000
2015-04-08,-1095500,-165000
2015-04-09,18000,-170000
2015-04-10,-117000,-180000
2015-04-13,81397,0
2015-04-14,739000,0
2015-04-15,277000,99000
2015-04-16,984000,0
2015-04-17,325878,-178000
2015-04-20,59000,-1000
2015-04-21,-621000,0
2015-04-22,-48000,0
2015-04-23,236000,-182000
2015-04-24,1639000,-226000
2015-04-27,961000,0
2015-04-28,297000,-1000
2015-04-29,-137000,-1000
2015-04-30,-84000,-1000
2015-05-04,-95000,0
2015-05-05,-83000,0
