date,foreign_net,trust_net
2013-01-02,135000,0
2013-01-03,187000,-50000
2013-01-04,297000,-11000
2013-01-07,97500,-3000
2013-01-08,34970,0
2013-01-09,16000,-25000
2013-01-10,52000,-23000
2013-01-11,100000,-108000
2013-01-14,-8000,0
2013-01-15,-10265,-49000
2013-01-16,-42000,-4000
2013-01-17,65700,-6258
2013-01-18,20000,0
2013-01-21,64000,-36000
2013-01-22,-25145,0
2013-01-23,-4343,-55000
2013-01-24,-1000,-50000
2013-01-25,-83903,-1000
2013-01-28,-9000,0
2013-01-29,130100,0
2013-01-30,175000,0
2013-01-31,-41000,102000
2013-02-01,42000,0
2013-02-04,156116,-1000
2013-02-05,-24300,-6000
2013-02-06,44305,-2000
2013-02-18,-28684,69000
2013-02-19,-4545,17000
2013-02-20,-37371,0
2013-02-21,619,-15000
2013-02-22,-72000,-52000
2013-02-23,0,-1000
2013-02-25,-146753,0
2013-02-26,-92836,0
2013-02-27,65000,0
2013-03-01,257328,0
2013-03-04,-167000,0
2013-03-05,-160000,13000
2013-03-06,153000,-9000
2013-03-07,3425,0
2013-03-08,131300,-1000
2013-03-11,441000,-2000
2013-03-12,90758,-5000
2013-03-13,103000,-20000
2013-03-14,-49004,-2000
2013-03-15,689012,254000
2013-03-18,12666,47000
2013-03-19,13000,3000
2013-03-20,-150587,-4000
2013-03-21,12500,-7000
2013-03-22,70576,0
2013-03-25,-26000,5000
2013-03-26,-37742,6000
2013-03-27,-11000,-7000
2013-03-28,-20548,34000
2013-03-29,84000,0
2013-04-01,25190,-130000
2013-04-02,33105,-1000
2013-04-03,129000,-5000
2013-04-08,-108000,-1000
2013-04-09,-131528,0
2013-04-10,72000,-12000
2013-04-11,164108,0
2013-04-12,-26000,0
2013-04-15,-11256,0
2013-04-16,61513,0
2013-04-17,154800,2000
2013-04-18,49700,0
2013-04-19,203500,51744
2013-04-22,15400,-57000
2013-04-23,20000,-1000
2013-04-24,143000,0
2013-04-25,35300,-1000
2013-04-26,168300,-1000
2013-04-29,198000,33000
2013-04-30,291200,0
2013-05-02,64200,0
2013-05-03,115000,-32000
2013-05-06,60334,-25000
2013-05-07,117789,-10000
2013-05-08,294100,-65000
2013-05-09,93715,9000
2013-05-10,132000,-8000
2013-05-13,39160,-5000
2013-05-14,86950,6000
2013-05-15,104032,18000
2013-05-16,144000,0
2013-05-17,72100,0
2013-05-20,61000,-1000
2013-05-21,35468,-2000
2013-05-22,155720,-56000
2013-05-23,-38720,-19000
2013-05-24,60080,-18000
2013-05-27,-17265,-9000
2013-05-28,215000,-31000
2013-05-29,183000,-43000
2013-05-30,88000,53000
2013-05-31,262625,12000
2013-06-03,51000,2000
2013-06-04,115500,-7000
2013-06-05,126985,26000
2013-06-06,-165369,-30000
2013-06-07,11203,-44000
2013-06-10,-94000,20000
2013-06-11,76000,10000
2013-06-13,-4750,40000
2013-06-14,19000,67000
2013-06-17,-79757,28000
2013-06-18,-75136,30000
2013-06-19,39270,24000
2013-06-20,-10532,31000
2013-06-21,-176844,56000
2013-06-24,-121220,43000
2013-06-25,13396,21000
2013-06-26,60438,12000
2013-06-27,237000,2000
2013-06-28,64914,35000
2013-07-01,106000,15000
2013-07-02,-13000,14000
2013-07-03,4040,0
2013-07-04,44000,11000
2013-07-05,92000,2000
2013-07-08,-84000,7000
2013-07-09,159000,0
2013-07-10,311000,0
2013-07-11,179315,46742
2013-07-12,-23000,104000
2013-07-15,128000,0
2013-07-16,128000,0
2013-07-17,217000,0
2013-07-18,83000,-1000
2013-07-19,61994,-1000
2013-07-22,76586,0
2013-07-23,66000,0
2013-07-24,39000,-111000
2013-07-25,-241000,-90000
2013-07-26,-375000,-40000
2013-07-29,189000,0
2013-07-30,10547,-52000
2013-07-31,-83000,-19000
2013-08-01,-117000,0
2013-08-02,19176,-6000
2013-08-05,-44000,-2000
2013-08-06,-70466,-11000
2013-08-07,-45000,-5000
2013-08-08,-209926,76000
2013-08-09,-395000,0
2013-08-12,-115000,14000
2013-08-13,-384000,44000
2013-08-14,-283154,-134000
2013-08-15,-199873,10000
2013-08-16,-101100,-7000
2013-08-19,-38000,0
2013-08-20,-608500,0
2013-08-22,-628711,0
2013-08-23,-69000,41000
2013-08-26,-95000,1000
2013-08-27,-173000,23000
2013-08-28,-210816,28000
2013-08-29,-106000,165000
2013-08-30,-212000,13000
2013-09-02,-90000,111000
2013-09-03,-59000,18767
2013-09-04,-78000,16000
2013-09-05,14161,8000
2013-09-06,127000,1500
2013-09-09,93581,-500
2013-09-10,30000,0
2013-09-11,125117,2000
2013-09-12,128000,-4000
2013-09-13,193042,21000
2013-09-14,36000,10000
2013-09-16,141000,8000
2013-09-17,-118000,6000
2013-09-18,155047,-31000
2013-09-23,-28000,0
2013-09-24,-13034,-158000
2013-09-25,237000,0
2013-09-26,-87000,0
2013-09-27,192192,-25000
2013-09-30,-302160,0
2013-10-01,77314,0
2013-10-02,-100543,0
2013-10-03,343193,0
2013-10-04,82000,0
2013-10-07,13400,0
2013-10-08,-25000,3112
2013-10-09,105000,0
2013-10-11,140000,0
2013-10-14,13575,0
2013-10-15,-28000,0
2013-10-16,-4000,0
2013-10-17,172188,-14000
2013-10-18,-25000,-1200
2013-10-21,-167000,-7000
2013-10-22,-76908,-8000
2013-10-23,-22434,-35000
2013-10-24,-84000,0
2013-10-25,-205878,-10000
2013-10-28,48000,-3000
2013-10-29,-109000,0
2013-10-30,96000,-21000
2013-10-31,57000,-2500
2013-11-01,-72000,0
2013-11-04,-160000,0
2013-11-05,-187000,0
2013-11-06,14000,-2000
2013-11-07,-66000,-2000
2013-11-08,-51000,0
2013-11-11,-61000,0
2013-11-12,-17000,0
2013-11-13,-158090,0
2013-11-14,-92668,0
2013-11-15,-27000,0
2013-11-18,-27000,-6000
2013-11-19,-34000,-4000
2013-11-20,-66831,0
2013-11-21,-191146,-13000
2013-11-22,4000,-88000
2013-11-25,41000,0
2013-11-26,-33556,948
2013-11-27,30400,0
