date,foreign_net,trust_net
2013-01-02,-186000,0
2013-01-03,27000,0
2013-01-04,78000,0
2013-01-07,-1354000,0
2013-01-08,18000,0
2013-01-09,16000,0
2013-01-10,-1393000,0
2013-01-11,-223000,0
2013-01-14,27000,0
2013-01-15,-4000,0
2013-01-16,-33000,0
2013-01-17,-3000,0
2013-01-18,544000,0
2013-01-21,-1000,0
2013-01-22,-2000,0
2013-01-23,-1320149,0
2013-01-24,-16000,0
2013-01-25,-162500,0
2013-01-28,553000,0
2013-01-29,-1898000,0
2013-01-30,-4000,0
2013-01-31,-5866500,0
2013-02-01,10000,0
2013-02-04,156000,0
2013-02-05,-233000,0
2013-02-06,12000,0
2013-02-18,568000,0
2013-02-19,-134000,0
2013-02-20,125000,0
2013-02-21,464000,0
2013-02-22,603000,0
2013-02-23,2000000,0
2013-02-25,-2286000,0
2013-02-26,-7476500,0
2013-02-27,335000,0
2013-03-01,-228000,0
2013-03-04,-3000,0
2013-03-05,-511000,0
2013-03-06,3465000,0
2013-03-07,256926,0
2013-03-08,3113000,0
2013-03-11,-103000,0
2013-03-12,245000,0
2013-03-13,-617000,0
2013-03-14,-2192000,0
2013-03-15,-5375500,0
2013-03-18,-2637500,0
2013-03-19,350000,0
2013-03-20,97662,0
2013-03-21,-1780500,0
2013-03-22,55271,0
2013-03-25,-86000,0
2013-03-26,-314000,0
2013-03-27,325000,0
2013-03-28,288000,0
2013-03-29,-402000,0
2013-04-01,-2000,0
2013-04-02,3741054,0
2013-04-03,6032500,0
2013-04-08,3807000,0
2013-04-09,12078000,0
2013-04-10,136000,0
2013-04-11,8083000,0
2013-04-12,1302000,0
2013-04-15,-739000,0
2013-04-16,738000,0
2013-04-17,5751400,0
2013-04-18,4452000,0
2013-04-19,2265000,72567
2013-04-22,5478000,0
2013-04-23,1014000,0
2013-04-24,1632000,0
2013-04-25,2480000,0
2013-04-26,2616000,0
2013-04-29,667000,0
2013-04-30,7565500,0
2013-05-02,1095000,0
2013-05-03,-808000,0
2013-05-06,4943000,0
2013-05-07,318000,140000
2013-05-08,3079225,0
2013-05-09,1602550,0
2013-05-10,3555000,0
2013-05-13,16029000,0
2013-05-14,26417000,147000
2013-05-15,14537000,0
2013-05-16,439000,0
2013-05-17,11307000,0
2013-05-20,8374000,0
2013-05-21,2741000,0
2013-05-22,2699500,0
2013-05-23,11793000,180000
2013-05-24,-1769000,247000
2013-05-27,-442000,0
2013-05-28,-207000,0
2013-05-29,7575963,0
2013-05-30,-3086000,0
2013-05-31,-7179000,0
2013-06-03,7944000,0
2013-06-04,-170000,0
2013-06-05,-644000,0
2013-06-06,451000,0
2013-06-07,1421000,0
2013-06-10,4762126,0
2013-06-11,-3866000,91000
2013-06-13,-5566000,93000
2013-06-14,-9861537,0
2013-06-17,3675000,0
2013-06-18,4108000,0
2013-06-19,-235000,8536000
2013-06-20,-5536000,2149000
2013-06-21,-7685000,2680000
2013-06-24,-461000,58000
2013-06-25,-11046000,0
2013-06-26,-1693000,2262000
2013-06-27,-11294000,1875000
2013-06-28,2892000,830000
2013-07-01,-7721394,0
2013-07-02,-7161395,-1000
2013-07-03,2007000,4206000
2013-07-04,1123000,700000
2013-07-05,-7316000,1305000
2013-07-08,-7607000,0
2013-07-09,-455500,800000
2013-07-10,-8758000,0
2013-07-11,2045000,13080
2013-07-12,-2306000,1000
2013-07-15,10951000,0
2013-07-16,10362000,700000
2013-07-17,-7206000,500000
2013-07-18,-722000,0
2013-07-19,3231000,-2001000
2013-07-22,-1120000,-890000
2013-07-23,17000,0
2013-07-24,7000,1000
2013-07-25,-226000,1000
2013-07-26,3121000,0
2013-07-29,708000,0
2013-07-30,-2822000,-7000
2013-07-31,-214000,1000
2013-08-01,-1536000,-16804000
2013-08-02,-4274300,-247000
2013-08-05,1978000,0
2013-08-06,-3089000,0
2013-08-07,815000,0
2013-08-08,8110000,0
2013-08-09,3191000,0
2013-08-12,5708984,0
2013-08-13,4774000,0
2013-08-14,2792000,0
2013-08-15,9268000,171000
2013-08-16,4695000,1764000
2013-08-19,2776000,2000000
2013-08-20,1132000,1000000
2013-08-22,2977000,0
2013-08-23,2893000,300000
2013-08-26,-4568000,0
2013-08-27,-7476000,0
2013-08-28,-11833000,2000
2013-08-29,-1998000,0
2013-08-30,7392300,0
2013-09-02,-2235000,0
2013-09-03,-107000,-10744
2013-09-04,-969000,0
2013-09-05,-511000,-5000
2013-09-06,-5253000,0
2013-09-09,-752000,898000
2013-09-10,-1827000,0
2013-09-11,-7956000,-1300000
2013-09-12,2113000,90000
2013-09-13,2349775,-173000
