date,foreign_net,trust_net
2013-01-02,-159000,-2638000
2013-01-03,-1386000,-250450
2013-01-04,-2293000,-127250
2013-01-07,-405050,-1011000
2013-01-08,966219,-4269950
2013-01-09,-1744000,-836850
2013-01-10,-372000,-661250
2013-01-11,-1008500,-354000
2013-01-14,-1334000,-211850
2013-01-15,-1567000,-1618650
2013-01-16,-47800,-517000
2013-01-17,-1217650,165051
2013-01-18,-983650,45000
2013-01-21,894500,655000
2013-01-22,8000,588000
2013-01-23,-761431,1174000
2013-01-24,-1226800,424000
2013-01-25,207184,-33950
2013-01-28,648000,0
2013-01-29,132000,619000
2013-01-30,685000,414500
2013-01-31,612000,-335000
2013-02-01,311006,-475000
2013-02-04,496000,-18000
2013-02-05,1533000,-397000
2013-02-06,117000,-1000
2013-02-18,715622,-1202000
2013-02-19,629245,-542000
2013-02-20,672541,50000
2013-02-21,-104000,-274000
2013-02-22,-1129000,-329000
2013-02-23,-20000,-898250
2013-02-25,-452013,-100000
2013-02-26,-776486,-584000
2013-02-27,693750,-185600
2013-03-01,-299000,-200000
2013-03-04,-173000,-980350
2013-03-05,244000,-641000
2013-03-06,-400000,-1940450
2013-03-07,-680000,-432500
2013-03-08,-230600,-950
2013-03-11,-223000,-162390
2013-03-12,-517693,50000
2013-03-13,-386150,8840
2013-03-14,-593499,0
2013-03-15,156052,-33000
2013-03-18,-388000,4000
2013-03-19,-805000,5000
2013-03-20,-2063873,0
2013-03-21,-477000,-300000
2013-03-22,-11800,-1000
2013-03-25,470000,250000
2013-03-26,24000,1043000
2013-03-27,-113600,1238000
2013-03-28,-572000,85000
2013-03-29,-576000,212000
2013-04-01,205086,809000
2013-04-02,60999,1305000
2013-04-03,-473998,237000
2013-04-08,47950,0
2013-04-09,1461088,230000
2013-04-10,801000,50000
2013-04-11,259370,0
2013-04-12,-958000,-735000
2013-04-15,-188894,119000
2013-04-16,-44533,80000
2013-04-17,-149000,-1099650
2013-04-18,-721000,145000
2013-04-19,-282000,-946117
2013-04-22,61000,0
2013-04-23,-410000,-27000
2013-04-24,-647000,238000
2013-04-25,392650,-91000
2013-04-26,555000,157000
2013-04-29,290000,3000
2013-04-30,-762000,1689000
2013-05-02,-315615,-50000
2013-05-03,-644000,922000
2013-05-06,566000,-39000
2013-05-07,700497,188000
2013-05-08,2003000,638000
2013-05-09,962156,737000
2013-05-10,1210000,-52550
2013-05-13,364330,448000
2013-05-14,-249375,142000
2013-05-15,36890,270000
2013-05-16,928000,-9000
2013-05-17,1421300,190000
2013-05-20,-855000,483000
2013-05-21,13707,291000
2013-05-22,-94920,296000
2013-05-23,758920,483000
2013-05-24,-68000,118000
2013-05-27,101819,-30000
2013-05-28,357000,262000
2013-05-29,1548000,284000
2013-05-30,206000,-194000
2013-05-31,1499277,-135300
2013-06-03,81000,-105000
2013-06-04,0,63000
2013-06-05,189052,0
2013-06-06,-249492,-585000
2013-06-07,571818,-228000
2013-06-10,701300,-440000
2013-06-11,582000,10000
2013-06-13,317000,-206000
2013-06-14,981000,233000
2013-06-17,271284,-218000
2013-06-18,-151000,-1000
2013-06-19,127849,0
2013-06-20,-392800,-200000
2013-06-21,748673,-524300
2013-06-24,-68000,-89000
2013-06-25,-20000,-303000
2013-06-26,591000,-821700
2013-06-27,-11000,-977000
2013-06-28,402000,-310000
2013-07-01,-6000,181000
2013-07-02,188650,-125000
2013-07-03,156000,-100000
2013-07-04,-1059000,-831350
2013-07-05,1033200,-301000
2013-07-08,-104000,235000
2013-07-09,-76000,-35000
2013-07-10,1176000,-78000
2013-07-11,909000,124917
2013-07-12,133000,607000
2013-07-15,505000,447000
2013-07-16,222000,-29000
2013-07-17,-1065000,-110000
2013-07-18,-453000,-792000
2013-07-19,-1152197,137000
2013-07-22,-36497,150000
2013-07-23,432000,302000
2013-07-24,67000,729000
2013-07-25,-88000,666000
2013-07-26,-121000,1024000
2013-07-29,-320000,226000
2013-07-30,-208000,17000
2013-07-31,-611000,98000
2013-08-01,-285000,415150
2013-08-02,-539000,0
2013-08-05,186000,249000
2013-08-06,-267000,758000
2013-08-07,-929650,670000
2013-08-08,-480000,633000
2013-08-09,-589000,871000
2013-08-12,-659000,2397000
2013-08-13,1195000,2720000
2013-08-14,320467,1634000
2013-08-15,-135605,1091800
2013-08-16,-190153,900000
2013-08-19,473000,0
2013-08-20,719000,947000
2013-08-22,6557955,508000
2013-08-23,160000,1211000
2013-08-26,898000,241000
2013-08-27,2499000,180000
2013-08-28,130000,140000
2013-08-29,468000,390000
2013-08-30,264870,61000
2013-09-02,66000,106000
2013-09-03,741000,-212669
2013-09-04,845000,-623000
2013-09-05,819669,-2000
2013-09-06,792000,-268450
2013-09-09,456993,-944500
2013-09-10,1877147,-488000
2013-09-11,1777840,-3000250
2013-09-12,-5235051,-3205000
2013-09-13,490600,-456172
2013-09-14,-66000,-221550
2013-09-16,-54279,-97000
2013-09-17,184000,-1151000
2013-09-18,-1328138,1000
2013-09-23,-314350,-224000
2013-09-24,450310,-712000
2013-09-25,171000,29600
2013-09-26,-118000,-236150
2013-09-27,408001,1000
2013-09-30,-480543,-100000
2013-10-01,-311638,-270000
2013-10-02,905950,6000
2013-10-03,-175851,0
2013-10-04,230850,-105000
2013-10-07,-211601,-457000
2013-10-08,707050,-1108000
2013-10-09,559000,-452000
2013-10-11,-181000,-306000
2013-10-14,275575,-922250
2013-10-15,703000,-1201500
2013-10-16,-1130300,200000
2013-10-17,-583000,18500
2013-10-18,-18000,-500
2013-10-21,-265000,44000
2013-10-22,63000,431000
2013-10-23,-431280,0
2013-10-24,-328450,0
2013-10-25,-54212,45000
2013-10-28,-284700,-59000
2013-10-29,124000,0
2013-10-30,-32000,0
2013-10-31,-216650,-315000
2013-11-01,-436050,-161000
2013-11-04,394000,-250000
2013-11-05,-22250,-61000
2013-11-06,-260000,-140000
2013-11-07,-438050,247000
2013-11-08,-470000,433000
2013-11-11,-206750,203000
2013-11-12,-290000,0
2013-11-13,-312672,2000
2013-11-14,-1136000,246000
2013-11-15,111000,0
2013-11-18,-756000,-67000
2013-11-19,-405000,-126000
2013-11-20,-537137,-212000
2013-11-21,509000,-1295000
2013-11-22,144900,-462000
2013-11-25,-68000,6411
2013-11-26,-145080,-500
2013-11-27,-45900,0
2013-11-28,-137200,325000
2013-11-29,78000,617000
2013-12-02,-402000,245000
2013-12-03,-234575,-100000
2013-12-04,-322600,-320000
2013-12-05,-636550,71000
2013-12-06,-636000,-77000
2013-12-09,-511700,-202000
2013-12-10,836300,-143000
2013-12-11,122000,-106000
2013-12-12,694811,0
2013-12-13,225000,-85000
2013-12-16,-260000,0
2013-12-17,237000,-20000
2013-12-18,-20799,102000
2013-12-19,1329000,35000
2013-12-20,109653,63000
2013-12-23,-64000,-130000
2013-12-24,-318150,13000
2013-12-25,-169000,-2000
2013-12-26,-66000,-100500
2013-12-27,48450,2000
2013-12-30,563996,-593000
2013-12-31,954000,-93000
2014-01-02,1174000,254000
2014-01-03,688000,20000
2014-01-06,-87398,111500
2014-01-07,-102000,380000
2014-01-08,751000,2304000
2014-01-09,2183000,3584000
2014-01-10,1133000,1236000
2014-01-13,1039000,220000
2014-01-14,1035000,-1000
2014-01-15,261000,286000
2014-01-16,187075,-84000
2014-01-17,734000,56000
2014-01-20,370000,790000
2014-01-21,-294045,444000
2014-01-22,482000,183000
2014-01-23,-396000,144000
2014-01-24,795000,-131000
2014-01-27,751799,32000
2014-02-05,-250025,0
2014-02-06,-190000,233000
2014-02-07,323000,-528000
2014-02-10,-15000,-385000
2014-02-11,-255300,43000
2014-02-12,-162750,-55000
2014-02-13,-84000,-68735
2014-02-14,-33922,-150000
2014-02-17,-342500,335000
2014-02-18,182750,0
2014-02-19,279000,-266250
2014-02-20,354000,34000
2014-02-21,50000,0
2014-02-24,-676000,-112000
2014-02-25,73000,-497250
2014-02-26,-205000,88000
2014-02-27,220953,-960000
2014-03-03,-467665,-2197000
2014-03-04,-277000,-1429900
2014-03-05,461000,-1229000
2014-03-06,-1259497,-61000
2014-03-07,-596000,373000
2014-03-10,-132000,-10000
2014-03-11,-353000,-8000
2014-03-12,-219000,-607000
2014-03-13,-284000,-725000
2014-03-14,1000,-124000
2014-03-17,349158,-281000
2014-03-18,-1655,-142000
2014-03-19,1216000,5000
2014-03-20,600693,-127000
2014-03-21,23000,17000
2014-03-24,37000,120000
2014-03-25,-448757,572000
2014-03-26,-287000,89000
2014-03-27,663000,157550
2014-03-28,1469000,79000
2014-03-31,852963,100000
2014-04-01,-17802,191000
2014-04-02,949000,517000
2014-04-03,887000,15000
2014-04-07,534000,234000
2014-04-08,2546000,753000
2014-04-09,-2218000,472000
2014-04-10,-835877,218985
2014-04-11,452000,65000
2014-04-14,1143000,769000
2014-04-15,-1357000,3048000
2014-04-16,-28000,769000
2014-04-17,-754000,932000
2014-04-18,168000,132000
2014-04-21,-946000,2105000
2014-04-22,-1012000,1648000
2014-04-23,-67000,557000
2014-04-24,492500,19000
2014-04-25,799000,12000
2014-04-28,-317105,-632000
2014-04-29,549000,1511000
2014-04-30,-1233000,1041000
2014-05-02,1201000,234000
2014-05-05,-1030000,828000
2014-05-06,-513000,339000
2014-05-07,-813000,329000
2014-05-08,480000,129000
2014-05-09,-301000,-293000
2014-05-12,-588000,531000
2014-05-13,-93000,-23000
2014-05-14,484500,-82000
2014-05-15,273000,150000
2014-05-16,590552,-45000
2014-05-19,345463,166000
2014-05-20,-507081,370000
2014-05-21,-59320,-295000
2014-05-22,1358000,-82000
2014-05-23,-227000,823000
2014-05-26,-567000,305000
2014-05-27,-422000,216000
2014-05-28,564000,72000
2014-05-29,-68000,244000
2014-05-30,1493464,670000
2014-06-03,-245000,413000
2014-06-04,-809000,456000
2014-06-05,-393000,402000
2014-06-06,996000,540000
2014-06-09,900000,-9000
2014-06-10,430608,-249000
2014-06-11,755000,-1000
2014-06-12,753000,100000
2014-06-13,783800,-1000
2014-06-16,2125950,17000
2014-06-17,643000,-2000
2014-06-18,-628000,197000
2014-06-19,727187,47000
2014-06-20,-230728,-229200
2014-06-23,651873,-406000
2014-06-24,228856,23000
2014-06-25,325215,167000
2014-06-26,314407,12000
2014-06-27,578000,10000
2014-06-30,250000,95000
2014-07-01,1042000,-26800
2014-07-02,-75000,13213
2014-07-03,85000,-102000
2014-07-04,609000,-556000
2014-07-07,824902,-74000
2014-07-08,-324000,-507000
2014-07-09,833000,37700
2014-07-10,255000,-210000
2014-07-11,51300,-42000
2014-07-14,662000,0
2014-07-15,332800,-105000
2014-07-16,479000,-24000
2014-07-17,473580,-39000
2014-07-18,1127000,-411000
2014-07-21,731246,99000
2014-07-22,544140,2000
2014-07-24,100000,-115000
2014-07-25,215000,-284000
2014-07-28,717000,-357000
2014-07-29,1362150,-509000
2014-07-30,129000,618000
2014-07-31,-36000,-32000
2014-08-01,94000,-26000
2014-08-04,-128000,-105000
2014-08-05,-1104,-76000
2014-08-06,375000,-145000
2014-08-07,599090,-116000
2014-08-08,77880,-728000
2014-08-11,-140000,401000
2014-08-12,261760,657000
2014-08-13,441000,228000
2014-08-14,-1397688,235000
2014-08-15,-282584,18000
2014-08-18,-59000,182000
2014-08-19,-189185,205000
2014-08-20,-465185,-351000
2014-08-21,-395416,73000
2014-08-22,14531,249000
2014-08-25,-27600,219000
2014-08-26,-905201,232000
2014-08-27,-810000,-91000
2014-08-28,-1241000,-214000
2014-08-29,-1340501,308000
2014-09-01,-1369000,70000
2014-09-02,583000,-320000
2014-09-03,-118088,-276000
2014-09-04,89652,-166000
2014-09-05,-91000,-785000
2014-09-09,-265000,49000
2014-09-10,-288000,-264000
2014-09-11,-904000,-198000
2014-09-12,-180209,-49000
2014-09-15,-454000,648000
2014-09-16,-1503000,26000
2014-09-17,-794000,275000
2014-09-18,-344000,32000
2014-09-19,-1470350,306000
2014-09-22,-509000,20902
2014-09-23,-740000,32000
2014-09-24,-2000,-235000
2014-09-25,-309000,0
2014-09-26,-137060,-439000
2014-09-29,-556000,223000
2014-09-30,-546000,-345000
2014-10-01,-541000,30000
2014-10-02,-395000,-106000
2014-10-03,-277000,-18000
2014-10-06,-923800,-249000
2014-10-07,-187000,-16000
2014-10-08,-928045,-373000
2014-10-09,216215,-379000
2014-10-13,973000,-400000
2014-10-14,113750,-694000
2014-10-15,139000,-2143000
2014-10-16,-394000,-1392000
2014-10-17,962000,-1148000
2014-10-20,872303,-287000
2014-10-21,-577000,536000
2014-10-22,-163000,-36000
2014-10-23,7000,61000
2014-10-24,-775000,-8000
2014-10-27,275500,-10000
2014-10-28,12000,-396000
2014-10-29,366000,-59000
2014-10-30,208000,-19000
2014-10-31,182000,11000
2014-11-03,-436050,-169000
2014-11-04,-396000,-368000
2014-11-05,282000,-753000
2014-11-06,43000,-90000
2014-11-07,51262,-65000
2014-11-10,266000,-240000
2014-11-11,850000,-193000
2014-11-12,397000,-361000
2014-11-13,878481,-226000
2014-11-14,-3000,-100000
2014-11-17,1000,-250000
2014-11-18,473000,-140000
2014-11-19,236000,-82000
2014-11-20,37000,-379000
2014-11-21,-231000,-200500
2014-11-24,450000,-482000
2014-11-25,114749,-1057000
2014-11-26,-31000,-63000
2014-11-27,454000,-101000
2014-11-28,157000,-114000
2014-12-01,-24960,-206000
2014-12-02,-54000,-667000
2014-12-03,232000,-650000
2014-12-04,-2041600,-274000
2014-12-05,-692500,216000
2014-12-08,309000,93000
2014-12-09,1328000,-481000
2014-12-10,186000,-340000
2014-12-11,449000,-12690
2014-12-12,-201000,185000
2014-12-15,-153000,-619000
2014-12-16,-60931,-244000
2014-12-17,-322000,-144000
2014-12-18,-323000,-30000
2014-12-19,-74000,-57000
2014-12-22,168000,159000
2014-12-23,-24000,0
2014-12-24,-27000,-384000
2014-12-25,130000,-131000
2014-12-26,-52000,-112000
2014-12-27,-61000,-263000
2014-12-29,225000,-250000
2014-12-30,95000,-390000
2014-12-31,208738,-66000
2015-01-05,-280000,-33000
2015-01-06,-52000,-228000
2015-01-07,356000,-40000
2015-01-08,862000,-13000
2015-01-09,1202100,438000
2015-01-12,688050,264000
2015-01-13,2071000,284000
2015-01-14,1453000,0
2015-01-15,1224000,-133000
2015-01-16,-232553,-25000
2015-01-19,603000,-50000
2015-01-20,642837,-100000
2015-01-21,205900,157000
2015-01-22,189000,-32000
2015-01-23,1934598,108000
2015-01-26,353954,1026000
2015-01-27,536000,0
2015-01-28,362000,366000
2015-01-29,49000,80000
2015-01-30,-39000,39000
2015-02-02,642000,12000
2015-02-03,428000,50000
2015-02-04,195000,-16000
2015-02-05,-105000,-84000
2015-02-06,363000,0
2015-02-09,359000,0
2015-02-10,909000,-126000
2015-02-11,498000,31000
2015-02-12,-161000,711000
2015-02-13,-567000,237000
2015-02-24,-552200,768000
2015-02-25,646900,1266000
2015-02-26,-291351,910000
2015-03-02,553700,677000
2015-03-03,-353627,1697000
2015-03-04,789000,102000
2015-03-05,695000,830000
2015-03-06,617000,840000
2015-03-09,-630835,698000
2015-03-10,25371,1191000
2015-03-11,278000,322000
2015-03-12,-193897,282572
2015-03-13,-722000,575000
2015-03-16,-110486,274000
2015-03-17,217103,86000
2015-03-18,-846711,772000
2015-03-19,-1110000,-4000
2015-03-20,-2093332,111000
2015-03-23,-620200,13000
2015-03-24,-1370000,-123000
2015-03-25,-858000,297000
2015-03-26,-774000,-8000
2015-03-27,362642,0
2015-03-30,-33600,0
2015-03-31,-835000,6000
2015-04-01,-934000,138000
2015-04-02,-353150,584000
2015-04-07,412000,143000
2015-04-08,-2759761,-27000
2015-04-09,-1453000,342000
2015-04-10,3815000,-68000
2015-04-13,2059160,-5000
2015-04-14,179531,583000
2015-04-15,-234263,15000
2015-04-16,-2073149,-245000
2015-04-17,-396094,-390000
2015-04-20,-322000,-490000
2015-04-21,527322,-373500
2015-04-22,-624393,640000
2015-04-23,2266076,982000
2015-04-24,702153,255000
2015-04-27,721000,-11000
2015-04-28,673000,-70000
2015-04-29,8000,-534000
2015-04-30,15592,-339000
2015-05-04,1739648,-268000
2015-05-05,332000,57000
2015-05-06,238030,-136000
2015-05-07,-1698000,-246000
2015-05-08,-1287242,-203000
2015-05-11,1270000,31000
2015-05-12,252000,22000
2015-05-13,118600,-614000
2015-05-14,294,58000
2015-05-15,-404212,-143000
2015-05-18,225548,282000
2015-05-19,-784000,484000
2015-05-20,-696000,366000
2015-05-21,-291000,232000
2015-05-22,-3065464,530000
2015-05-25,-93000,253000
2015-05-26,184000,-1353000
2015-05-27,32000,-620000
2015-05-28,-148033,-202650
2015-05-29,-365808,-390000
2015-06-01,915609,-18000
2015-06-02,-114966,222000
2015-06-03,-1043000,338000
2015-06-04,2191000,612310
2015-06-05,394000,636000
2015-06-08,-417000,234000
2015-06-09,387887,-353000
2015-06-10,-367000,48000
2015-06-11,-598250,-213000
2015-06-12,367600,-14000
2015-06-15,506000,-306000
2015-06-16,508900,-339135
2015-06-17,357000,69000
2015-06-18,498140,30000
2015-06-22,-311945,-212000
2015-06-23,-417000,35000
2015-06-24,113685,-113500
2015-06-25,277113,129000
2015-06-26,106169,-140000
2015-06-29,-1795651,1137000
2015-06-30,-964720,38000
2015-07-01,-3062000,929000
2015-07-02,-378928,-409000
2015-07-03,-605810,-566000
2015-07-06,80000,-61000
2015-07-07,-1700954,-47000
2015-07-08,2337000,-963000
2015-07-09,580000,310000
2015-07-13,21120,885000
2015-07-14,-413200,731000
2015-07-15,-21817,4000
2015-07-16,1146800,17000
2015-07-17,1333800,51000
2015-07-20,376851,200000
2015-07-21,824000,202000
2015-07-22,740506,-66000
2015-07-23,2333792,-204000
2015-07-24,108000,3000
2015-07-27,-959698,-5000
2015-07-28,1044000,766000
2015-07-29,700550,9000
2015-07-30,-366550,392000
2015-07-31,54069,587000
2015-08-03,-126232,3000
2015-08-04,1805000,170000
2015-08-05,844000,244000
2015-08-06,212900,-598000
2015-08-07,-733600,-351000
2015-08-10,504000,-116000
2015-08-11,-226000,-221000
2015-08-12,-946000,-264000
2015-08-13,-352116,460000
2015-08-14,516000,61000
2015-08-17,-143495,-145000
2015-08-18,-980000,-95000
2015-08-19,-325637,-80000
2015-08-20,-1105252,-925000
2015-08-21,118850,-503000
2015-08-24,-246025,-268000
2015-08-25,721496,198604
2015-08-26,265154,-332000
2015-08-27,-135212,695000
2015-08-28,-1264080,197000
2015-08-31,-1115389,-91000
2015-09-01,-406000,-327000
2015-09-02,153391,-200000
2015-09-03,-794000,-597000
2015-09-04,1230283,-1271000
2015-09-07,-5645,-991000
2015-09-08,1396000,-303000
2015-09-09,684049,390000
2015-09-10,858000,-83000
2015-09-11,753000,70000
2015-09-14,-78000,-501000
2015-09-15,80600,554000
2015-09-16,-851325,-272000
2015-09-17,84000,-203000
2015-09-18,-699052,-25000
2015-09-21,-1011564,352000
2015-09-22,381887,85
2015-09-23,-456285,-18000
2015-09-24,277000,0
2015-09-25,172730,0
2015-09-30,478000,-911000
2015-10-01,265752,-278000
2015-10-02,-107000,-528000
2015-10-05,623110,273000
2015-10-06,455000,-145000
2015-10-07,191000,1000
2015-10-08,3384000,-1525000
2015-10-12,1392732,120000
2015-10-13,441796,-119000
2015-10-14,693400,-68000
2015-10-15,31000,-359000
2015-10-16,1437000,-125000
2015-10-19,-19000,-681050
2015-10-20,877379,-1915000
2015-10-21,951000,-282000
2015-10-22,2663000,-280000
2015-10-23,856294,-217000
2015-10-26,-120000,-301000
2015-10-27,-519784,-483000
2015-10-28,-449870,-747000
2015-10-29,31838,-887000
2015-10-30,1572583,-845000
2015-11-02,787427,-615000
2015-11-03,225092,-439000
2015-11-04,1894291,-21000
2015-11-05,211172,-23000
2015-11-06,-291124,-91000
2015-11-09,528000,33500
2015-11-10,-1227000,-385000
2015-11-11,835000,9000
2015-11-12,62000,-23000
2015-11-13,1172800,53000
2015-11-16,-483489,-6000
2015-11-17,1170000,-450000
2015-11-18,1953000,-84000
2015-11-19,781000,-30000
2015-11-20,821000,-61000
2015-11-23,1313085,-989000
2015-11-24,2072825,-820000
2015-11-25,15000,-366000
2015-11-26,262000,-46000
2015-11-27,376000,-240000
2015-11-30,-62977,0
2015-12-01,-101902,21000
2015-12-02,-32737,-725000
2015-12-03,-318780,35000
2015-12-04,222000,-276000
2015-12-07,384409,5000
2015-12-08,226000,-211000
2015-12-09,1128000,-93000
2015-12-10,313346,-392000
2015-12-11,-37464,-406000
2015-12-14,220173,-40195
2015-12-15,465208,-522000
2015-12-16,1795987,-1749000
2015-12-17,-2836461,-676000
2015-12-18,1502000,-665000
2015-12-21,-2298000,-104750
2015-12-22,-701199,-148000
2015-12-23,-317000,-113000
2015-12-24,-196000,0
2015-12-25,467000,0
2015-12-28,-1590000,-10000
2015-12-29,64000,-41000
2015-12-30,-266858,-476000
2015-12-31,821000,-672000
2016-01-04,-94280,-8000
2016-01-05,-806237,10000
2016-01-06,-1728048,-182000
2016-01-07,-366561,-17000
2016-01-08,-11988,150000
2016-01-11,-1006938,76000
2016-01-12,-1759000,-453000
2016-01-13,-235339,0
2016-01-14,-1375500,48000
2016-01-15,-288700,-630000
2016-01-18,-743000,-484000
2016-01-19,-965453,-136177
2016-01-20,-1046814,-197000
2016-01-21,-1252000,-354000
2016-01-22,-1108000,-162000
2016-01-25,165300,15000
2016-01-26,-495959,-77000
2016-01-27,-1040184,-8000
2016-01-28,-525203,2000
2016-01-29,-238909,79000
2016-01-30,1000,40000
2016-02-01,-1848160,10000
2016-02-02,-1762585,0
2016-02-03,-191907,0
2016-02-05,-280000,0
2016-02-15,-357093,50279
2016-02-16,-139000,-9000
2016-02-17,-912000,0
2016-02-18,111157,0
2016-02-19,-62814,24000
2016-02-22,-61000,-30000
2016-02-23,120584,0
2016-02-24,-571615,-450000
2016-02-25,-90295,-15000
2016-02-26,51430,4000
2016-03-01,1836950,-24000
2016-03-02,4414031,49000
2016-03-03,-217456,325000
2016-03-04,-792000,344000
2016-03-07,-345000,618000
2016-03-08,-324000,-504000
2016-03-09,-429000,0
2016-03-10,444000,-15000
2016-03-11,1073000,-45000
2016-03-14,471000,0
2016-03-15,491000,-250000
2016-03-16,120000,411000
2016-03-17,918000,884000
2016-03-18,-216047,2342000
2016-03-21,1600,168000
2016-03-22,-1658000,205000
2016-03-23,-2545000,-86000
2016-03-24,-3456000,0
2016-03-25,-3023000,0
2016-03-28,-3779000,-128000
2016-03-29,-1905000,-245000
2016-03-30,-3224076,190000
2016-03-31,-1215200,0
2016-04-01,-1436000,7000
2016-04-06,-3576107,7000
2016-04-07,-1609000,0
2016-04-08,-1813000,6000
2016-04-11,-536410,0
2016-04-12,-1937205,-33000
2016-04-13,-553300,-10000
2016-04-14,-1054102,-8000
2016-04-15,-293000,-2000
2016-04-18,-2279300,-22000
2016-04-19,-177778,-306000
2016-04-20,-1744000,-56000
2016-04-21,-83000,0
2016-04-22,-31000,-452000
2016-04-25,130972,-16000
2016-04-26,-1053514,0
2016-04-27,-1540000,10000
2016-04-28,-691000,0
2016-04-29,534000,0
2016-05-03,-717000,0
2016-05-04,-368551,0
2016-05-05,-826301,-545000
2016-05-06,-93000,5000
2016-05-09,-669854,0
2016-05-10,-829000,-50
2016-05-11,-673000,-80000
2016-05-12,-637000,5000
