date,foreign_net,trust_net
2013-01-02,3395730,200000
2013-01-03,2836548,1969000
2013-01-04,-1045968,2555000
2013-01-07,1334722,663000
2013-01-08,-3368000,1040000
2013-01-09,3051484,186000
2013-01-10,5183135,260000
2013-01-11,534000,45000
2013-01-14,2696528,1315000
2013-01-15,1297000,1291000
2013-01-16,450846,-369000
2013-01-17,1727200,-984803
2013-01-18,4839498,-38000
2013-01-21,-6468000,-1492000
2013-01-22,1614895,-3333000
2013-01-23,1680678,43000
2013-01-24,-62770,-39000
2013-01-25,-1087000,-274000
2013-01-28,1333800,100000
2013-01-29,4545700,-1000
2013-01-30,4117264,-265000
2013-01-31,6325481,99000
2013-02-01,5198900,-2300000
2013-02-04,7854727,53000
2013-02-05,5517919,-489000
2013-02-06,180245,-210000
2013-02-18,6859769,-465000
2013-02-19,-1916603,-1275000
2013-02-20,5740476,-1903000
2013-02-21,10116943,-1824000
2013-02-22,7929000,-43000
2013-02-23,-204000,-14000
2013-02-25,-6549883,-1397000
2013-02-26,-5569723,-455000
2013-02-27,-8378700,-149000
2013-03-01,4372000,-1121000
2013-03-04,-7694000,-229000
2013-03-05,-3203938,-1565000
2013-03-06,3860703,-17000
2013-03-07,1133741,0
2013-03-08,927830,-46000
2013-03-11,2157000,-875000
2013-03-12,-1623586,-1217000
2013-03-13,-5375000,-12000
2013-03-14,-3581290,1287000
2013-03-15,-12136760,15629000
2013-03-18,-7229400,-3950000
2013-03-19,-6064041,0
2013-03-20,-13938763,-8000
2013-03-21,-7697104,0
2013-03-22,-4702738,-18000
2013-03-25,-596340,-556000
2013-03-26,-2070354,0
2013-03-27,1525896,-175000
2013-03-28,-10362317,0
2013-03-29,-6709960,-23000
2013-04-01,507398,-8000
2013-04-02,2326041,-63000
2013-04-03,198470,-10000
2013-04-08,-5131486,-15000
2013-04-09,-4631447,-18000
2013-04-10,-7131000,-65000
2013-04-11,-6772983,0
2013-04-12,-1050439,-2000
2013-04-15,-820815,-127000
2013-04-16,2335739,0
2013-04-17,-1671080,24000
2013-04-18,-3042714,0
2013-04-19,-570427,-316027
2013-04-22,1605600,-2865040
2013-04-23,209228,-35000
2013-04-24,2128962,-6000
2013-04-25,3425949,-123000
2013-04-26,5285300,-18000
2013-04-29,1714519,-38000
2013-04-30,-2246148,0
2013-05-02,551323,-1059000
2013-05-03,-270429,-1892103
2013-05-06,-4443916,-618000
2013-05-07,497024,-100000
2013-05-08,5350968,-600000
2013-05-09,-410652,-610000
2013-05-10,1653900,-344000
2013-05-13,-789700,-477000
2013-05-14,2823556,-100000
2013-05-15,4880276,0
2013-05-16,2512432,0
2013-05-17,4759000,-52000
2013-05-20,1476000,-20000
2013-05-21,2172547,-17000
2013-05-22,5447870,-258695
2013-05-23,-2913800,-8000
2013-05-24,-1682208,-40000
2013-05-27,-1990967,-21000
2013-05-28,-4447788,0
2013-05-29,2257000,0
2013-05-30,-8953619,1000
2013-05-31,-683746,4000
2013-06-03,-6036000,0
2013-06-04,-4014000,0
2013-06-05,-7138819,0
2013-06-06,-18871019,0
2013-06-07,-7160898,0
2013-06-10,-870667,0
2013-06-11,-8105354,102000
2013-06-13,-18041033,90000
2013-06-14,-7180380,0
2013-06-17,1251733,-3000
2013-06-18,-6010745,-11000
2013-06-19,-6445408,-2000
2013-06-20,-8466930,0
2013-06-21,-20670654,-169000
2013-06-24,-11982792,-107000
2013-06-25,-6189676,0
2013-06-26,-2062031,-29000
2013-06-27,57047,-2000
2013-06-28,4882341,6000
2013-07-01,1385600,-18000
2013-07-02,-1174072,-331000
2013-07-03,-4366558,-1000
2013-07-04,402208,-57000
2013-07-05,4597535,-663100
2013-07-08,-4985160,0
2013-07-09,5584000,0
2013-07-10,6695905,0
2013-07-11,20234415,-37504
2013-07-12,12638000,-40000
2013-07-15,9004030,0
2013-07-16,14585120,0
2013-07-17,13047581,0
2013-07-18,13981000,-28000
2013-07-19,10479574,-4000
2013-07-22,5166524,1825000
2013-07-23,14794395,3000
2013-07-24,4975480,-53000
2013-07-25,-789007,1000
2013-07-26,6231000,0
2013-07-29,-739000,0
2013-07-30,9227000,93000
2013-07-31,-8122917,173000
2013-08-01,-3204675,0
2013-08-02,7593135,0
2013-08-05,3098047,-24000
2013-08-06,-5583000,0
2013-08-07,6646889,0
2013-08-08,-7091078,0
2013-08-09,-6607322,0
2013-08-12,4609663,0
2013-08-13,5715341,1243000
2013-08-14,-3158989,16000
2013-08-15,-5002929,-5000
2013-08-16,6992474,24000
2013-08-19,1922620,20000
2013-08-20,1121450,613000
2013-08-22,-6830103,159000
2013-08-23,3253000,171000
2013-08-26,6604000,268000
2013-08-27,2244184,0
2013-08-28,2433981,163000
2013-08-29,7604515,0
2013-08-30,653215,17000
2013-09-02,2270010,0
2013-09-03,5456000,-295
2013-09-04,7666080,538000
2013-09-05,8754016,225000
2013-09-06,3493000,21000
2013-09-09,10992000,-5000
2013-09-10,7351280,935000
2013-09-11,11300111,579000
2013-09-12,8826000,29000
2013-09-13,7099651,27000
2013-09-14,1692000,0
2013-09-16,11749000,69000
2013-09-17,6599393,-90000
2013-09-18,4641725,-918000
2013-09-23,8161868,0
2013-09-24,1648298,0
2013-09-25,4619117,1088000
2013-09-26,-1289070,255000
2013-09-27,8335206,-5000
2013-09-30,527115,4000
2013-10-01,-3654208,4000
2013-10-02,-2440490,-275000
2013-10-03,7146478,21000
2013-10-04,5028900,3000
2013-10-07,-1170561,151000
2013-10-08,1629640,0
2013-10-09,1781317,0
2013-10-11,1389000,0
2013-10-14,5177837,0
2013-10-15,2646177,-450000
2013-10-16,3000206,0
2013-10-17,3570000,3000
2013-10-18,2029134,1010000
2013-10-21,-627839,202000
2013-10-22,-5609862,-40000
2013-10-23,1140830,-3000
2013-10-24,1241144,1000
2013-10-25,-3572876,0
2013-10-28,4303420,-91000
2013-10-29,4055127,179000
2013-10-30,4079415,0
2013-10-31,-5731050,1000
2013-11-01,1555283,1000
2013-11-04,-2646746,0
2013-11-05,-1397844,0
2013-11-06,2225187,0
2013-11-07,613000,0
2013-11-08,1795000,-182000
2013-11-11,-1663927,0
2013-11-12,1043992,0
2013-11-13,-11486933,-120000
2013-11-14,-6195350,0
2013-11-15,-1812037,-10
2013-11-18,347217,143000
2013-11-19,1657000,-60000
2013-11-20,-909000,-125000
2013-11-21,-3238869,-47390
2013-11-22,-2499877,-1000
2013-11-25,1857000,5353
2013-11-26,3861957,-2000
2013-11-27,-2735284,196000
2013-11-28,-2760355,0
2013-11-29,3596732,207000
2013-12-02,658020,-26000
2013-12-03,220392,-150000
2013-12-04,925791,347000
2013-12-05,-794406,-125000
2013-12-06,649000,0
2013-12-09,4103162,0
2013-12-10,3945000,211000
2013-12-11,3782437,0
2013-12-12,-1266188,59000
2013-12-13,9622000,344000
2013-12-16,10381713,-30000
2013-12-17,-785249,298000
2013-12-18,602884,125000
2013-12-19,3842540,0
2013-12-20,-6836922,111000
2013-12-23,-4363709,0
2013-12-24,-4536346,3237000
2013-12-25,1325000,815000
2013-12-26,7479320,324000
2013-12-27,1984930,1957000
2013-12-30,5539987,1325000
2013-12-31,2750000,-14000
2014-01-02,-3828000,-73000
2014-01-03,-3789000,-6000
2014-01-06,-6375543,422000
2014-01-07,-1729127,-11000
2014-01-08,-423621,2000
2014-01-09,-1404000,0
2014-01-10,-2975801,-168000
2014-01-13,-1711576,1000000
2014-01-14,-1002264,59000
2014-01-15,6264835,298000
2014-01-16,2011096,0
2014-01-17,-1347869,0
2014-01-20,-880384,0
2014-01-21,272848,63000
2014-01-22,3495000,76000
2014-01-23,-645000,0
2014-01-24,2889000,-24000
2014-01-27,-23977472,-15000
2014-02-05,-40083863,0
2014-02-06,-10602800,932000
2014-02-07,-3785295,359000
2014-02-10,-749670,113000
2014-02-11,1635167,-237000
2014-02-12,462282,-101000
2014-02-13,-3061180,16000
2014-02-14,6511771,-342
2014-02-17,324700,0
2014-02-18,3108980,0
2014-02-19,2163001,-53000
2014-02-20,-7627396,-80000
2014-02-21,3018356,-314000
2014-02-24,-56310,-203000
2014-02-25,-1788983,0
2014-02-26,-1387297,0
2014-02-27,31229,-9000
2014-03-03,-7409943,0
2014-03-04,-2419359,0
2014-03-05,-3289703,-191000
2014-03-06,1858697,-413000
2014-03-07,5951715,-298000
2014-03-10,-3387913,-966000
2014-03-11,-1407160,-1118000
2014-03-12,-4098220,-1109000
2014-03-13,463449,-268000
2014-03-14,-5402030,-11000
2014-03-17,-5849731,-270000
2014-03-18,2135769,-1000
2014-03-19,-270221,0
2014-03-20,-4992972,0
2014-03-21,-8476489,-165000
2014-03-24,5126998,0
2014-03-25,6322147,400000
2014-03-26,-1434826,-759000
2014-03-27,10251981,-506000
2014-03-28,4868118,-19000
2014-03-31,1787135,0
2014-04-01,3544321,-113000
2014-04-02,8921000,0
2014-04-03,3091610,-190000
2014-04-07,652000,-40000
2014-04-08,1926493,-471000
2014-04-09,6248610,-296000
2014-04-10,2031000,25257
2014-04-11,1220111,0
2014-04-14,2745001,0
2014-04-15,7317784,0
2014-04-16,1760000,-3000
2014-04-17,-148000,-6000
2014-04-18,755824,-234000
2014-04-21,192000,-171000
2014-04-22,379000,-407000
2014-04-23,-486068,-14000
2014-04-24,3230925,-100000
2014-04-25,-3903000,0
2014-04-28,-1742000,0
2014-04-29,-4512000,0
2014-04-30,8797768,-510000
2014-05-02,-787817,0
2014-05-05,-3985140,0
2014-05-06,-1763000,-224000
2014-05-07,-6111570,-334000
2014-05-08,-799901,-154000
2014-05-09,2868000,-5000
2014-05-12,-343467,0
2014-05-13,6589008,-3000
2014-05-14,1494000,-76000
2014-05-15,-2835000,-238000
2014-05-16,-6873030,-650000
2014-05-19,-2854652,-409000
2014-05-20,-17532127,-943000
2014-05-21,-540666,-719000
2014-05-22,2822000,-445000
2014-05-23,2356010,0
2014-05-26,-190600,-30000
2014-05-27,-3419000,-228000
2014-05-28,5077300,-118000
2014-05-29,2428118,-14000
2014-05-30,-13048254,-48000
2014-06-03,1522590,-504000
2014-06-04,-7703191,0
2014-06-05,-4367036,0
2014-06-06,-1962004,-3000
2014-06-09,-6310000,-52000
2014-06-10,-3371010,-373000
2014-06-11,-1375579,-52000
2014-06-12,1093864,-36000
2014-06-13,914796,-44000
2014-06-16,-3085931,-42000
2014-06-17,896000,0
2014-06-18,10325900,-15000
2014-06-19,7974565,0
2014-06-20,216868,-766200
2014-06-23,218482,0
2014-06-24,2418391,-98000
2014-06-25,-1912361,-17000
2014-06-26,-4840680,0
2014-06-27,-123000,0
2014-06-30,835669,-91000
2014-07-01,2402000,0
2014-07-02,-1083762,-16676
2014-07-03,-1928795,0
2014-07-04,-6358814,0
2014-07-07,2728377,0
2014-07-08,3772012,-13000
2014-07-09,1840679,0
2014-07-10,-1370729,0
2014-07-11,2366550,-92000
2014-07-14,-1150000,0
2014-07-15,-2357952,-109000
2014-07-16,121636,0
2014-07-17,3430042,79000
2014-07-18,-70255,0
2014-07-21,9302614,0
2014-07-22,5358637,60000
2014-07-24,2611220,2726000
2014-07-25,5217916,3018000
2014-07-28,11533000,1600000
2014-07-29,15531000,73000
2014-07-30,14544020,386000
2014-07-31,1462304,279000
2014-08-01,2088000,89000
2014-08-04,-1885642,-2000
2014-08-05,-5775735,52000
2014-08-06,548573,25000
2014-08-07,-1900990,1849000
2014-08-08,-2920688,958000
2014-08-11,-3178561,653000
2014-08-12,2601881,833000
2014-08-13,8986042,735000
2014-08-14,-4968000,169000
2014-08-15,150368,29000
2014-08-18,3319600,6000
2014-08-19,5773249,255000
2014-08-20,6694110,14000
2014-08-21,2002235,323000
2014-08-22,12391702,0
2014-08-25,2854800,0
2014-08-26,2602089,2000
2014-08-27,9114000,6000
2014-08-28,5528802,142000
2014-08-29,823465,4000
2014-09-01,9280349,0
2014-09-02,4503207,0
2014-09-03,8640298,61000
2014-09-04,5686813,1141000
2014-09-05,3230081,58000
2014-09-09,6094202,300000
2014-09-10,-682555,0
2014-09-11,8883000,-64000
2014-09-12,7060575,84000
2014-09-15,3208000,13000
2014-09-16,284078,32000
2014-09-17,9586148,78000
2014-09-18,18167521,456000
2014-09-19,1730960,81000
2014-09-22,-1784000,131702
2014-09-23,447750,887000
2014-09-24,4257647,210000
2014-09-25,-1461970,150000
2014-09-26,880195,0
2014-09-29,-7871000,365000
2014-09-30,6309575,1018000
2014-10-01,-3478802,30000
2014-10-02,-11609020,183000
2014-10-03,-1230445,90000
2014-10-06,-388251,170000
2014-10-07,4821656,8000
2014-10-08,2900283,7000
2014-10-09,7471720,1514320
2014-10-13,-146160,1592000
2014-10-14,1236465,1018000
2014-10-15,10292022,197000
2014-10-16,6783784,90000
2014-10-17,-10382917,221000
2014-10-20,2040761,131000
2014-10-21,5282643,174000
2014-10-22,3510045,40000
2014-10-23,344845,168000
2014-10-24,-129329,0
2014-10-27,7775551,-813000
2014-10-28,11668000,-800000
2014-10-29,8778536,-786000
