date,foreign_net,trust_net
2023-10-19,-382652,0
2023-10-20,-36741,0
2023-10-23,-59287,0
2023-10-24,15340,0
2023-10-25,67005,0
2023-10-26,71000,0
2023-10-27,-96700,493000
2023-10-30,7500,0
2023-10-31,8000,0
2023-11-01,49000,0
2023-11-02,64995,0
2023-11-03,-13000,0
2023-11-06,10000,0
2023-11-07,284000,-1000
2023-11-08,-118993,-1000
2023-11-09,-14000,-6000
2023-11-10,45000,38000
2023-11-13,-18000,-6000
2023-11-14,26000,-2000
2023-11-15,275000,-13000
2023-11-16,-104000,9000
2023-11-17,-31000,7000
2023-11-20,-32000,5000
2023-11-21,162010,5000
2023-11-22,220899,-1000
2023-11-23,-81945,4000
2023-11-24,63000,1000
2023-11-27,-161000,0
2023-11-28,6000,5000
2023-11-29,54000,3000
2023-11-30,42000,0
2023-12-01,-2000,1000
2023-12-04,100010,148000
2023-12-05,-14000,50000
2023-12-06,5000,0
2023-12-07,62300,-1000
2023-12-08,105000,-2000
2023-12-11,181000,-2000
2023-12-12,-7000,-1000
2023-12-13,75000,50000
2023-12-14,138000,88000
2023-12-15,-76116,13000
2023-12-18,-29000,15000
2023-12-19,-8800,40000
2023-12-20,-28000,-1000
2023-12-21,-31000,-1000
2023-12-22,74000,-2000
2023-12-25,-18000,-1000
2023-12-26,236000,0
2023-12-27,373010,148000
2023-12-28,-123030,-2000
2023-12-29,-208990,-1000
2024-01-02,-261000,0
2024-01-03,11000,0
2024-01-04,-4000,0
2024-01-05,-10000,-40000
2024-01-08,-65000,0
2024-01-09,-84000,1000
2024-01-10,-30000,1000
2024-01-11,-27000,0
2024-01-12,-43000,0
2024-01-15,-78000,0
2024-01-16,41000,-105000
2024-01-17,-161000,0
2024-01-18,196000,0
2024-01-19,45454,-88000
2024-01-22,31000,-51000
2024-01-23,30600,-3000
2024-01-24,344000,-2000
2024-01-25,43000,12000
2024-01-26,105000,0
2024-01-29,-49000,-1000
2024-01-30,-23000,-2000
2024-01-31,106003,-1000
2024-02-01,67000,0
2024-02-02,249000,-1000
2024-02-05,-164000,11000
2024-02-15,982000,126000
2024-02-16,-69000,-4000
2024-02-19,-298000,0
2024-02-20,83990,-4000
2024-02-21,19250,0
2024-02-22,694750,257000
2024-02-23,200500,282500
2024-02-26,249350,37000
2024-02-27,143000,6000
2024-02-29,-441062,30000
2024-03-01,42000,7000
2024-03-04,7600,-2000
2024-03-05,-167000,-3000
2024-03-06,-7000,-2000
2024-03-07,-596980,-5000
2024-03-08,215030,-34000
2024-03-11,-8000,-12000
2024-03-12,-125502,-30000
2024-03-13,-205000,-2000
2024-03-14,-115000,16000
2024-03-15,-121313,-169500
2024-03-18,-244882,15000
2024-03-19,-208667,61000
2024-03-20,-188403,-11000
2024-03-21,-454837,-1000
2024-03-22,190517,20000
2024-03-25,-300456,-56000
2024-03-26,53000,-37000
2024-03-27,-6000,-11000
2024-03-28,-58000,-111000
2024-03-29,88000,-79000
2024-04-01,7000,-7000
2024-04-02,304696,-39000
2024-04-03,136059,0
2024-04-08,-71461,-30000
2024-04-09,44000,-1000
2024-04-10,-16680,-4000
2024-04-11,-84240,2000
2024-04-12,36517,-1000
2024-04-15,-56000,-1000
2024-04-16,260726,300000
2024-04-17,822684,772000
2024-04-18,-9162,611000
2024-04-19,-38891,61000
2024-04-22,-229977,256000
2024-04-23,-332000,26000
2024-04-24,-105000,52000
2024-04-25,19000,7000
2024-04-26,-191089,-85000
2024-04-29,49000,3000
2024-04-30,108960,316000
2024-05-02,66555,154000
2024-05-03,-288373,46000
2024-05-06,-107000,3000
2024-05-07,125000,1000
2024-05-08,895100,146000
2024-05-09,-64000,65000
2024-05-10,-378000,0
2024-05-13,-133800,31000
2024-05-14,-2000,87000
2024-05-15,55000,-41000
2024-05-16,140000,-3000
2024-05-17,61000,41000
2024-05-20,273000,89000
2024-05-21,98419,16000
2024-05-22,1638431,104000
2024-05-23,485033,45000
2024-05-24,128379,85000
2024-05-27,-747070,8000
2024-05-28,101000,1000
2024-05-29,291000,2000
2024-05-30,76865,-34000
2024-05-31,-206000,2000
2024-06-03,-317800,10000
2024-06-04,59200,150000
2024-06-05,-178000,22000
2024-06-06,47000,27000
2024-06-07,84000,129000
2024-06-11,-52000,59000
2024-06-12,178000,142000
2024-06-13,702100,260100
2024-06-14,462961,240000
2024-06-17,53445,307000
2024-06-18,-466858,208000
2024-06-19,-157669,9000
2024-06-20,-74824,-15000
2024-06-21,-210750,9000
2024-06-24,-599972,12000
2024-06-25,-3000,-80000
2024-06-26,-118995,-88000
2024-06-27,-142000,1000
2024-06-28,-211950,-25000
2024-07-01,-998,-50000
2024-07-02,-172000,-169000
2024-07-03,16100,10000
2024-07-04,-255700,-153000
2024-07-05,-130006,-116000
2024-07-08,-46000,-79000
2024-07-09,-253629,-117000
2024-07-10,-56000,-1000
2024-07-11,-354850,-515000
2024-07-12,52970,-536000
2024-07-15,43000,-29000
2024-07-16,-77900,-17000
2024-07-17,-20950,-57000
2024-07-18,-108289,-20000
2024-07-19,218110,-414000
2024-07-22,837000,-1101000
2024-07-23,-81000,-121000
2024-07-26,135752,-167000
2024-07-29,-352950,2000
2024-07-30,2783,-53000
2024-07-31,-116514,-39000
2024-08-01,36000,1000
2024-08-02,-58000,4000
2024-08-05,-196000,-28000
2024-08-06,169000,-161000
2024-08-07,31678,-9000
2024-08-08,77000,0
2024-08-09,-7330,0
2024-08-12,109938,0
2024-08-13,23000,0
2024-08-14,24000,-2000
2024-08-15,50000,1000
2024-08-16,-183000,53000
2024-08-19,43050,-59000
2024-08-20,35055,-3000
2024-08-21,99105,2000
2024-08-22,3000,-40000
2024-08-23,-43995,-47000
2024-08-26,-11000,-1000
2024-08-27,-37000,0
2024-08-28,-81750,0
2024-08-29,21000,0
2024-08-30,-19000,23000
2024-09-02,97172,-34000
2024-09-03,75150,-22000
2024-09-04,-92980,0
2024-09-05,-55845,1000
2024-09-06,102000,0
2024-09-09,-24995,0
2024-09-10,-38000,1000
2024-09-11,146000,0
2024-09-12,-88990,0
2024-09-13,50000,-68000
2024-09-16,21000,-4000
2024-09-18,-405995,-49000
2024-09-19,123000,-201000
2024-09-20,307548,-248000
2024-09-23,26400,68000
2024-09-24,123000,0
2024-09-25,-70250,13000
2024-09-26,163949,160000
2024-09-27,-85010,1000
2024-09-30,2742,0
2024-10-01,-247000,-1000
2024-10-04,229392,0
2024-10-07,-17794,0
2024-10-08,-34994,-3000
2024-10-09,-55000,-1000
2024-10-11,86000,0
2024-10-14,-33000,80000
2024-10-15,55745,-72000
2024-10-16,-144000,-2000
2024-10-17,-71000,-128000
2024-10-18,-65160,3000
2024-10-21,396000,54000
2024-10-22,-166343,-4000
2024-10-23,-32000,5000
2024-10-24,-90000,4000
2024-10-25,-16407,26000
2024-10-28,-439995,-48000
2024-10-29,-62280,26000
2024-10-30,31040,-68000
2024-11-01,56000,0
2024-11-04,-34000,35000
2024-11-05,-48000,1000
2024-11-06,64000,1000
2024-11-07,6524,0
2024-11-08,-69297,0
2024-11-11,15343,1000
2024-11-12,-156000,-1000
2024-11-13,-67000,1000
2024-11-14,-98930,-39000
2024-11-15,88000,-82000
2024-11-18,-93028,2000
2024-11-19,81704,-2000
2024-11-20,-26613,0
2024-11-21,-17319,0
2024-11-22,24000,0
2024-11-25,99176,10000
2024-11-26,-95000,8000
2024-11-27,10980,12000
2024-11-28,14000,2000
2024-11-29,142000,3000
2024-12-02,70000,5000
2024-12-03,417012,234000
2024-12-04,148220,93000
2024-12-05,-36232,79000
2024-12-06,9000,43000
2024-12-09,-35000,22000
2024-12-10,-210990,93000
2024-12-11,148628,95000
2024-12-12,360950,314000
2024-12-13,226970,152000
2024-12-16,-106051,48000
2024-12-17,8000,148000
2024-12-18,-101999,80000
2024-12-19,202342,-146000
2024-12-20,157220,-1000
2024-12-23,31040,-1000
2024-12-24,4998,16000
2024-12-25,142995,272000
2024-12-26,-58000,43000
2024-12-27,55830,26000
2024-12-30,10000,49000
2024-12-31,52000,-2000
2025-01-02,-305900,-96000
2025-01-03,39021,-34000
2025-01-06,106034,0
2025-01-07,121020,-184000
2025-01-08,70050,-157000
2025-01-09,-6071,-57000
2025-01-10,121268,107000
2025-01-13,-266768,0
2025-01-14,-78000,12000
2025-01-15,28000,0
2025-01-16,47182,14000
2025-01-17,-127429,51000
2025-01-20,62000,51000
2025-01-21,-114000,127000
2025-01-22,-99000,226000
2025-02-03,-4094,45000
2025-02-04,43094,39000
2025-02-05,161040,64000
2025-02-06,-107816,147000
2025-02-07,-79083,-22000
2025-02-10,-4134,11000
2025-02-11,245980,126000
2025-02-12,-13376,179000
2025-02-13,43780,95000
