date,foreign_net,trust_net
2013-01-02,-590000,-100000
2013-01-03,-1467000,524000
2013-01-04,-442000,28000
2013-01-07,-71700,-166000
2013-01-08,-251000,-119000
2013-01-09,-91000,-150000
2013-01-10,315000,-3000
2013-01-11,-293100,-85000
2013-01-14,-716390,-128000
2013-01-15,-459044,-617000
2013-01-16,-324563,-715000
2013-01-17,710600,-158434
2013-01-18,125000,1187000
2013-01-21,245000,128000
2013-01-22,375698,-149000
2013-01-23,-987982,300000
2013-01-24,-353861,-126000
2013-01-25,-286747,54000
2013-01-28,215000,47000
2013-01-29,-84480,242000
2013-01-30,543000,0
2013-01-31,-89461,14000
2013-02-01,-399461,-355000
2013-02-04,341000,-36000
2013-02-05,807000,11000
2013-02-06,1580637,16000
2013-02-18,1609373,-82000
2013-02-19,1924740,279000
2013-02-20,2537538,410000
2013-02-21,2103000,-1000
2013-02-22,421000,446000
2013-02-23,0,-59000
2013-02-25,-287911,25000
2013-02-26,236331,100000
2013-02-27,-1050892,784000
2013-03-01,-1466293,551000
2013-03-04,277000,183000
2013-03-05,1332500,662000
2013-03-06,-940000,1866000
2013-03-07,-3373000,1386000
2013-03-08,-3013700,200000
2013-03-11,-3309000,1884000
2013-03-12,-3661761,526000
2013-03-13,875000,388000
2013-03-14,-32726,227000
2013-03-15,2316251,55000
2013-03-18,-1107000,-13000
2013-03-19,-1212000,301000
2013-03-20,-1232569,149000
2013-03-21,1558500,-124000
2013-03-22,985838,4000
2013-03-25,-28500,296000
2013-03-26,81627,-77000
2013-03-27,69000,37000
2013-03-28,-149558,220000
2013-03-29,-482000,87000
2013-04-01,88656,143000
2013-04-02,1381168,0
2013-04-03,689000,525000
2013-04-08,-235328,-185000
2013-04-09,-828927,59000
2013-04-10,-3133000,136000
2013-04-11,-500260,211000
2013-04-12,412300,107000
2013-04-15,-90160,271000
2013-04-16,830656,112000
2013-04-17,-878000,469000
2013-04-18,-872000,334000
2013-04-19,341000,427286
2013-04-22,1085000,326000
2013-04-23,78000,13000
2013-04-24,174000,80000
2013-04-25,-17615,31000
2013-04-26,453125,-71000
2013-04-29,144000,-260000
2013-04-30,266000,443000
2013-05-02,656913,394000
2013-05-03,86000,559000
2013-05-06,106125,66000
2013-05-07,-661723,111000
2013-05-08,-611628,18000
2013-05-09,-1509017,245000
2013-05-10,-7611704,1041000
2013-05-13,242000,-43000
2013-05-14,-1747430,-41000
2013-05-15,-2102800,-73000
2013-05-16,144000,636000
2013-05-17,618484,243000
2013-05-20,-298000,-94000
2013-05-21,-893862,-87000
2013-05-22,-1097000,-475000
2013-05-23,-1566000,-380000
2013-05-24,-1594178,-628000
2013-05-27,-618066,361000
2013-05-28,64000,477000
2013-05-29,-688000,424000
2013-05-30,274000,-24000
2013-05-31,1054138,124000
2013-06-03,367000,10000
2013-06-04,-677000,-87000
2013-06-05,-852049,-92000
2013-06-06,-812263,-350000
2013-06-07,-682862,-516000
2013-06-10,-678325,-222000
2013-06-11,-848983,-320000
2013-06-13,-299000,-288000
2013-06-14,-785000,-558000
2013-06-17,-483121,-202000
2013-06-18,-1456314,-287000
2013-06-19,-995278,156000
2013-06-20,-877303,213000
2013-06-21,-3074078,42000
2013-06-24,-57615,-101000
2013-06-25,201784,15000
2013-06-26,-1835125,436000
