date,foreign_net,trust_net
2013-01-02,23000,0
2013-01-03,-1006000,0
2013-01-04,-182000,-103000
2013-01-07,-408100,-12000
2013-01-08,-116000,129000
2013-01-09,-200000,37000
2013-01-10,773006,0
2013-01-11,267000,-59000
2013-01-14,-207000,-41000
2013-01-15,-168000,-1000
2013-01-16,-319000,-3000
2013-01-17,493000,-312546
2013-01-18,-318009,0
2013-01-21,-93000,-6000
2013-01-22,64482,0
2013-01-23,-481895,0
2013-01-24,-92000,-1000
2013-01-25,-190000,-2000
2013-01-28,34430,-138000
2013-01-29,-214000,-150000
2013-01-30,82400,-146000
2013-01-31,-745000,-386000
2013-02-01,286412,-194000
2013-02-04,489318,-10000
2013-02-05,117000,-9000
2013-02-06,-442285,-11000
2013-02-18,944508,0
2013-02-19,589893,0
2013-02-20,644590,0
2013-02-21,17649,-1000
2013-02-22,-420000,20000
2013-02-23,-11000,-32000
2013-02-25,-757080,-42000
2013-02-26,-64181,-360000
2013-02-27,-44228,-20000
2013-03-01,760090,0
2013-03-04,-764000,17000
2013-03-05,191000,144000
2013-03-06,-94000,-2000
2013-03-07,457000,-38000
2013-03-08,922100,359000
2013-03-11,254000,42000
2013-03-12,-69591,-173000
2013-03-13,178000,-41000
2013-03-14,-308033,179000
2013-03-15,-3235000,3003000
2013-03-18,-2337000,162000
2013-03-19,-2986000,117000
2013-03-20,-3060926,34000
2013-03-21,-506692,458000
2013-03-22,-2361821,-7000
2013-03-25,-355000,0
2013-03-26,-1127000,21000
2013-03-27,-812000,-351000
2013-03-28,-1094000,-39000
2013-03-29,-709000,0
2013-04-01,-108554,0
2013-04-02,-252000,0
2013-04-03,99000,4000
2013-04-08,-1376000,0
2013-04-09,-342479,-137000
2013-04-10,-1197180,-98000
2013-04-11,-854396,-50000
2013-04-12,-1068000,-160000
2013-04-15,-562106,-132000
2013-04-16,-77799,-23000
2013-04-17,-372013,-11000
2013-04-18,269000,0
2013-04-19,-297500,-44123
2013-04-22,-407250,0
2013-04-23,70940,-2000
2013-04-24,-811000,-122000
2013-04-25,-1652250,-197000
2013-04-26,-1089000,-100000
2013-04-29,801000,-170000
2013-04-30,173000,-209000
2013-05-02,121877,-563000
2013-05-03,-431278,-298000
2013-05-06,-302000,-262000
