date,foreign_net,trust_net
2013-01-02,120000,0
2013-01-03,24000,0
2013-01-04,-46000,0
2013-01-07,17000,0
2013-01-08,-72000,0
2013-01-09,133000,0
2013-01-10,54000,0
2013-01-11,-9000,0
2013-01-14,-237000,0
2013-01-15,-188000,0
2013-01-16,-119623,0
2013-01-17,44000,0
2013-01-18,219000,0
2013-01-21,-76000,0
2013-01-22,-27000,0
2013-01-23,-65000,0
2013-01-24,-49000,0
2013-01-25,-78000,0
2013-01-28,18000,0
2013-01-29,32000,0
2013-01-30,172000,0
2013-01-31,-25000,0
2013-02-01,-39000,0
2013-02-04,4000,0
2013-02-05,0,0
2013-02-06,-10000,0
2013-02-18,-21000,0
2013-02-19,27000,0
2013-02-20,13000,0
2013-02-21,-53000,0
2013-02-22,-2000,0
2013-02-25,28000,0
2013-02-26,-72000,0
2013-02-27,-117271,0
2013-03-01,83000,0
2013-03-04,-240000,0
2013-03-05,77000,0
2013-03-06,-23000,0
2013-03-07,-55000,0
2013-03-08,98000,0
2013-03-11,207900,0
2013-03-12,-301000,0
2013-03-13,39000,0
2013-03-14,32000,0
2013-03-15,-95000,0
2013-03-18,-28000,0
2013-03-19,98000,0
2013-03-20,16000,0
2013-03-21,-11000,0
2013-03-22,-55000,0
2013-03-25,114000,0
2013-03-26,22000,0
2013-03-27,-11000,0
2013-03-28,-109000,0
2013-03-29,96000,0
2013-04-01,-73000,0
2013-04-02,87000,0
2013-04-03,-21000,0
2013-04-08,-104000,0
2013-04-09,-8000,0
2013-04-10,-78000,0
2013-04-11,7667,0
2013-04-12,-52000,0
2013-04-15,-38000,0
2013-04-16,73000,0
2013-04-17,2000,0
2013-04-18,-3000,0
2013-04-19,-7000,0
2013-04-22,29000,0
2013-04-23,36000,0
2013-04-24,138000,0
2013-04-25,124000,0
2013-04-26,28000,0
2013-04-29,-8000,0
2013-04-30,57000,0
2013-05-02,159000,0
2013-05-03,249000,0
2013-05-06,-27000,0
2013-05-07,131000,0
2013-05-08,123090,0
2013-05-09,139820,0
2013-05-10,-146000,0
2013-05-13,49000,0
2013-05-14,-18000,0
2013-05-15,40000,0
2013-05-16,28000,0
2013-05-17,198000,0
2013-05-20,-22000,0
2013-05-21,121000,0
2013-05-22,290042,0
2013-05-23,-183000,0
2013-05-24,-17000,0
2013-05-27,2000,0
2013-05-28,21000,0
2013-05-29,54000,0
2013-05-30,-64000,0
2013-05-31,-58000,0
2013-06-03,-65000,0
2013-06-04,174000,0
2013-06-05,88000,0
2013-06-06,97998,0
2013-06-07,157000,0
2013-06-10,87000,0
2013-06-11,-30000,0
2013-06-13,-39000,0
2013-06-14,-124000,0
2013-06-17,-71000,0
2013-06-18,-13000,0
2013-06-19,-44000,0
2013-06-20,-12000,0
2013-06-21,-11000,0
2013-06-24,3000,0
2013-06-25,-5000,0
2013-06-26,29000,0
2013-06-27,-7000,0
2013-06-28,21000,0
2013-07-01,94000,0
2013-07-02,-65119,0
2013-07-03,6000,0
2013-07-04,-67000,0
2013-07-05,-26000,0
2013-07-08,-15000,0
2013-07-09,9000,0
2013-07-10,-4000,0
2013-07-11,-53805,0
2013-07-12,33000,0
2013-07-15,-73000,0
2013-07-16,23000,0
2013-07-17,27000,0
2013-07-18,-99000,0
2013-07-19,6000,0
2013-07-22,-84000,0
2013-07-23,-66000,0
2013-07-24,-26000,0
2013-07-25,-24000,0
2013-07-26,15000,0
2013-07-29,-20000,0
2013-07-30,-53000,0
2013-07-31,-37000,0
2013-08-01,-29000,0
2013-08-02,-70000,0
2013-08-05,-4000,0
2013-08-06,0,0
2013-08-07,-13000,0
2013-08-08,9000,0
2013-08-09,5000,0
2013-08-12,-1421,0
2013-08-13,-77000,0
2013-08-14,-51000,0
2013-08-15,-135000,0
2013-08-16,-31000,0
2013-08-19,-56000,0
2013-08-20,-64000,0
2013-08-22,-43000,0
2013-08-23,66000,0
2013-08-26,20000,0
2013-08-27,-53000,0
2013-08-28,-18000,0
2013-08-29,70000,0
2013-08-30,27000,0
2013-09-02,22000,0
2013-09-03,-9000,0
2013-09-04,-14000,0
2013-09-05,18000,0
2013-09-06,44000,0
2013-09-09,-6000,0
2013-09-10,-10000,0
2013-09-11,1000,0
2013-09-12,15000,0
2013-09-13,2000,0
2013-09-14,0,0
2013-09-16,26000,0
2013-09-17,5000,0
2013-09-18,15000,0
2013-09-23,28000,0
2013-09-24,46000,0
2013-09-25,36000,0
2013-09-26,-22000,0
2013-09-27,258000,0
2013-09-30,526000,0
2013-10-01,369000,0
2013-10-02,-138000,0
2013-10-03,-25000,0
2013-10-04,-86405,0
2013-10-07,-66000,0
2013-10-08,-10000,0
2013-10-09,12000,0
2013-10-11,14000,0
2013-10-14,39000,0
2013-10-15,208000,0
2013-10-16,-64000,0
2013-10-17,2000,0
2013-10-18,97000,0
2013-10-21,-76000,0
2013-10-22,-34000,0
2013-10-23,-43000,0
2013-10-24,94658,0
2013-10-25,-29000,0
2013-10-28,-86000,0
2013-10-29,-10119,0
2013-10-30,-54000,0
2013-10-31,-47000,0
2013-11-01,34000,0
2013-11-04,-2000,0
2013-11-05,0,0
2013-11-06,-50000,0
2013-11-07,16000,0
2013-11-08,-59000,0
2013-11-11,6000,0
2013-11-12,27000,0
2013-11-13,-17000,0
2013-11-14,24000,0
2013-11-15,-61000,0
2013-11-18,-74000,0
2013-11-19,-6000,0
2013-11-20,3000,0
2013-11-21,33000,0
2013-11-22,5000,0
2013-11-25,10544,0
2013-11-26,-8000,0
2013-11-27,-6000,0
2013-11-28,32000,0
2013-11-29,20000,0
2013-12-02,31000,0
2013-12-03,13000,0
2013-12-04,-1000,0
2013-12-05,119000,0
2013-12-06,40000,0
2013-12-09,-37000,0
2013-12-10,67000,0
2013-12-11,-48000,0
2013-12-12,56000,0
2013-12-13,38000,0
2013-12-16,49001,0
2013-12-17,120000,0
2013-12-18,60000,0
2013-12-19,144544,0
2013-12-20,284000,0
2013-12-23,164000,0
2013-12-24,193000,0
2013-12-25,146000,0
2013-12-26,-10000,0
2013-12-27,-65000,0
2013-12-30,88999,0
2013-12-31,38000,0
2014-01-02,-38000,0
2014-01-03,-97000,0
2014-01-06,-25000,0
2014-01-07,302000,0
2014-01-08,1000,0
2014-01-09,267000,0
2014-01-10,437000,0
2014-01-13,-54000,0
2014-01-14,10000,0
2014-01-15,1000,0
2014-01-16,-96000,0
2014-01-17,129000,0
2014-01-20,182595,0
2014-01-21,-50000,0
2014-01-22,20000,0
2014-01-23,-139000,0
2014-01-24,-24000,0
2014-01-27,-107000,0
2014-02-05,52000,0
2014-02-06,-60000,0
2014-02-07,-184000,0
2014-02-10,20000,0
2014-02-11,-7000,0
2014-02-12,-120000,0
2014-02-13,-11000,0
2014-02-14,-74000,0
2014-02-17,-124000,0
2014-02-18,147000,0
2014-02-19,15001,0
2014-02-20,-3999,0
2014-02-21,-19000,0
2014-02-24,6000,0
2014-02-25,-2000,0
2014-02-26,-73000,0
2014-02-27,25000,0
2014-03-03,-74000,0
2014-03-04,-1000,0
2014-03-05,-20000,0
2014-03-06,8000,0
2014-03-07,5000,0
2014-03-10,64000,0
2014-03-11,210000,0
2014-03-12,205000,0
2014-03-13,142000,0
2014-03-14,283000,0
2014-03-17,223000,0
2014-03-18,-267000,0
2014-03-19,-305000,0
2014-03-20,-118000,0
2014-03-21,-80000,0
2014-03-24,244000,0
2014-03-25,219000,0
2014-03-26,-435000,0
2014-03-27,-22000,0
2014-03-28,-152000,0
2014-03-31,208000,0
2014-04-01,197000,0
2014-04-02,-77000,0
2014-04-03,-62000,0
2014-04-07,99000,0
2014-04-08,261000,0
2014-04-09,-330000,0
2014-04-10,-65000,0
2014-04-11,-321303,0
2014-04-14,-259000,0
2014-04-15,-90000,0
2014-04-16,-58000,0
2014-04-17,-108000,0
2014-04-18,-83000,0
2014-04-21,27000,0
2014-04-22,-122000,0
2014-04-23,-162000,0
2014-04-24,-176000,0
2014-04-25,-198000,0
2014-04-28,314000,0
2014-04-29,-306000,0
2014-04-30,-217000,0
2014-05-02,-125000,0
2014-05-05,-177000,0
2014-05-06,-123000,0
2014-05-07,-98000,0
2014-05-08,-66000,0
2014-05-09,-138092,0
2014-05-12,-173000,0
2014-05-13,-76000,0
2014-05-14,-103000,0
2014-05-15,-73000,0
2014-05-16,-72000,0
2014-05-19,55096,0
2014-05-20,7983,0
2014-05-21,56000,0
2014-05-22,64000,0
2014-05-23,9000,0
2014-05-26,87000,0
2014-05-27,-182000,0
2014-05-28,36000,0
2014-05-29,10983,0
2014-05-30,-22000,0
2014-06-03,174000,0
2014-06-04,-289000,0
2014-06-05,-160000,0
2014-06-06,46000,0
2014-06-09,35000,0
2014-06-10,-62171,0
2014-06-11,365000,0
2014-06-12,-87000,0
2014-06-13,43000,0
2014-06-16,56000,0
2014-06-17,-8000,0
2014-06-18,73000,0
2014-06-19,6000,0
2014-06-20,-54000,0
2014-06-23,256000,0
2014-06-24,331000,0
2014-06-25,-12000,0
2014-06-26,-90000,0
2014-06-27,-294000,0
2014-06-30,-110000,0
2014-07-01,-218284,0
2014-07-02,-577000,0
2014-07-03,-128000,0
2014-07-04,-99000,0
2014-07-07,-332000,0
2014-07-08,-43000,0
2014-07-09,-23000,0
2014-07-10,-219000,0
2014-07-11,-71000,0
2014-07-14,135000,0
2014-07-15,-70000,0
2014-07-16,-115000,0
2014-07-17,-228000,0
2014-07-18,-93000,0
2014-07-21,-49000,0
2014-07-22,-38000,0
2014-07-24,-137000,0
2014-07-25,-37000,0
2014-07-28,-56000,0
2014-07-29,17000,0
2014-07-30,154000,0
2014-07-31,47000,0
2014-08-01,-54000,0
2014-08-04,30000,0
2014-08-05,-19000,0
2014-08-06,53000,0
2014-08-07,-197000,0
2014-08-08,-75000,0
2014-08-11,-55000,0
2014-08-12,-74000,0
2014-08-13,184000,0
2014-08-14,-224000,0
2014-08-15,-107000,0
2014-08-18,6000,0
2014-08-19,-122000,0
2014-08-20,-42000,0
2014-08-21,14000,0
2014-08-22,126899,0
2014-08-25,237000,0
2014-08-26,173000,0
2014-08-27,61000,0
2014-08-28,-31024,0
2014-08-29,17000,0
2014-09-01,20000,0
2014-09-02,-60000,0
2014-09-03,-178000,0
2014-09-04,-1000,0
2014-09-05,-107000,0
2014-09-09,8000,0
2014-09-10,75000,0
2014-09-11,45000,0
2014-09-12,139000,0
2014-09-15,4000,0
2014-09-16,-33000,0
2014-09-17,-93000,0
2014-09-18,36000,0
2014-09-19,-23000,0
2014-09-22,36000,0
2014-09-23,-16000,0
2014-09-24,55000,0
2014-09-25,26000,0
2014-09-26,21000,0
2014-09-29,121000,0
2014-09-30,138000,0
2014-10-01,-287000,0
2014-10-02,342000,0
2014-10-03,215000,0
2014-10-06,38000,0
2014-10-07,-22000,0
2014-10-08,-37000,0
2014-10-09,-7000,0
2014-10-13,117000,0
2014-10-14,120000,0
2014-10-15,-53000,0
2014-10-16,282000,0
2014-10-17,-593416,0
2014-11-03,-35000,0
2014-11-04,-194000,0
2014-11-05,-17128,0
2014-11-06,16000,0
2014-11-07,-5000,0
2014-11-10,-60000,0
2014-11-11,-76000,0
2014-11-12,-26000,0
2014-11-13,-179000,0
2014-11-14,-44654,0
2014-11-17,-63345,0
2014-11-18,67000,0
2014-11-19,16000,0
2014-11-20,-34000,0
2014-11-21,69999,0
2014-11-24,-30000,0
2014-11-25,-97000,0
2014-11-26,14000,0
2014-11-27,62000,0
2014-11-28,13000,0
2014-12-01,47799,0
2014-12-02,6000,0
2014-12-03,-65000,0
2014-12-04,-2000,0
2014-12-05,2000,0
2014-12-08,-6000,0
2014-12-09,16000,0
2014-12-10,25000,0
2014-12-11,5000,0
2014-12-12,6000,0
2014-12-15,12000,0
2014-12-16,1259,0
2014-12-17,16000,0
2014-12-18,20000,0
2014-12-19,-74326,0
2014-12-22,-44001,0
2014-12-23,28000,0
2014-12-24,164000,0
2014-12-25,-4000,0
2014-12-26,-2000,0
2014-12-29,23000,0
2014-12-30,-29000,0
2014-12-31,113000,0
2015-01-05,82000,0
2015-01-06,12000,0
2015-01-07,69000,0
2015-01-08,203000,0
2015-01-09,-119000,0
2015-01-12,91000,0
2015-01-13,91000,0
2015-01-14,-24000,0
2015-01-15,18000,0
2015-01-16,-10885,0
2015-01-19,76002,0
2015-01-20,82652,0
2015-01-21,-80000,0
2015-01-22,212000,0
2015-01-23,-146000,0
2015-01-26,7000,0
2015-01-27,4000,0
2015-01-28,-10000,0
2015-01-29,6000,0
2015-01-30,-1000,0
2015-02-02,-12000,0
2015-02-03,-45000,0
2015-02-04,0,0
2015-02-05,0,0
2015-02-06,-31000,0
2015-02-09,19000,0
2015-02-10,-30908,0
2015-02-11,-70000,0
2015-02-12,-1000,0
2015-02-13,-42000,0
2015-02-24,-11000,0
2015-02-25,-100000,0
2015-02-26,-15000,0
2015-03-02,-18403,0
2015-03-03,1038000,0
2015-03-04,890000,0
2015-03-05,-143000,0
2015-03-06,119000,0
2015-03-09,-93000,0
2015-03-10,-19000,0
2015-03-11,-20000,0
2015-03-12,79631,0
2015-03-13,52000,0
2015-03-16,123000,0
2015-03-17,-95000,0
2015-03-18,-11379,0
2015-03-19,-17000,0
2015-03-20,269000,0
2015-03-23,-82238,0
2015-03-24,-83000,0
2015-03-25,-37000,0
2015-03-26,74000,0
2015-03-27,320000,0
2015-03-30,11000,0
2015-03-31,66000,0
2015-04-01,21000,0
2015-04-02,0,0
2015-04-07,110000,0
2015-04-08,215000,0
2015-04-09,20000,0
2015-04-10,9000,0
2015-04-13,94000,0
2015-04-14,193000,0
2015-04-15,-76000,0
2015-04-16,-372000,0
2015-04-17,-79000,0
2015-04-20,-121000,0
2015-04-21,231000,0
2015-04-22,10458,0
2015-04-23,60000,0
2015-04-24,543000,0
2015-04-27,449000,0
2015-04-28,40000,0
2015-04-29,338000,0
2015-04-30,578000,0
2015-05-04,-309000,0
2015-05-05,-4000,0
2015-05-06,119000,0
2015-05-07,-12000,0
2015-05-08,67000,0
2015-05-11,3000,0
2015-05-12,153000,0
2015-05-13,183000,0
2015-05-14,148000,0
2015-05-15,138000,0
2015-05-18,156016,0
2015-05-19,126000,0
2015-05-20,-147000,0
2015-05-21,-98000,0
2015-05-22,-44000,0
2015-05-25,75000,0
2015-05-26,351000,0
2015-05-27,298000,0
2015-05-28,239000,0
2015-05-29,-292000,0
2015-06-01,11000,0
2015-06-02,-8000,0
2015-06-03,150000,0
2015-06-04,88000,0
2015-06-05,139000,0
2015-06-08,-64000,0
2015-06-09,819000,0
2015-06-10,-52000,0
2015-06-11,64000,0
2015-06-12,-36000,0
2015-06-15,-22000,0
2015-06-16,-89000,0
2015-06-17,-203000,0
2015-06-18,-41000,0
2015-06-22,-130000,0
2015-06-23,32000,0
2015-06-24,-139000,0
2015-06-25,-94000,0
2015-06-26,-44000,0
2015-06-29,-56000,0
2015-06-30,90777,0
2015-07-01,110000,0
2015-07-02,-8000,0
2015-07-03,-114000,0
2015-07-06,-15000,0
2015-07-07,-148000,0
2015-07-08,95000,0
2015-07-09,-125000,0
2015-07-13,-13000,0
2015-07-14,112000,0
2015-07-15,358000,0
2015-07-16,88000,0
2015-07-17,16000,0
2015-07-20,209000,0
2015-07-21,46881,0
2015-07-22,-153846,0
2015-07-23,-43154,0
2015-07-24,-28000,0
2015-07-27,28000,0
2015-07-28,473000,0
2015-07-29,7000,0
2015-07-30,-51000,0
2015-07-31,-38000,0
2015-08-03,-110000,0
2015-08-04,418000,0
2015-08-05,312000,0
2015-08-06,-301000,0
2015-08-07,-13000,0
2015-08-10,49000,0
2015-08-11,-317000,0
2015-08-12,-103000,0
2015-08-13,-78000,0
2015-08-14,-89000,0
2015-08-17,33000,0
2015-08-18,-49000,0
2015-08-19,-145000,0
2015-08-20,61000,0
2015-08-21,151000,0
2015-08-24,137000,0
2015-08-25,84000,0
2015-08-26,84000,0
2015-08-27,-32000,0
2015-08-28,104668,0
2015-08-31,-50000,0
2015-09-01,-54000,0
2015-09-02,27000,0
2015-09-03,43742,0
2015-09-04,-86000,0
2015-09-07,125000,0
2015-09-08,81000,0
2015-09-09,140000,0
2015-09-10,185000,0
2015-09-11,339000,0
2015-09-14,-107000,0
2015-09-15,-6000,0
2015-09-16,21000,0
2015-09-17,214119,0
2015-09-18,-9000,0
2015-09-21,-266000,0
2015-09-22,171000,0
2015-09-23,-6000,0
2015-09-24,-23000,0
2015-09-25,-10000,0
2015-09-30,-217000,0
2015-10-01,140000,0
2015-10-02,233000,0
2015-10-05,41000,0
2015-10-06,-566000,0
2015-10-07,354000,0
