date,foreign_net,trust_net
2013-01-02,-1182000,3276000
2013-01-03,-10080000,-3142000
2013-01-04,-6014000,4282000
2013-01-07,-33184800,-4074000
2013-01-08,-23084000,0
2013-01-09,-40030016,-4631000
2013-01-10,-53719897,-796000
2013-01-11,-28111179,-5016000
2013-01-14,-33691000,-400000
2013-01-15,-15627000,-2566000
2013-01-16,-2791473,-4251000
2013-01-17,-19146800,1046815
2013-01-18,-105316724,146000
2013-01-21,-21362000,-4767000
2013-01-22,1842575,-3514000
2013-01-23,-38445801,-1013000
2013-01-24,5574000,-1025000
2013-01-25,-13355000,4354000
2013-01-28,-8228500,-1776000
2013-01-29,-5101600,632000
2013-01-30,-14746190,-900000
2013-01-31,2991678,390000
2013-02-01,-6644000,-2350000
2013-02-04,-6363832,-5474000
2013-02-05,-30018000,-4106000
2013-02-06,13016252,-2513000
2013-02-18,29465000,5343000
2013-02-19,8453000,9662000
2013-02-20,-3107362,7061000
2013-02-21,-1787195,3480000
2013-02-22,3748000,14531000
2013-02-23,-677000,6810000
2013-02-25,6532122,8644000
2013-02-26,2733615,1801000
2013-02-27,-3737618,530000
2013-03-01,170000,688000
2013-03-04,-12857000,1526000
2013-03-05,-6458036,1904000
2013-03-06,-11869000,6505000
2013-03-07,15274509,4093000
2013-03-08,-4043200,451000
2013-03-11,13207500,10594000
2013-03-12,-16146451,5106000
2013-03-13,-8659000,-752000
2013-03-14,-7093279,-1235000
2013-03-15,-24709000,1696000
2013-03-18,-16191150,59000
2013-03-19,-14769255,-2400000
2013-03-20,6845053,-11150000
2013-03-21,-2809660,-609000
2013-03-22,2177904,-1499000
2013-03-25,-1253157,20000
2013-03-26,4328000,2150000
2013-03-27,-17684000,1695000
2013-03-28,-13736470,-128000
2013-03-29,12109000,400000
2013-04-01,5580050,-3095000
2013-04-02,1026000,-23000
2013-04-03,6035000,-903000
2013-04-08,-12937737,-2710000
2013-04-09,-15817992,-7829000
2013-04-10,12275000,-2725000
2013-04-11,5872787,0
2013-04-12,-33000,-1282000
2013-04-15,-2399139,-1840000
2013-04-16,-2539854,-1313000
2013-04-17,-6235000,-1846000
2013-04-18,1309000,235000
2013-04-19,-4865480,-3640804
2013-04-22,-7943000,-1610000
2013-04-23,2989000,-5623000
2013-04-24,10670000,-2629000
2013-04-25,-1085517,-2500000
2013-04-26,-4875000,-4930000
2013-04-29,12741000,571000
2013-04-30,-16027000,491000
2013-05-02,-12228575,10105000
2013-05-03,22257000,-8675000
2013-05-06,-17207375,-1441000
2013-05-07,-10391485,-1315000
2013-05-08,25083535,-2111000
2013-05-09,-5482687,-3730000
2013-05-10,-25809000,969000
2013-05-13,-6729560,820000
2013-05-14,17577123,1145000
2013-05-15,9812700,-307000
2013-05-16,9248000,-829000
2013-05-17,2883000,-1100000
2013-05-20,-966000,-1079000
2013-05-21,-4914591,-1510000
2013-05-22,-13068300,-5694000
2013-05-23,-15007041,-2034000
2013-05-24,13177165,-37000
2013-05-27,8658340,705000
2013-05-28,8735000,0
2013-05-29,14311250,1990000
2013-05-30,-33225520,-4243000
2013-05-31,23672667,2000
2013-06-03,-27354000,-6493000
2013-06-04,-24025000,-9269000
2013-06-05,-8963098,-5521000
2013-06-06,4408154,-2872000
2013-06-07,-11493295,-11311000
2013-06-10,-20185000,-88000
2013-06-11,19259674,-91000
2013-06-13,-19226250,-109000
2013-06-14,-8210917,439000
2013-06-17,-21998242,5000
2013-06-18,-14272966,-4720000
2013-06-19,524714,-3000
2013-06-20,-21260822,-5271000
2013-06-21,-9282225,-17918000
2013-06-24,-42580352,-10663000
2013-06-25,-19463683,-8012000
2013-06-26,-8156469,-2461000
2013-06-27,-15548996,-2000
2013-06-28,16969000,-145000
2013-07-01,-22450000,-1013000
2013-07-02,359866,-3000
2013-07-03,-32356000,-1322000
2013-07-04,-4908060,-667000
2013-07-05,-6475000,303000
2013-07-08,-6316000,-820000
2013-07-09,966000,0
2013-07-10,675000,0
2013-07-11,5171858,45919
2013-07-12,1498000,-30000
2013-07-15,-1314000,-4021000
2013-07-16,990000,0
2013-07-17,1206000,0
2013-07-18,-39305134,-5356000
