date,foreign_net,trust_net
2013-01-02,185000,-100000
2013-01-03,-20000,421000
2013-01-04,240000,197000
2013-01-07,-129900,86000
2013-01-08,-141000,-84000
2013-01-09,28000,-9000
2013-01-10,155000,-180000
2013-01-11,392000,-23000
2013-01-14,65000,0
2013-01-15,4000,119000
2013-01-16,-265000,77000
2013-01-17,-95600,-953404
2013-01-18,691000,-283000
2013-01-21,-84957,-6000
2013-01-22,-46000,-81000
2013-01-23,-87888,-1000
2013-01-24,-65000,-2000
2013-01-25,-187000,-2000
2013-01-28,117100,0
2013-01-29,200050,232000
2013-01-30,37000,177000
2013-01-31,126000,118000
2013-02-01,123000,0
2013-02-04,411000,97000
2013-02-05,26540,-82000
2013-02-06,139000,-134000
2013-02-18,-143469,-132000
2013-02-19,18275,-154000
2013-02-20,309235,250000
2013-02-21,457350,1074000
2013-02-22,22000,289000
2013-02-23,-63000,348000
2013-02-25,-106000,-73000
2013-02-26,-78000,-65000
2013-02-27,47104,0
2013-03-01,104000,-265000
2013-03-04,93000,-401000
2013-03-05,722000,0
2013-03-06,614000,-203000
2013-03-07,268459,-265000
2013-03-08,174800,0
2013-03-11,1000,-250000
2013-03-12,1588,-127500
2013-03-13,-94000,0
2013-03-14,4013,-21000
2013-03-15,-57520,-40000
2013-03-18,-135000,-2000
2013-03-19,-128000,-74000
2013-03-20,-546000,-173370
2013-03-21,-219000,0
2013-03-22,190035,-1000
2013-03-25,38000,0
2013-03-26,-437000,0
2013-03-27,-56000,-52000
2013-03-28,-255000,85000
2013-03-29,98800,0
2013-04-01,66201,-185000
2013-04-02,376200,0
2013-04-03,488000,0
2013-04-08,-242000,0
2013-04-09,-185701,-200000
2013-04-10,-237000,-287000
2013-04-11,-121159,0
2013-04-12,-12000,0
2013-04-15,-217886,-21000
2013-04-16,211043,0
2013-04-17,134000,67000
2013-04-18,-132000,-25000
2013-04-19,-175000,-199552
2013-04-22,-397000,-742000
2013-04-23,-109000,-916000
2013-04-24,175000,-271000
2013-04-25,5000,-1000
2013-04-26,25000,-102000
2013-04-29,56000,-342000
2013-04-30,199000,0
2013-05-02,-574000,15000
2013-05-03,-113588,-4000
2013-05-06,-95656,-302000
2013-05-07,-403309,-340000
2013-05-08,304000,73000
2013-05-09,30709,0
2013-05-10,-53000,-67410
2013-05-13,-109600,196000
2013-05-14,-192000,-2000
2013-05-15,134600,-20000
2013-05-16,129000,-110000
2013-05-17,478200,183000
2013-05-20,226000,105000
2013-05-21,225000,0
2013-05-22,304820,195000
2013-05-23,-1820,190000
2013-05-24,78481,-1000
2013-05-27,-22877,0
2013-05-28,37000,0
2013-05-29,807000,0
2013-05-30,-296000,148000
2013-05-31,-520271,-3500
2013-06-03,205000,0
2013-06-04,110000,0
2013-06-05,-40276,0
2013-06-06,-210570,0
2013-06-07,104403,142000
2013-06-10,-213000,231000
2013-06-11,-242150,123000
2013-06-13,-132834,-11000
2013-06-14,-474000,60000
2013-06-17,139000,0
2013-06-18,146000,10000
2013-06-19,152000,47000
2013-06-20,-51830,0
2013-06-21,-631000,0
2013-06-24,-170050,-162000
2013-06-25,-147000,-55000
2013-06-26,93000,-201000
2013-06-27,-51000,60000
