date,foreign_net,trust_net
2013-01-02,626000,0
2013-01-03,-413000,0
2013-01-04,-496000,641000
2013-01-07,-290800,296000
2013-01-08,-509000,593000
2013-01-09,-105000,477000
2013-01-10,724000,130000
2013-01-11,-21000,236000
2013-01-14,-369856,566000
2013-01-15,-321000,356000
2013-01-16,-195960,2000
2013-01-17,-292700,-101882
2013-01-18,-19000,-571820
2013-01-21,-433000,-233000
2013-01-22,-324231,-20000
2013-01-23,42322,0
2013-01-24,73000,-1000
2013-01-25,61000,-14000
2013-01-28,676000,-330000
2013-01-29,435000,-337000
2013-01-30,885000,-100000
2013-01-31,860000,-74000
2013-02-01,3324000,-350000
2013-02-04,438000,-9000
2013-02-05,54480,95200
2013-02-06,76440,-8000
2013-02-18,487865,0
2013-02-19,149244,-1000
2013-02-20,265209,20000
2013-02-21,275000,0
2013-02-22,398000,-3000
2013-02-23,12000,-539000
2013-02-25,625672,56000
2013-02-26,677074,45000
2013-02-27,468878,-272000
2013-03-01,595000,-581000
2013-03-04,-31000,-47000
2013-03-05,346000,-100000
2013-03-06,511000,-18000
2013-03-07,43718,-2000
2013-03-08,302400,-400
2013-03-11,245000,179000
2013-03-12,915108,167000
2013-03-13,122230,86000
2013-03-14,-324561,-1000
2013-03-15,392322,-9000
2013-03-18,31766,-10000
2013-03-19,129000,0
2013-03-20,-365470,0
2013-03-21,-271786,0
2013-03-22,575174,0
2013-03-25,309210,0
2013-03-26,16458,0
2013-03-27,901000,-6000
2013-03-28,665516,0
2013-03-29,209000,4000
2013-04-01,-36800,39000
2013-04-02,167500,40000
2013-04-03,628795,-116000
2013-04-08,822082,0
2013-04-09,654346,-48000
2013-04-10,1081403,-34000
2013-04-11,188429,0
2013-04-12,346000,0
2013-04-15,392598,-1000
2013-04-16,81140,-59000
2013-04-17,490000,51000
2013-04-18,179000,0
2013-04-19,1854000,1994
2013-04-22,1191000,-55000
2013-04-23,510528,-15000
2013-04-24,1264000,-53000
2013-04-25,1493760,-68000
2013-04-26,197520,-172000
2013-04-29,675800,-98000
2013-04-30,2017320,-312000
2013-05-02,3056362,44000
2013-05-03,330000,204000
2013-05-06,237000,-302000
2013-05-07,567864,-51000
2013-05-08,351455,-47000
2013-05-09,202950,-72000
2013-05-10,222000,-256000
2013-05-13,-450000,8000
2013-05-14,623567,-486000
2013-05-15,1010000,-1460000
2013-05-16,790000,-412000
2013-05-17,364900,0
2013-05-20,473000,-1000
2013-05-21,369507,1000
2013-05-22,-57000,-265000
2013-05-23,-93000,-657680
2013-05-24,435000,-189000
2013-05-27,519089,-311000
2013-05-28,192000,9000
2013-05-29,-13000,-74000
2013-05-30,170000,-206000
2013-05-31,786033,-112000
2013-06-03,411120,4000
2013-06-04,186000,14000
2013-06-05,174931,15000
2013-06-06,-525305,11000
2013-06-07,-361037,3000
2013-06-10,-32000,-15840
2013-06-11,145438,-2000
2013-06-13,-331000,-6000
2013-06-14,-270000,6000
2013-06-17,7740,-15000
2013-06-18,-82000,-2000
2013-06-19,-77309,0
2013-06-20,-156320,0
2013-06-21,-609389,0
2013-06-24,143742,0
2013-06-25,-419000,0
2013-06-26,460000,-1000
2013-06-27,163000,0
2013-06-28,277000,0
2013-07-01,-28000,-1000
2013-07-02,382672,0
2013-07-03,-38200,0
2013-07-04,223000,208000
2013-07-05,411000,48000
2013-07-08,18000,17000
2013-07-09,216308,-31000
2013-07-10,476520,53000
2013-07-11,594000,193774
2013-07-12,201000,0
2013-07-15,457258,0
2013-07-16,-175720,250000
2013-07-17,172000,0
2013-07-18,885000,1000
2013-07-19,771493,-108450
2013-07-22,-273291,-52000
2013-07-23,88910,0
2013-07-24,615000,-254000
2013-07-25,711276,-218100
2013-07-26,214000,-179000
2013-07-29,24000,-151000
2013-07-30,150000,-27000
2013-07-31,18087,-1000
2013-08-01,600,-34000
2013-08-02,137429,-174000
2013-08-05,9000,-31000
2013-08-06,-474000,25000
2013-08-07,-286790,-85000
2013-08-08,14000,0
2013-08-09,-195760,0
2013-08-12,-394000,0
2013-08-13,48000,-10000
2013-08-14,-382345,-11000
2013-08-15,-457582,-62000
2013-08-16,143274,-108000
2013-08-19,140000,-40000
2013-08-20,-34000,-45000
2013-08-22,-617350,-19000
2013-08-23,-283400,-74000
2013-08-26,461000,-29000
2013-08-27,549000,-225000
2013-08-28,948000,-65000
2013-08-29,774100,-40000
2013-08-30,-1012865,-42000
2013-09-02,-416200,-77000
2013-09-03,-128427,-29392
2013-09-04,44000,0
2013-09-05,321353,-1000
2013-09-06,3332,-124000
2013-09-09,191000,0
2013-09-10,-100000,-58000
2013-09-11,30896,1000
2013-09-12,-87430,-70000
2013-09-13,521850,-15294
2013-09-14,43000,0
2013-09-16,177000,1000
2013-09-17,-145000,0
2013-09-18,-783307,-8000
2013-09-23,-288300,0
2013-09-24,322259,-302000
2013-09-25,173550,-193000
2013-09-26,-138300,-53000
2013-09-27,189448,-92000
2013-09-30,-97493,0
2013-10-01,-81592,-47000
2013-10-02,240101,-46000
2013-10-03,879111,-314500
2013-10-04,283100,-121000
2013-10-07,701850,-48000
2013-10-08,38051,0
2013-10-09,128792,0
2013-10-11,177674,0
2013-10-14,143001,0
2013-10-15,199785,-48000
2013-10-16,174950,0
2013-10-17,284000,0
2013-10-18,363000,0
2013-10-21,-31000,0
2013-10-22,809683,-3000
2013-10-23,1016508,0
2013-10-24,554000,0
2013-10-25,210000,-46000
2013-10-28,413000,-47000
2013-10-29,-158250,-500
2013-10-30,-556450,0
2013-10-31,120672,-82000
2013-11-01,-448800,-1000
2013-11-04,-247000,-216000
2013-11-05,55876,0
2013-11-06,-515241,-1000
2013-11-07,-658000,-447300
2013-11-08,432803,0
2013-11-11,76000,-49838
2013-11-12,514000,0
2013-11-13,-213731,1000
2013-11-14,-192000,0
2013-11-15,309000,-48000
2013-11-18,215230,-61392
2013-11-19,-6000,0
2013-11-20,-106318,0
2013-11-21,-194300,-116500
2013-11-22,-83268,0
2013-11-25,-48650,2416
2013-11-26,152748,0
2013-11-27,-87000,0
2013-11-28,571823,-50
2013-11-29,509000,0
2013-12-02,200000,0
2013-12-03,-54303,0
2013-12-04,117000,0
2013-12-05,-9000,0
2013-12-06,50400,0
2013-12-09,282000,-47000
2013-12-10,136000,0
2013-12-11,310000,-47000
2013-12-12,313707,-46000
2013-12-13,103000,-44000
2013-12-16,-71800,-1000
2013-12-17,204000,-45000
2013-12-18,115899,-47000
2013-12-19,123736,-47000
2013-12-20,724022,-48000
