date,foreign_net,trust_net
2013-01-02,372000,300000
2013-01-03,2112998,-5000
2013-01-04,1590000,8000
2013-01-07,-185800,1798000
2013-01-08,225000,5167000
2013-01-09,2057000,750000
2013-01-10,4138000,1000000
2013-01-11,1452000,-5000
2013-01-14,-1539000,0
2013-01-15,2283000,-4000
2013-01-16,1701000,-10000
2013-01-17,2989900,11017
2013-01-18,2813000,0
2013-01-21,45000,-23000
2013-01-22,-34000,-2000
2013-01-23,531361,-4000
2013-01-24,-539000,-9000
2013-01-25,-1298000,-5000
2013-01-28,106000,-2500000
2013-01-29,-195000,-742000
2013-01-30,1359000,0
2013-01-31,286000,0
2013-02-01,-1680000,0
2013-02-04,-683000,-26000
2013-02-05,-1172000,-22000
2013-02-06,-1116000,543000
2013-02-18,654893,-200
2013-02-19,263017,-2505000
2013-02-20,1303000,0
2013-02-21,-4444400,352000
2013-02-22,-119000,-9000
2013-02-23,0,645000
2013-02-25,-1093670,0
2013-02-26,-609180,-2000
2013-02-27,21983,-2224000
2013-03-01,931000,0
2013-03-04,-2161000,0
2013-03-05,-761000,0
2013-03-06,1493000,0
2013-03-07,199461,-12000
2013-03-08,764000,4281000
2013-03-11,-2433000,1099000
2013-03-12,-240751,-3735000
2013-03-13,-603000,-34000
2013-03-14,-1637084,-3000
2013-03-15,-4246204,27000
2013-03-18,-1873000,-8000
2013-03-19,-1913000,0
2013-03-20,-3771791,179000
2013-03-21,-1137379,0
2013-03-22,-1524487,-4000
2013-03-25,-565000,0
2013-03-26,-974000,0
2013-03-27,61000,-1985000
2013-03-28,-409000,-1523000
2013-03-29,832000,-1277000
2013-04-01,1175091,-3000
2013-04-02,399000,0
2013-04-03,711000,0
2013-04-08,-1484000,0
2013-04-09,-924593,0
2013-04-10,-213000,0
2013-04-11,-1423775,-300000
2013-04-12,-1383000,-7000
2013-04-15,-467121,-2152000
2013-04-16,-581059,-1200000
2013-04-17,-2006000,-176000
2013-04-18,-4739100,-804000
2013-04-19,184000,8497
2013-04-22,-959000,-501000
2013-04-23,-922000,-7000
2013-04-24,765000,-201000
2013-04-25,800000,-6000
2013-04-26,548000,-4000
2013-04-29,213000,-1014000
2013-04-30,968000,0
2013-05-02,-1184680,0
2013-05-03,-648300,-659000
2013-05-06,-582625,-1504000
2013-05-07,47378,0
2013-05-08,801582,0
2013-05-09,111099,-3000
2013-05-10,76000,-100000
2013-05-13,-480000,-6000
2013-05-14,402000,-1000
2013-05-15,164000,0
2013-05-16,674000,0
2013-05-17,129000,-1000
2013-05-20,46000,-4000
2013-05-21,94728,0
2013-05-22,-33000,-13000
2013-05-23,-964000,-2000
2013-05-24,-742000,-4000
2013-05-27,-1334383,-2000
2013-05-28,-1777000,0
2013-05-29,-1251000,0
2013-05-30,-3659600,-256700
2013-05-31,856488,-38300
2013-06-03,-1369000,0
2013-06-04,-1344000,-500000
2013-06-05,-1820833,0
2013-06-06,-1135282,0
2013-06-07,-891205,-14000
2013-06-10,-1135000,230000
2013-06-11,-784000,-66000
2013-06-13,-2631811,-63000
2013-06-14,-1688000,234000
2013-06-17,-162145,0
2013-06-18,1581000,-44000
2013-06-19,2216374,-9000
2013-06-20,-870615,419646
2013-06-21,-1044427,1000
2013-06-24,-1320000,-1000
2013-06-25,-312000,0
2013-06-26,817625,-4000
2013-06-27,-641000,102000
2013-06-28,699000,2000
2013-07-01,-127000,-802000
2013-07-02,-245755,10000
2013-07-03,214100,-1000
2013-07-04,282000,2000
2013-07-05,250000,-233000
2013-07-08,-1026000,0
2013-07-09,542000,0
2013-07-10,-253000,0
2013-07-11,1996000,-30435
2013-07-12,474000,-3000
2013-07-15,1138000,0
2013-07-16,815000,0
2013-07-17,534000,300000
2013-07-18,509000,1000
2013-07-19,933548,1000
2013-07-22,471361,0
2013-07-23,1293949,1000
2013-07-24,152000,1000
2013-07-25,-574000,0
2013-07-26,-380000,0
2013-07-29,-593000,0
2013-07-30,773000,17000
2013-07-31,-148000,1300000
2013-08-01,-378000,1400000
2013-08-02,-236000,1053000
2013-08-05,-391000,0
2013-08-06,-2332000,0
2013-08-07,-299000,800000
2013-08-08,-1147000,95000
2013-08-09,-552000,140000
2013-08-12,-311000,0
2013-08-13,-41000,0
2013-08-14,-714949,2000
2013-08-15,-1693816,-1000
2013-08-16,360539,-1000
2013-08-19,-951000,840000
2013-08-20,-899000,1441000
2013-08-22,-1376201,2111000
2013-08-23,-360000,404000
2013-08-26,-1614000,333000
2013-08-27,-1455000,700000
2013-08-28,-1040000,4000
2013-08-29,-613000,0
2013-08-30,1250000,3000
2013-09-02,85000,0
2013-09-03,154000,19472
2013-09-04,832000,0
2013-09-05,4852938,-1570000
2013-09-06,2075000,999000
2013-09-09,-907000,0
2013-09-10,1650000,0
2013-09-11,1728930,207000
2013-09-12,1133000,22000
2013-09-13,677101,22000
2013-09-14,207000,0
2013-09-16,1513000,301000
2013-09-17,495000,0
2013-09-18,-764188,6000
2013-09-23,1887000,-300000
2013-09-24,859835,252500
2013-09-25,286000,322000
2013-09-26,-631780,0
2013-09-27,42950,5000
2013-09-30,-218880,-1698000
2013-10-01,-32244,0
2013-10-02,-905868,-2000
2013-10-03,2358249,2000
2013-10-04,129000,0
2013-10-07,771000,-99000
2013-10-08,-168000,0
2013-10-09,-1221000,0
2013-10-11,-1119000,-390000
2013-10-14,373786,-831000
2013-10-15,893900,0
2013-10-16,283963,0
2013-10-17,172000,-2000
2013-10-18,-1209000,-238000
2013-10-21,-1667000,0
2013-10-22,-433000,-9000
2013-10-23,-227619,-1000
2013-10-24,-892000,400000
2013-10-25,-943008,-1000
2013-10-28,98000,0
2013-10-29,-117000,0
2013-10-30,-61000,0
2013-10-31,-409000,-2000
2013-11-01,-19000,0
2013-11-04,732400,182000
2013-11-05,1162126,0
2013-11-06,901000,0
2013-11-07,32000,0
2013-11-08,-764990,0
2013-11-11,-1029000,0
2013-11-12,-293300,0
2013-11-13,-779111,0
2013-11-14,-280000,0
2013-11-15,-37000,-184000
2013-11-18,-762400,0
2013-11-19,-80000,0
2013-11-20,169181,0
2013-11-21,2082000,-3000
2013-11-22,-265000,1147000
2013-11-25,1526000,450388
2013-11-26,142509,526000
2013-11-27,1752000,1040000
2013-11-28,997000,0
2013-11-29,744000,0
2013-12-02,1030000,-1028000
2013-12-03,756843,-1044000
2013-12-04,690000,-1000
2013-12-05,407000,0
2013-12-06,296000,-1100000
2013-12-09,1410143,-1037000
2013-12-10,763000,-1040000
2013-12-11,1153000,-1027000
2013-12-12,190005,-497000
2013-12-13,787000,0
2013-12-16,561000,871000
2013-12-17,89000,749000
2013-12-18,-92000,500000
2013-12-19,864700,0
2013-12-20,777832,155000
2013-12-23,190000,737000
2013-12-24,982000,339000
2013-12-25,2246000,764000
2013-12-26,568000,1798000
2013-12-27,2907000,125000
2013-12-30,2583999,-16000
2013-12-31,1704000,-2000
2014-01-02,895000,-18000
2014-01-03,717000,-2000
2014-01-06,745000,84000
2014-01-07,651000,83000
2014-01-08,-395000,1000
2014-01-09,3098000,0
2014-01-10,-339000,0
2014-01-13,119000,0
2014-01-14,-650000,1000
2014-01-15,-1058630,-639000
2014-01-16,-861000,0
2014-01-17,-1309000,-1000
2014-01-20,-977000,-1000
2014-01-21,-628308,-3000
2014-01-22,848000,-3000
2014-01-23,-510000,0
2014-01-24,-1017000,-2000
2014-01-27,-1554532,-1000
2014-02-05,-4824500,0
2014-02-06,-2003084,0
2014-02-07,-1253000,0
2014-02-10,-733000,-744000
2014-02-11,-238577,-1000
2014-02-12,-298750,-692000
2014-02-13,-139000,-1145111
2014-02-14,753090,0
2014-02-17,443800,-600000
2014-02-18,1139000,-816000
2014-02-19,685000,-30000
2014-02-20,93000,-33000
2014-02-21,-481916,0
2014-02-24,-1008000,-59000
2014-02-25,314491,0
2014-02-26,-641400,0
2014-02-27,-102676,-629000
2014-03-03,-849000,0
2014-03-04,-1011000,-57000
2014-03-05,-259000,-55000
2014-03-06,-222000,-203000
2014-03-07,-602000,-306000
2014-03-10,150000,-4000
2014-03-11,-790000,-2000
2014-03-12,-118000,-900000
2014-03-13,183647,-1001000
2014-03-14,-422000,-500000
2014-03-17,370000,-1251000
2014-03-18,158000,-417000
2014-03-19,0,0
2014-03-20,-264800,0
2014-03-21,390800,-3000
2014-03-24,252000,-1000
2014-03-25,322600,0
2014-03-26,110000,0
2014-03-27,3235000,0
2014-03-28,1246000,-2000
2014-03-31,462100,0
2014-04-01,437535,86000
2014-04-02,3249000,0
2014-04-03,544000,-36000
2014-04-07,2064000,-2000
2014-04-08,329000,-500000
2014-04-09,1528000,-300000
2014-04-10,1148000,-962395
2014-04-11,536000,-104000
2014-04-14,562000,0
2014-04-15,47000,-1000
2014-04-16,1143000,-2000
2014-04-17,121000,-2000
2014-04-18,118000,-3000
2014-04-21,42000,-5000
2014-04-22,594000,-5000
2014-04-23,-53000,0
2014-04-24,343000,0
2014-04-25,999000,0
2014-04-28,914000,0
2014-04-29,-118000,0
2014-04-30,-55000,-109000
2014-05-02,89000,0
2014-05-05,-497000,0
2014-05-06,-386177,0
2014-05-07,-508000,0
2014-05-08,-126500,0
2014-05-09,-505000,-1000
2014-05-12,-1085012,0
2014-05-13,998000,-1000
2014-05-14,726000,0
2014-05-15,34514,0
2014-05-16,325000,0
2014-05-19,307152,-1000
2014-05-20,-16682,0
2014-05-21,-88000,0
2014-05-22,2190000,0
2014-05-23,2464000,0
2014-05-26,1291000,-3000
2014-05-27,776500,-318000
2014-05-28,2540000,-1000
2014-05-29,195150,-2000
2014-05-30,218522,-3000
2014-06-03,-58000,0
2014-06-04,-1431000,0
2014-06-05,-1099000,0
2014-06-06,-779000,-1000
2014-06-09,-397000,0
2014-06-10,407138,-2000
2014-06-11,-2071500,-6000
2014-06-12,-1247000,1000
2014-06-13,-425000,-6000
2014-06-16,-1183299,-1000
2014-06-17,-992800,0
2014-06-18,-1377000,0
2014-06-19,-1821779,0
2014-06-20,-386000,-1000
2014-06-23,-401210,0
2014-06-24,148907,-2000
2014-06-25,-948166,-2000
2014-06-26,-89652,0
2014-06-27,-133000,0
2014-06-30,-255000,-12000
2014-07-01,841000,0
2014-07-02,-1792000,4565
2014-07-03,-396000,0
2014-07-04,-685000,0
2014-07-07,-3146000,0
2014-07-08,-257000,-3000
2014-07-09,-20000,0
2014-07-10,20916,0
2014-07-11,472000,0
2014-07-14,172000,0
2014-07-15,163354,-4000
2014-07-16,644000,0
2014-07-17,464005,9000
2014-07-18,334200,0
2014-07-21,393000,0
2014-07-22,1019000,7000
2014-07-24,-424000,4000
2014-07-25,170000,2000
2014-07-28,1266000,0
2014-07-29,1967000,2000
2014-07-30,2616000,60000
2014-07-31,-452000,14000
2014-08-01,596000,11000
2014-08-04,356000,0
2014-08-05,-1391416,0
2014-08-06,902000,3000
2014-08-07,-543727,14000
2014-08-08,-960448,19000
2014-08-11,127000,7000
2014-08-12,696297,15000
2014-08-13,3173200,3000
2014-08-14,217000,64000
2014-08-15,4867000,114000
2014-08-18,1471000,0
2014-08-19,2392995,3000
2014-08-20,6238995,1000000
2014-08-21,256000,283000
2014-08-22,7406874,710000
2014-08-25,1895000,350000
2014-08-26,-3155044,1000
2014-08-27,1552000,0
2014-08-28,112000,0
2014-08-29,-170000,0
2014-09-01,965000,0
2014-09-02,1908000,0
2014-09-03,1434000,6000
2014-09-04,1747590,6000
2014-09-05,670000,182000
2014-09-09,1548000,2350000
2014-09-10,-1550600,1500000
2014-09-11,871000,1941000
2014-09-12,-140297,409000
2014-09-15,1301000,1002000
2014-09-16,294000,1000
2014-09-17,661000,5000
2014-09-18,483000,400000
2014-09-19,-346720,0
2014-09-22,-3057000,4447
2014-09-23,-1094000,-774000
2014-09-24,941000,0
2014-09-25,-1000500,0
2014-09-26,-970229,-170000
2014-09-29,-1308000,0
2014-09-30,-519000,11000
2014-10-01,-1715000,0
2014-10-02,-2371000,1000
2014-10-03,-541000,0
2014-10-06,-403111,4000
2014-10-07,486000,1000
2014-10-08,-964000,0
2014-10-09,-694000,-1000
2014-10-13,41000,0
2014-10-14,-526000,500
2014-10-15,-1957000,0
2014-10-16,-1247000,0
2014-10-17,-1739000,181000
2014-10-20,-230600,932000
2014-10-21,-1167000,108000
2014-10-22,1004000,140000
2014-10-23,-581136,-478000
2014-10-24,-17000,0
2014-10-27,727000,0
2014-10-28,1778000,200000
2014-10-29,900000,1139000
2014-10-30,497000,200000
2014-10-31,-22000,190000
2014-11-03,-212000,-4000
2014-11-04,104000,0
2014-11-05,1938792,280000
2014-11-06,-572000,1900000
2014-11-07,-317666,0
2014-11-10,318000,-1450000
2014-11-11,819000,11000
2014-11-12,-1077000,5000
2014-11-13,1859000,80000
2014-11-14,1908000,-571000
2014-11-17,-3551840,-600000
2014-11-18,-5042000,-1200000
2014-11-19,-5190000,0
2014-11-20,-660000,2000
2014-11-21,105000,-1361000
2014-11-24,1596000,-600000
2014-11-25,-1364568,-960000
2014-11-26,-1307000,1000
2014-11-27,-777000,-1000
2014-11-28,-1736000,31000
2014-12-01,-2963800,-139000
2014-12-02,-642000,0
2014-12-03,-440000,49000
2014-12-04,-990000,3457000
2014-12-05,661000,2411000
2014-12-08,296000,1193000
2014-12-09,-7000,1000000
2014-12-10,-247000,0
2014-12-11,497000,2930
2014-12-12,199000,171000
2014-12-15,-589000,6575000
2014-12-16,-274000,-926000
2014-12-17,1919646,0
2014-12-18,4837000,1048000
2014-12-19,4415000,6728000
2014-12-22,-2445000,7074000
2014-12-23,-1194000,6692000
2014-12-24,-2190000,2480000
2014-12-25,-892000,-400000
2014-12-26,1016000,-760000
