date,foreign_net,trust_net
2013-01-02,453000,0
2013-01-03,-970000,-3000
2013-01-04,-18000,-8000
2013-01-07,-34000,-741000
2013-01-08,-25000,-552000
2013-01-09,455000,0
2013-01-10,242005,0
2013-01-11,510000,-10000
2013-01-14,-161076,0
2013-01-15,-553000,-5000
2013-01-16,673000,-8000
2013-01-17,-76000,-13657
2013-01-18,136000,0
2013-01-21,-70000,-21000
2013-01-22,-509000,-1000
2013-01-23,-590386,-1000
2013-01-24,-432000,-8000
2013-01-25,-586000,-2000
2013-01-28,-170000,0
2013-01-29,-1243000,0
2013-01-30,311000,0
2013-01-31,-1771216,-4000
2013-02-01,-59000,0
2013-02-04,-109000,-45000
2013-02-05,83000,-41000
2013-02-06,-76000,-4000
2013-02-18,377000,0
2013-02-19,397000,-1000
2013-02-20,-131710,0
2013-02-21,15000,-2000
2013-02-22,-27000,-3000
2013-02-23,2000,-1000
2013-02-25,-270560,0
2013-02-26,978000,0
2013-02-27,585000,0
2013-03-01,1005000,0
2013-03-04,-244000,0
2013-03-05,192000,0
2013-03-06,37000,0
2013-03-07,228000,0
2013-03-08,-415000,0
2013-03-11,979000,-1000
2013-03-12,1573000,0
2013-03-13,-1075000,-1000
2013-03-14,-450000,-1000
2013-03-15,-1536000,-2000
2013-03-18,-74000,-2000
2013-03-19,-536000,0
2013-03-20,-215000,0
2013-03-21,-130000,0
2013-03-22,43719,0
2013-03-25,18000,0
2013-03-26,-377000,0
2013-03-27,-320000,-28000
2013-03-28,-230000,0
2013-03-29,-37000,0
2013-04-01,272000,0
2013-04-02,304000,0
2013-04-03,30180,0
2013-04-08,-17000,0
2013-04-09,-104000,0
2013-04-10,-1037000,0
2013-04-11,-32000,0
2013-04-12,507000,0
2013-04-15,491000,-1000
2013-04-16,469000,0
2013-04-17,-294000,100000
2013-04-18,51000,-177158
2013-04-19,-64000,-11287
2013-04-22,-797000,0
2013-04-23,-680000,-3000
2013-04-24,-77000,-1000
2013-04-25,605000,-2000
2013-04-26,164000,-3000
2013-04-29,171000,-2000
2013-04-30,228000,0
2013-05-02,295000,0
2013-05-03,36000,-6000
2013-05-06,63000,-3000
2013-05-07,483000,0
2013-05-08,729552,0
2013-05-09,167006,0
2013-05-10,-33000,0
2013-05-13,721000,-3000
2013-05-14,-61000,0
2013-05-15,-77020,0
2013-05-16,79000,0
2013-05-17,250000,0
2013-05-20,-162000,-2000
2013-05-21,-73000,0
2013-05-22,-375320,-10000
2013-05-23,-833850,0
2013-05-24,-347000,-2000
2013-05-27,228445,0
2013-05-28,267150,0
2013-05-29,776000,0
2013-05-30,9000,0
2013-05-31,278714,0
2013-06-03,75000,0
2013-06-04,-615320,0
2013-06-05,251000,0
2013-06-06,-82000,0
2013-06-07,355000,0
2013-06-10,5405,0
2013-06-11,-166000,-59000
2013-06-13,-5000,-56000
2013-06-14,-423000,0
2013-06-17,-272000,0
2013-06-18,-179000,0
2013-06-19,-1125880,0
2013-06-20,436000,0
2013-06-21,38820,0
2013-06-24,-152874,0
2013-06-25,-82000,0
2013-06-26,-7000,0
2013-06-27,-48000,0
2013-06-28,-349000,0
2013-07-01,-439000,0
2013-07-02,-634158,0
2013-07-03,-558040,0
2013-07-04,149000,0
2013-07-05,-9000,-85700
2013-07-08,73000,0
2013-07-09,176000,0
2013-07-10,105000,0
2013-07-11,93000,82908
2013-07-12,183000,0
2013-07-15,297165,0
2013-07-16,93000,0
2013-07-17,-78000,0
2013-07-18,-146000,0
2013-07-19,124000,0
2013-07-22,267000,0
2013-07-23,124000,0
2013-07-24,-9000,0
2013-07-25,-139000,0
2013-07-26,-80000,0
2013-07-29,-8000,0
2013-07-30,192000,0
2013-07-31,2406000,0
2013-08-01,-739000,0
2013-08-02,-2000,0
2013-08-05,61000,0
2013-08-06,-205000,0
2013-08-07,-254000,0
2013-08-08,-384000,0
2013-08-09,-490000,0
2013-08-12,-322054,0
2013-08-13,-239000,0
2013-08-14,-1000,0
2013-08-15,-229000,0
2013-08-16,123000,0
2013-08-19,88000,0
2013-08-20,-252000,0
2013-08-22,-112000,0
2013-08-23,-423089,0
2013-08-26,-9000,0
2013-08-27,-91000,0
2013-08-28,-12000,0
2013-08-29,315000,0
2013-08-30,482000,0
2013-09-02,26000,0
2013-09-03,422000,-7263
2013-09-04,-181000,0
2013-09-05,318000,0
2013-09-06,222000,0
2013-09-09,-39000,0
2013-09-10,12000,0
2013-09-11,215000,0
2013-09-12,453000,0
2013-09-13,-238000,0
2013-09-14,0,0
2013-09-16,97000,0
2013-09-17,-290000,0
2013-09-18,45000,0
