date,foreign_net,trust_net
2013-01-02,-2603000,1070000
2013-01-03,-3404000,2118000
2013-01-04,-3882907,4253220
2013-01-07,-2849100,2148000
2013-01-08,-1783000,-3000
2013-01-09,-1413529,185000
2013-01-10,2731941,60000
2013-01-11,1565927,145000
2013-01-14,61000,182000
2013-01-15,286389,-213000
2013-01-16,-3616031,889000
2013-01-17,-3882480,-605114
2013-01-18,-3717030,94000
2013-01-21,-1863907,-148000
2013-01-22,-2568768,137000
2013-01-23,-3882067,-496000
2013-01-24,-2898610,227000
2013-01-25,-3180282,-336390
2013-01-28,-768045,30000
2013-01-29,-373696,-810260
2013-01-30,-3160316,113600
2013-01-31,-1136559,-69000
2013-02-01,-1407000,248990
2013-02-04,-1268154,282000
2013-02-05,-3087420,-153000
2013-02-06,-3396302,-446000
2013-02-18,185806,-280000
2013-02-19,-2049253,-267480
2013-02-20,3129492,972900
2013-02-21,4719920,2358000
2013-02-22,7791400,1318490
2013-02-23,-158000,1461000
2013-02-25,2391197,2161000
2013-02-26,4049584,1236000
2013-02-27,4433317,1601000
2013-03-01,5907748,520000
2013-03-04,-1494745,93000
2013-03-05,1453723,623000
2013-03-06,6073328,318000
2013-03-07,3542762,0
2013-03-08,2332748,-867000
2013-03-11,3153000,-488000
2013-03-12,1109262,-202000
2013-03-13,6545000,-186000
2013-03-14,2537846,-150200
2013-03-15,2213989,-1633000
2013-03-18,10937200,26000
2013-03-19,574974,100000
2013-03-20,-1182645,-41000
2013-03-21,178355,290000
2013-03-22,1198300,37000
2013-03-25,1836000,20000
2013-03-26,-423738,382000
2013-03-27,-7415000,-3822000
2013-03-28,-5883572,3190000
2013-03-29,-2336000,-407000
2013-04-01,1704200,-535000
2013-04-02,-1209198,-171000
2013-04-03,1810531,-1593000
2013-04-08,-3998658,-580000
2013-04-09,2406597,-836000
2013-04-10,-3182429,826000
2013-04-11,10565275,-921000
2013-04-12,2590920,1385000
2013-04-15,2618301,673000
2013-04-16,2724025,-551000
2013-04-17,836670,1566000
2013-04-18,-2415150,0
2013-04-19,3977330,-703
2013-04-22,-247900,1281000
2013-04-23,910970,42000
2013-04-24,3510363,588000
2013-04-25,461308,1799000
2013-04-26,-312790,-6000
2013-04-29,-399000,-235000
2013-04-30,-296775,-31000
2013-05-02,437524,-97000
2013-05-03,4954517,-593000
2013-05-06,-104688,-867000
2013-05-07,394646,-2000
2013-05-08,7106440,141000
2013-05-09,2480539,42000
2013-05-10,698000,-104000
2013-05-13,-47000,1000
2013-05-14,-106130,-2000
2013-05-15,777387,191000
2013-05-16,-808563,-62000
2013-05-17,2153000,-77000
2013-05-20,3639000,-163000
2013-05-21,2268184,-1401
2013-05-22,1651740,-293000
2013-05-23,3486000,-52000
2013-05-24,1935781,-313000
2013-05-27,2522250,-1257000
2013-05-28,180000,-611000
2013-05-29,1761796,0
2013-05-30,-2680000,-222000
2013-05-31,2050796,-426228
2013-06-03,-4501000,-1084980
2013-06-04,-2573447,-947000
2013-06-05,-1319106,-1552490
2013-06-06,-1777540,-94000
2013-06-07,-1341834,-62000
2013-06-10,452000,-56000
2013-06-11,-4060773,-83000
2013-06-13,502656,-668000
2013-06-14,887000,-606000
2013-06-17,2942283,235000
2013-06-18,-1762860,60000
2013-06-19,-1471896,0
2013-06-20,-1752877,325000
2013-06-21,1445192,-1129000
2013-06-24,-315640,104000
2013-06-25,-1188988,-402000
2013-06-26,2017488,-307000
2013-06-27,694000,-259000
2013-06-28,4375758,-2727000
2013-07-01,3315000,-1463000
2013-07-02,-555409,-1017000
2013-07-03,1760621,-1513000
2013-07-04,235446,-196000
2013-07-05,1085817,-10600
2013-07-08,-234000,-47000
2013-07-09,4100000,-308000
2013-07-10,2225165,0
2013-07-11,4337803,-617293
2013-07-12,1925000,-263000
2013-07-15,6369463,-26000
2013-07-16,7670000,-165000
2013-07-17,3480183,-302000
2013-07-18,5060939,-301000
2013-07-19,5504241,-1044000
2013-07-22,2690856,-708000
2013-07-23,5369470,-1178000
2013-07-24,-7987877,-1101000
2013-07-25,-3181370,-227000
2013-07-26,-2443070,-121000
2013-07-29,-1596000,-40000
2013-07-30,-946585,-1701000
2013-07-31,-5500880,-147000
2013-08-01,-2494663,-223000
2013-08-02,-3201031,-178000
2013-08-05,-2194873,-1000
2013-08-06,-5029000,-130000
2013-08-07,-3496000,-103000
2013-08-08,-6013005,-2800000
2013-08-09,-2634000,-1578000
2013-08-12,-5269960,-2042000
2013-08-13,-7639353,0
2013-08-14,-1036452,7000
2013-08-15,-13548875,-135980
2013-08-16,-3936662,-2023950
2013-08-19,-4371020,-71820
2013-08-20,-1375377,2000
2013-08-22,-5597160,8000
2013-08-23,1231709,30000
2013-08-26,-2875000,114000
2013-08-27,-2210000,-520000
2013-08-28,563660,-28000
2013-08-29,760763,0
2013-08-30,-623249,-660000
2013-09-02,-778070,-600000
2013-09-03,930000,54828
2013-09-04,1748000,0
2013-09-05,798473,-32000
2013-09-06,-1910478,8000
2013-09-09,-50000,-2000
2013-09-10,4145313,78000
2013-09-11,2630558,104000
2013-09-12,2992000,507000
2013-09-13,-6022690,-200000
2013-09-14,731000,-348000
2013-09-16,1015400,53000
2013-09-17,1370639,0
2013-09-18,-1333256,-237000
2013-09-23,-1037135,-30000
2013-09-24,1101225,0
2013-09-25,-2808000,0
2013-09-26,-123702,-1000
2013-09-27,-2757291,0
2013-09-30,-1412212,-956427
2013-10-01,-2902229,21000
2013-10-02,-3235110,62074
2013-10-03,3591210,8000
2013-10-04,-2541544,93000
2013-10-07,260503,-34000
2013-10-08,1010504,0
2013-10-09,308720,-83000
2013-10-11,-9116103,303000
2013-10-14,-445071,-152000
2013-10-15,1513059,-197220
2013-10-16,-6963,149840
2013-10-17,-2730318,-33720
2013-10-18,953590,47000
2013-10-21,406879,-4440
2013-10-22,-1078004,-6000
2013-10-23,321923,-8000
2013-10-24,-840000,0
2013-10-25,-3292887,-786000
2013-10-28,749640,-34000
2013-10-29,1984700,-309600
2013-10-30,2298045,0
2013-10-31,1793016,-14000
2013-11-01,526000,-6220
2013-11-04,-112122,20000
2013-11-05,-1284608,0
2013-11-06,-1269203,-74577
2013-11-07,2298179,-1030000
2013-11-08,1272350,-55000
2013-11-11,-1945000,-191144
2013-11-12,1451000,-1339608
2013-11-13,-1368933,-94000
2013-11-14,-490040,0
2013-11-15,-625493,-5000
2013-11-18,-1730762,0
2013-11-19,-5215680,-359000
2013-11-20,-7515749,-50000
2013-11-21,-15703633,-199000
2013-11-22,-17138720,-184000
2013-11-25,-16509520,-90087
2013-11-26,-21239113,613000
2013-11-27,-3083131,0
2013-11-28,244129,204000
2013-11-29,-1132000,0
2013-12-02,-4018491,-122000
2013-12-03,-2191650,-13000
2013-12-04,-10145405,-94000
2013-12-05,-4318960,-201000
2013-12-06,-1955980,0
2013-12-09,4631018,0
2013-12-10,2151000,25920
2013-12-11,1972601,-1000000
2013-12-12,-866518,161000
2013-12-13,1222000,173000
2013-12-16,1738896,131169
2013-12-17,47449,170100
2013-12-18,-1693999,175000
2013-12-19,-3122505,-49000
2013-12-20,706651,14000
2013-12-23,521073,0
2013-12-24,-1241400,-20000
2013-12-25,-115000,-13000
2013-12-26,-667050,-1000
2013-12-27,-297860,13000
2013-12-30,1621349,4000
2013-12-31,-358055,-6000
2014-01-02,312000,2000
2014-01-03,-772000,-867000
2014-01-06,-176260,-2000
2014-01-07,-1372805,-2000
2014-01-08,-1228000,1000
2014-01-09,-5326310,0
2014-01-10,-2257980,0
2014-01-13,-939551,-191607
2014-01-14,-1852936,2000
2014-01-15,-3249824,-126000
2014-01-16,-4532121,59000
2014-01-17,-3681773,44000
2014-01-20,-3702145,45000
2014-01-21,-7421263,-1031712
2014-01-22,-13318551,-664620
2014-01-23,-7782440,-508000
2014-01-24,-6909073,-418677
2014-01-27,-7067462,0
2014-02-05,-15389447,-2000
2014-02-06,-14179518,-474000
2014-02-07,-6476441,31000
2014-02-10,-4075954,4000
2014-02-11,-3679573,-47000
2014-02-12,-5639931,5000
2014-02-13,-6730519,-73371
2014-02-14,-8198035,-326000
2014-02-17,-4348359,42000
2014-02-18,270200,0
2014-02-19,-237441,-38000
2014-02-20,-3670830,-306805
2014-02-21,1782831,12000
2014-02-24,-1739718,2000000
2014-02-25,-1346928,1000000
2014-02-26,-475552,234000
2014-02-27,3405068,-1000
2014-03-03,-1759000,0
2014-03-04,-2696303,-33000
2014-03-05,-469625,0
2014-03-06,2409214,-102460
2014-03-07,-1347192,-3000
2014-03-10,3194023,-102292
2014-03-11,1211071,0
2014-03-12,1652031,-3000
2014-03-13,4319912,-391000
2014-03-14,14736905,-1000
2014-03-17,156000,3000
2014-03-18,84424,-416400
2014-03-19,-1641000,274000
2014-03-20,-5211164,-4000
2014-03-21,-3693180,300000
2014-03-24,-1156420,0
2014-03-25,-4846385,0
2014-03-26,2185000,0
2014-03-27,1522000,0
2014-03-28,3771980,696000
2014-03-31,5436486,0
2014-04-01,-7682802,-19000
2014-04-02,-4700000,58000
2014-04-03,-899000,-73000
2014-04-07,-2881700,-13000
