date,foreign_net,trust_net
2013-01-02,226000,3000
2013-01-03,-206739,-24000
2013-01-04,-186000,-214000
2013-01-07,-689600,-641000
2013-01-08,-673900,-479000
2013-01-09,-77020,13000
2013-01-10,-9000,-49000
2013-01-11,68000,-21000
2013-01-14,-506000,-259000
2013-01-15,-52598,-184000
2013-01-16,-165000,-72000
2013-01-17,-266800,208874
2013-01-18,-291000,41000
2013-01-21,3000,43000
2013-01-22,-318559,19000
2013-01-23,-151821,153000
2013-01-24,-540693,58000
2013-01-25,164033,17000
2013-01-28,465700,47000
2013-01-29,298000,184000
2013-01-30,77051,49000
2013-01-31,-152183,20000
2013-02-01,367120,97219
2013-02-04,393000,-69000
2013-02-05,398000,9000
2013-02-06,326000,-94000
2013-02-18,246969,-16000
2013-02-19,1014972,0
2013-02-20,223026,65000
2013-02-21,212642,-36000
2013-02-22,158000,-45000
2013-02-23,-38000,-41000
2013-02-25,124165,-74000
2013-02-26,297000,-36000
2013-02-27,-82792,-29000
2013-03-01,342000,-1000
2013-03-04,-22000,-20000
2013-03-05,49000,-107000
2013-03-06,-864190,-662000
2013-03-07,-1106463,-192000
2013-03-08,-50600,1000
2013-03-11,-169000,-235000
2013-03-12,-522321,-157000
2013-03-13,-138000,-101000
2013-03-14,-315949,20000
2013-03-15,54540,104000
2013-03-18,-261500,1300
2013-03-19,-806943,13000
2013-03-20,-226288,-62000
2013-03-21,-4169,-3000
2013-03-22,-59600,-20000
2013-03-25,-90869,-13000
2013-03-26,286016,10000
2013-03-27,412989,106000
2013-03-28,22097,16000
2013-03-29,-23000,-13000
2013-04-01,-94922,26000
2013-04-02,-112606,8000
2013-04-03,124000,-38000
2013-04-08,-161000,-36000
2013-04-09,35504,34000
2013-04-10,-231000,112000
2013-04-11,96500,50000
2013-04-12,-354000,-21000
2013-04-15,-125545,-186000
2013-04-16,-269790,-205000
2013-04-17,-359500,12000
2013-04-18,-917000,-299000
2013-04-19,-1113900,-152363
2013-04-22,-451000,-521000
2013-04-23,-109664,-363000
2013-04-24,-109460,-92620
2013-04-25,-354000,-147000
2013-04-26,399000,187000
2013-04-29,2750950,785000
2013-04-30,877512,385000
2013-05-02,140689,132000
2013-05-03,74900,168000
2013-05-06,581800,391000
2013-05-07,401428,12000
2013-05-08,247180,6000
