date,foreign_net,trust_net
2013-01-02,1836212,0
2013-01-03,1149860,-3000
2013-01-04,-2011000,-10000
2013-01-07,142000,-57000
2013-01-08,282000,0
2013-01-09,-695000,0
2013-01-10,-432000,0
2013-01-11,-311000,-12000
2013-01-14,-112000,0
2013-01-15,119000,-6000
2013-01-16,366000,-10000
2013-01-17,-2662000,-11940
2013-01-18,3236964,0
2013-01-21,-141000,-25000
2013-01-22,2645000,-2000
2013-01-23,953000,-1000
2013-01-24,-359000,-9000
2013-01-25,4938000,-3000
2013-01-28,1530000,0
2013-01-29,293000,0
2013-01-30,1815000,0
2013-01-31,-2771000,-5000
2013-02-01,1328000,0
2013-02-04,1542000,-113000
2013-02-05,1436000,-102000
2013-02-06,1075000,-2000
2013-02-18,-606000,0
2013-02-19,576000,-1000
2013-02-20,1086000,0
2013-02-21,890000,-1000
2013-02-22,1524000,-1000
2013-02-23,51000,-1000
2013-02-25,522000,0
2013-02-26,873000,0
2013-02-27,-1829000,0
2013-03-01,-2887737,0
2013-03-04,-823000,0
2013-03-05,-500000,0
2013-03-06,-890000,0
2013-03-07,-361290,0
2013-03-08,-606000,0
2013-03-11,-3386000,-1000
2013-03-12,-5965000,0
2013-03-13,-9477922,0
2013-03-14,-8963939,-1000
2013-03-15,-10442724,-1000
2013-03-18,-1145974,-1000
2013-03-19,-2691000,0
2013-03-20,-1478000,0
2013-03-21,-1905170,0
2013-03-22,-427921,0
2013-03-25,-491887,0
2013-03-26,635516,0
2013-03-27,837579,-33000
2013-03-28,1614361,0
2013-03-29,-470533,0
2013-04-01,-383000,-1000
2013-04-02,612000,0
2013-04-03,68433,0
2013-04-08,147000,0
2013-04-09,706000,0
2013-04-10,-812339,0
2013-04-11,-1178160,0
2013-04-12,-754000,0
2013-04-15,-232000,0
2013-04-16,-424000,0
2013-04-17,-1441000,-2000
2013-04-18,139470,0
2013-04-19,-856880,22630
2013-04-22,420300,0
2013-04-23,1321000,0
2013-04-24,1708000,-1000
2013-04-25,45487,0
2013-04-26,-157800,-1000
2013-04-29,253000,0
2013-04-30,5291480,0
2013-05-02,484000,0
2013-05-03,-319000,-2000
2013-05-06,81000,0
2013-05-07,143600,0
2013-05-08,-1215370,0
2013-05-09,-306440,0
2013-05-10,-92000,0
2013-05-13,-593500,-1000
2013-05-14,-448000,0
2013-05-15,-32105,0
2013-05-16,-728600,0
2013-05-17,-517000,0
2013-05-20,-609000,0
2013-05-21,-474000,0
2013-05-22,-421000,-2000
2013-05-23,-5215331,0
2013-05-24,1138000,-1000
2013-05-27,291000,0
2013-05-28,-557000,0
2013-05-29,863000,0
2013-05-30,241000,0
2013-05-31,734431,0
2013-06-03,1346000,0
2013-06-04,-195000,0
2013-06-05,305000,0
2013-06-06,346732,0
2013-06-07,-272000,0
2013-06-10,-221000,0
2013-06-11,471414,-22000
2013-06-13,-125000,-21000
2013-06-14,78000,0
2013-06-17,791573,0
2013-06-18,131392,0
2013-06-19,-314713,0
2013-06-20,565000,0
2013-06-21,1216000,0
2013-06-24,165000,0
2013-06-25,-138866,0
2013-06-26,-395000,0
2013-06-27,-82000,0
2013-06-28,101000,0
2013-07-01,475515,0
2013-07-02,-121000,0
2013-07-03,653000,0
2013-07-04,716000,0
2013-07-05,220574,0
2013-07-08,-420000,0
2013-07-09,442000,0
2013-07-10,479000,0
2013-07-11,476000,-46513
2013-07-12,291000,0
2013-07-15,527000,0
2013-07-16,-1114393,0
2013-07-17,-50755,0
2013-07-18,243000,0
2013-07-19,503000,0
2013-07-22,365000,0
2013-07-23,-1428000,0
2013-07-24,-393000,0
2013-07-25,-315000,0
2013-07-26,-655000,0
2013-07-29,-286000,0
2013-07-30,290982,0
2013-07-31,4264000,0
2013-08-01,-422000,0
2013-08-02,61000,0
2013-08-05,493000,0
2013-08-06,232000,0
2013-08-07,-251000,0
2013-08-08,-104000,0
2013-08-09,-289000,0
2013-08-12,-180715,0
2013-08-13,-56000,0
2013-08-14,-345000,0
2013-08-15,-431000,0
2013-08-16,509000,0
2013-08-19,-242000,0
2013-08-20,-733000,0
2013-08-22,11000,0
2013-08-23,-66000,0
2013-08-26,-93000,0
2013-08-27,-173000,0
2013-08-28,-265000,0
2013-08-29,158000,0
2013-08-30,264000,0
2013-09-02,173000,0
2013-09-03,306000,4058
2013-09-04,699000,0
2013-09-05,526000,0
2013-09-06,222000,0
2013-09-09,127000,0
2013-09-10,402000,0
2013-09-11,51000,0
2013-09-12,-342000,0
2013-09-13,294000,0
2013-09-14,-2000,0
2013-09-16,442000,0
2013-09-17,9000,0
2013-09-18,203000,0
2013-09-23,45000,0
2013-09-24,167573,0
2013-09-25,750086,0
2013-09-26,409000,0
