date,foreign_net,trust_net
2015-07-22,-348782,0
2015-07-23,-121752,0
2015-07-24,5000,30000
2015-07-27,-13700,0
2015-07-28,75300,18000
2015-07-29,150300,260000
2015-07-30,157300,154000
2015-07-31,-73000,78000
2015-08-03,-82000,85000
2015-08-04,278300,110000
2015-08-05,26300,124000
2015-08-06,-29000,169000
2015-08-07,-129000,131000
2015-08-10,56000,208000
2015-08-11,-8000,125000
2015-08-12,72300,84000
2015-08-13,75300,136000
2015-08-14,18300,77000
2015-08-17,43300,50000
2015-08-18,102000,9000
2015-08-19,-13000,9000
2015-08-20,-65000,-8000
2015-08-21,-19000,0
2015-08-24,187300,-16000
2015-08-25,-48700,24000
2015-08-26,-70700,3000
2015-08-27,-37700,103000
2015-08-28,-14700,-30000
2015-08-31,-17700,67000
2015-09-01,-46000,115000
2015-09-02,3000,30000
2015-09-03,120000,99000
2015-09-04,-51000,230000
2015-09-07,91000,30000
2015-09-08,26000,45000
2015-09-09,0,95000
2015-09-10,74000,0
2015-09-11,-52000,0
2015-09-14,34000,3000
2015-09-15,-40000,0
2015-09-16,-6000,63000
2015-09-17,-39000,65000
2015-09-18,53600,3000
2015-09-21,-38000,66000
2015-09-22,262000,166000
2015-09-23,-135000,42000
2015-09-24,11000,37000
2015-09-25,37000,18000
2015-09-30,-42000,65000
2015-10-01,-34000,104000
2015-10-02,105000,301000
2015-10-05,154000,161000
2015-10-06,-77750,179000
2015-10-07,2500,0
2015-10-08,-34600,-7000
2015-10-12,-213300,-2550
2015-10-13,-65349,-34150
2015-10-14,-50850,-60000
2015-10-15,-28800,-40000
2015-10-16,22000,-41250
2015-10-19,-30000,-20800
2015-10-20,-240000,-102000
2015-10-21,30000,-204150
2015-10-22,26500,0
2015-10-23,97000,20000
2015-10-26,-24500,0
2015-10-27,-27000,-91500
2015-10-28,17000,-5000
2015-10-29,36650,235000
2015-10-30,63000,22750
2015-11-02,102000,24000
2015-11-03,145000,-4000
2015-11-04,967900,4000
2015-11-05,394000,22000
2015-11-06,151650,0
2015-11-09,119000,10000
2015-11-10,95000,-4000
2015-11-11,167000,-37000
2015-11-12,167000,-11000
2015-11-13,447000,0
2015-11-16,-6001,-13000
2015-11-17,155000,0
2015-11-18,262000,79000
2015-11-19,244000,-26000
2015-11-20,-31600,-93500
2015-11-23,139784,-294200
2015-11-24,-80000,-352000
2015-11-25,-134000,-47450
2015-11-26,-28000,4000
2015-11-27,4000,-100000
2015-11-30,89000,90000
2015-12-01,210550,-11350
2015-12-02,31000,-14000
2015-12-03,-37000,50450
2015-12-04,97000,17000
2015-12-07,46000,140000
2015-12-08,90000,70000
2015-12-09,170000,-27100
2015-12-10,253000,1000
2015-12-11,771000,8000
2015-12-14,154000,10000
2015-12-15,776000,128000
2015-12-16,149056,37000
2015-12-17,221000,-47500
2015-12-18,539800,66000
2015-12-21,199730,3000
2015-12-22,50000,6000
2015-12-23,-164000,3000
2015-12-24,158000,4000
2015-12-25,-27000,-12250
2015-12-28,-39000,0
2015-12-29,90000,-64000
2015-12-30,-100000,-31000
2015-12-31,83000,-75000
2016-01-04,23000,-32000
2016-01-05,50700,297000
2016-01-06,37000,58000
2016-01-07,-74000,248000
2016-01-08,236026,-15000
2016-01-11,-115000,6000
2016-01-12,67000,12000
2016-01-13,204750,-3600
2016-01-14,-184062,-9000
2016-01-15,123000,0
2016-01-18,133000,2000
2016-01-19,-36000,46000
2016-01-20,119000,55000
2016-01-21,280000,86000
2016-01-22,75000,2000
2016-01-25,-8000,8000
2016-01-26,236000,50000
2016-01-27,167000,-66000
2016-01-28,162000,-136000
2016-01-29,304950,-89000
