date,foreign_net,trust_net
2013-01-02,166034,-890000
2013-01-03,309000,-2000
2013-01-04,-5022861,-6000
2013-01-07,-5898800,-17000
2013-01-08,-507000,-517000
2013-01-09,1135000,-1006000
2013-01-10,308000,111000
2013-01-11,747466,277192
2013-01-14,812850,704000
2013-01-15,3855883,3573000
2013-01-16,-423299,85000
2013-01-17,4520700,1056914
2013-01-18,2575268,9000
2013-01-21,4226716,-10000
2013-01-22,2408083,-82000
2013-01-23,1004989,119000
2013-01-24,135000,-3000
2013-01-25,710678,-55000
2013-01-28,502000,-40000
2013-01-29,2228000,-71000
2013-01-30,1264000,-29000
2013-01-31,438377,238000
2013-02-01,2707000,-370000
2013-02-04,4399000,176000
2013-02-05,4701000,461000
2013-02-06,4198567,-108000
2013-02-18,5141557,12000
2013-02-19,2533693,-411000
2013-02-20,1142151,-1565000
2013-02-21,1880634,-1545000
2013-02-22,1548000,-10000
2013-02-23,-1000,-2000
2013-02-25,17646,0
2013-02-26,754744,-516000
2013-02-27,1461479,-440000
2013-03-01,-1324251,0
2013-03-04,-626000,0
2013-03-05,648000,204000
2013-03-06,-2345100,0
2013-03-07,-760523,-105000
2013-03-08,-352700,-16000
2013-03-11,213000,-49000
2013-03-12,-252637,-157000
2013-03-13,62933,-2000
2013-03-14,-1295739,-166000
2013-03-15,-761902,-1039000
2013-03-18,-3676000,-224000
2013-03-19,-2365753,-466000
2013-03-20,-2116895,0
2013-03-21,-2990000,0
2013-03-22,-1434790,-1000
2013-03-25,-804000,0
2013-03-26,-840301,-100000
2013-03-27,-876012,-679000
2013-03-28,-2391204,-2115000
2013-03-29,518000,-111000
2013-04-01,-308021,-1000
2013-04-02,-2073578,-56000
2013-04-03,-2063240,-105000
2013-04-08,-2601000,17000
2013-04-09,-5658339,-12000
2013-04-10,-3702464,-214000
2013-04-11,2309739,0
2013-04-12,507000,-503000
2013-04-15,446147,9000
2013-04-16,528739,0
2013-04-17,-1896588,-176000
2013-04-18,-1809000,-172747
2013-04-19,-556000,4443
2013-04-22,-2941732,-12969
2013-04-23,-2041000,-4000
2013-04-24,-1369950,-1000
2013-04-25,-574588,-2000
2013-04-26,476964,-177000
2013-04-29,26952,-1000
2013-04-30,573000,-670000
2013-05-02,-1658782,0
2013-05-03,-2608824,-297000
2013-05-06,152813,-2000
2013-05-07,562253,0
2013-05-08,2046697,0
2013-05-09,844660,-3000
2013-05-10,-907000,-23000
2013-05-13,-857740,-4000
2013-05-14,-870997,-11000
2013-05-15,-1074260,0
2013-05-16,-10217000,0
2013-05-17,-12209156,-426000
2013-05-20,-3227994,-132000
2013-05-21,-4826314,0
2013-05-22,-1615000,-7000
2013-05-23,-3048000,-101000
2013-05-24,-3417054,-1000
2013-05-27,-5105373,-1000
2013-05-28,-2114799,0
2013-05-29,-5030747,0
2013-05-30,-1791000,-27000
2013-05-31,-1192591,2000
2013-06-03,-1335000,0
2013-06-04,1161000,0
2013-06-05,2027157,0
2013-06-06,-1881752,0
2013-06-07,-1224106,0
2013-06-10,1270000,0
2013-06-11,-260000,-17000
2013-06-13,236000,-17000
2013-06-14,376800,0
2013-06-17,-310365,0
2013-06-18,-1047250,-1000
2013-06-19,-1098903,-900000
2013-06-20,2309273,-1141000
2013-06-21,2030233,-6892998
2013-06-24,-3299000,-189512
2013-06-25,-4981598,24000
2013-06-26,-2720813,-74539
2013-06-27,-644000,0
2013-06-28,-484649,1000
2013-07-01,-289304,-2000
2013-07-02,-300250,-34000
2013-07-03,-7177800,0
2013-07-04,-2736567,145000
2013-07-05,-4000,-48000
2013-07-08,-722000,0
2013-07-09,-604000,0
2013-07-10,-2934000,0
2013-07-11,242663,-819
2013-07-12,32000,247000
2013-07-15,845977,26000
2013-07-16,-1528000,0
2013-07-17,365000,105000
2013-07-18,982000,418000
2013-07-19,-1693916,194000
2013-07-22,36016,884000
2013-07-23,-3189000,553000
2013-07-24,-3736292,330000
2013-07-25,-7608000,120000
2013-07-26,-836000,0
2013-07-29,-2248000,15000
2013-07-30,-3040000,103000
2013-07-31,-4629601,1000
2013-08-01,-1277000,0
2013-08-02,-3329368,50000
2013-08-05,-2856000,220000
2013-08-06,-13897000,1635000
2013-08-07,-14797000,1070000
2013-08-08,-12675699,1218000
2013-08-09,4000,408000
2013-08-12,2168000,577000
2013-08-13,846000,248000
2013-08-14,-765212,47000
2013-08-15,13162759,1245000
2013-08-16,15932000,1990000
2013-08-19,11915000,557000
2013-08-20,2605764,996000
2013-08-22,9255000,398000
2013-08-23,3174000,104000
2013-08-26,2509000,66000
2013-08-27,3448000,137000
2013-08-28,596000,239000
2013-08-29,-2354322,120000
2013-08-30,1692728,205000
2013-09-02,525000,116000
2013-09-03,-747000,857783
2013-09-04,4372700,0
2013-09-05,9025968,298000
2013-09-06,-2289000,1020000
2013-09-09,1889700,-212000
2013-09-10,2256000,-37000
2013-09-11,2179860,487000
2013-09-12,2328898,69000
2013-09-13,6153000,-40000
2013-09-14,349000,955000
