date,foreign_net,trust_net
2013-01-02,-479000,-633000
2013-01-03,-2149797,-1043000
2013-01-04,-811073,-1274000
2013-01-07,-139400,13000
2013-01-08,-1406759,23000
2013-01-09,-11111000,375000
2013-01-10,-2727000,-3080000
2013-01-11,-1030307,123000
2013-01-14,-3025992,0
2013-01-15,-7576000,-4000
2013-01-16,-1526066,2078000
2013-01-17,-2441911,958341
2013-01-18,944213,1080000
2013-01-21,-851000,-34000
2013-01-22,-898486,-76000
2013-01-23,2388232,-102000
2013-01-24,-1381723,-10000
2013-01-25,96293,-329000
2013-01-28,-3226250,-300000
2013-01-29,-997275,-520000
2013-01-30,1041818,-591000
2013-01-31,2695926,-462000
2013-02-01,2210580,-350000
2013-02-04,1435443,-32000
2013-02-05,752000,-1261000
2013-02-06,-2563016,-2256000
2013-02-18,-22119311,-1263000
2013-02-19,-20899423,-1805000
2013-02-20,-18239277,-1167000
2013-02-21,-31724618,-1574000
2013-02-22,-9030807,-1915000
2013-02-23,193000,154000
2013-02-25,-15372641,51000
2013-02-26,-8457931,-2000
2013-02-27,-3218542,-1592000
2013-03-01,-2519640,-460000
2013-03-04,-4342800,-86000
2013-03-05,-2384000,-1696000
2013-03-06,-2075175,-500000
2013-03-07,-1178763,-48000
2013-03-08,1252819,-638000
2013-03-11,917000,-983000
2013-03-12,-2691441,-322000
2013-03-13,-3001000,-33000
2013-03-14,-2969006,-87000
2013-03-15,-9632895,1015000
2013-03-18,-1963300,22000
2013-03-19,-4626677,0
2013-03-20,-5156860,-111000
2013-03-21,-881000,0
2013-03-22,-1475872,-4000
2013-03-25,-377000,15000
2013-03-26,-3745381,-116000
2013-03-27,-934063,-31000
2013-03-28,-1842396,0
2013-03-29,440000,2000
2013-04-01,-2162764,-87000
2013-04-02,285459,-3000
2013-04-03,-1322190,-86000
2013-04-08,4251000,-1000
2013-04-09,-711998,-4000
2013-04-10,-2341895,-28000
2013-04-11,-2124120,650000
2013-04-12,-907000,-2000
2013-04-15,32123,-3000
2013-04-16,157354,0
2013-04-17,1933000,8000
2013-04-18,2087000,2000
2013-04-19,2410000,5153
2013-04-22,1112000,-106000
2013-04-23,-36000,-9000
2013-04-24,-992808,-1000
2013-04-25,1066186,-50000
2013-04-26,1629000,-5000
2013-04-29,120000,-4000
2013-04-30,-122000,-114000
2013-05-02,2652834,-206000
2013-05-03,1909000,-4000
2013-05-06,538813,-5000
2013-05-07,350667,0
2013-05-08,2030565,-19000
2013-05-09,1463996,-3000
2013-05-10,-1674000,-43000
2013-05-13,680370,0
2013-05-14,1805000,0
2013-05-15,3506806,0
