date,foreign_net,trust_net
2013-01-02,161000,-50000
2013-01-03,92000,-51000
2013-01-04,-154000,4000
2013-01-07,-45500,-16000
2013-01-08,-52000,-10000
2013-01-09,-35000,-25000
2013-01-10,40622,-25000
2013-01-11,10000,7000
2013-01-14,-47021,13000
2013-01-15,-49513,14000
2013-01-16,-71124,109000
2013-01-17,14400,98515
2013-01-18,50964,-25000
2013-01-21,-76000,9000
2013-01-22,-45243,-29000
2013-01-23,78710,-30000
2013-01-24,-76000,0
2013-01-25,-42899,-1000
2013-01-28,72000,-10000
2013-01-29,-10766,43000
2013-01-30,8000,-80000
2013-01-31,-303963,-45000
2013-02-01,-8000,-62000
2013-02-04,-19000,1000
2013-02-05,-15000,0
2013-02-06,73238,-17000
2013-02-18,858403,-20000
2013-02-19,367230,-1000
2013-02-20,296858,45000
2013-02-21,405000,-32000
2013-02-22,428000,-317000
2013-02-23,0,-1000
2013-02-25,297871,260000
2013-02-26,48786,50000
2013-02-27,266121,35000
2013-03-01,84000,-1000
2013-03-04,417000,0
2013-03-05,146000,519000
2013-03-06,139000,117000
2013-03-07,-97152,80000
2013-03-08,50200,367000
2013-03-11,-325000,-21000
2013-03-12,32203,58000
2013-03-13,93000,-1000
2013-03-14,-1080,-1000
2013-03-15,1031114,3000
2013-03-18,-151000,-2000
2013-03-19,64014,201900
2013-03-20,-170105,-51000
2013-03-21,-78000,100000
2013-03-22,-131373,450000
2013-03-25,-420000,276000
2013-03-26,-112000,-50000
2013-03-27,-363000,410000
2013-03-28,-36000,-416000
2013-03-29,163000,673000
2013-04-01,2148,139000
2013-04-02,243000,120000
2013-04-03,686000,0
2013-04-08,50000,349000
2013-04-09,-392150,767000
2013-04-10,-269000,0
2013-04-11,-188493,0
2013-04-12,163000,0
2013-04-15,79295,173000
2013-04-16,208000,0
2013-04-17,411000,35000
2013-04-18,-140600,200000
2013-04-19,158284,101956
2013-04-22,-117400,6000
2013-04-23,-357000,256000
2013-04-24,-145000,194000
2013-04-25,-45100,-2000
2013-04-26,47100,-183000
2013-04-29,215000,-177000
2013-04-30,310600,-267000
2013-05-02,115568,0
2013-05-03,-74314,-5000
2013-05-06,65000,-53000
2013-05-07,-15280,-1000
2013-05-08,12083,-15000
2013-05-09,78109,-200000
2013-05-10,198000,-169000
2013-05-13,-37600,-152000
2013-05-14,-35000,-258000
2013-05-15,7146,-305000
2013-05-16,343000,-515000
2013-05-17,59626,-76000
2013-05-20,-25352,-176000
2013-05-21,249629,-106000
2013-05-22,221000,-324000
2013-05-23,143000,-440000
2013-05-24,41000,-357000
