date,foreign_net,trust_net
2013-01-02,1661000,0
2013-01-03,900000,-2000
2013-01-04,-32000,-4000
2013-01-07,-888900,-185000
2013-01-08,119051,-3000
2013-01-09,-149000,0
2013-01-10,2679000,0
2013-01-11,302000,1000
2013-01-14,256397,0
2013-01-15,60000,1000
2013-01-16,-268000,-103000
2013-01-17,880900,10916
2013-01-18,665000,0
2013-01-21,-198000,-8000
2013-01-22,1121170,0
2013-01-23,578613,-2000
2013-01-24,-246000,-99000
2013-01-25,-410000,-2000
2013-01-28,226000,0
2013-01-29,805000,0
2013-01-30,3432000,0
2013-01-31,663470,2000
2013-02-01,1068000,-31000
2013-02-04,-7756000,-123000
2013-02-05,-2309000,-173000
2013-02-06,-8801252,94000
2013-02-18,-2528966,-300000
2013-02-19,-5173591,-3000
2013-02-20,-3982662,0
2013-02-21,-12270949,-4000
2013-02-22,-2245000,-6000
2013-02-23,16000,-3000
2013-02-25,-4938708,0
2013-02-26,-10320507,-1000
2013-02-27,-11721174,0
2013-03-01,-2335000,0
2013-03-04,-2236000,0
2013-03-05,-1731000,0
2013-03-06,-5285665,0
2013-03-07,-2358929,-8000
2013-03-08,-2299200,-1000
2013-03-11,-6967000,-1000
2013-03-12,619439,0
2013-03-13,-4067455,96000
2013-03-14,-2907621,-3000
2013-03-15,-4716286,640000
2013-03-18,-1946321,141000
2013-03-19,-3803000,254500
2013-03-20,-4822444,125000
2013-03-21,-1008460,61000
2013-03-22,185465,268000
2013-03-25,131000,200000
2013-03-26,-504650,0
2013-03-27,-202000,30000
2013-03-28,-1170000,0
2013-03-29,-51000,0
2013-04-01,-359910,171000
2013-04-02,3474000,0
2013-04-03,-981000,285000
2013-04-08,-2966000,120000
2013-04-09,-2283519,-104000
2013-04-10,463000,100000
2013-04-11,1178783,960000
2013-04-12,-1120000,599000
2013-04-15,-895145,-2000
2013-04-16,-205163,0
2013-04-17,-965000,139000
2013-04-18,-462000,0
2013-04-19,37000,402567
2013-04-22,-3101000,1594551
2013-04-23,-4140852,2217000
2013-04-24,-1242000,1144000
2013-04-25,-2911000,233000
2013-04-26,-408000,235000
2013-04-29,-137000,-3000
2013-04-30,-563000,290000
2013-05-02,-1336553,668000
2013-05-03,-1246000,1344000
2013-05-06,-3588357,724000
2013-05-07,-4242021,-422000
2013-05-08,-2274330,-1598000
2013-05-09,1957910,-682000
2013-05-10,-38000,-3651000
2013-05-13,200000,-6000
2013-05-14,13000,444000
2013-05-15,-543000,28000
2013-05-16,1045000,331000
2013-05-17,623000,28000
2013-05-20,-961000,-3000
2013-05-21,723567,0
2013-05-22,-120717,-15000
2013-05-23,-1646000,-3000
2013-05-24,2079296,-274000
2013-05-27,-114437,-81000
2013-05-28,-458678,-20000
2013-05-29,1964000,-1259000
2013-05-30,147000,1000
2013-05-31,1294866,0
2013-06-03,1266000,-112000
2013-06-04,366000,0
2013-06-05,-473815,-165000
2013-06-06,317332,0
2013-06-07,-1691205,-370000
2013-06-10,-135000,-5000
2013-06-11,-771343,-67000
2013-06-13,-546270,-129000
2013-06-14,-1826987,0
2013-06-17,-1520872,0
2013-06-18,-3569000,-1000
2013-06-19,-2637000,0
2013-06-20,-3722891,0
2013-06-21,139942,14000
2013-06-24,-1343000,0
2013-06-25,-1718000,0
2013-06-26,827471,-4000
2013-06-27,438000,1000
2013-06-28,1985670,1000
2013-07-01,122381,-2000
2013-07-02,-655579,-1000
2013-07-03,1454100,0
2013-07-04,-1748000,0
2013-07-05,-384000,-75000
2013-07-08,-1108000,0
2013-07-09,-2557000,-80000
2013-07-10,-274443,0
2013-07-11,2623000,-554
2013-07-12,947000,-11000
2013-07-15,2346028,0
2013-07-16,537219,0
2013-07-17,-1407000,0
2013-07-18,1424000,1000
2013-07-19,-15777,110000
2013-07-22,3480356,0
2013-07-23,1570000,0
2013-07-24,-354400,-48000
2013-07-25,1429000,0
2013-07-26,6571000,0
2013-07-29,9258000,0
2013-07-30,71610,-107000
2013-07-31,10024500,1000
2013-08-01,2112500,100000
2013-08-02,-25000,0
2013-08-05,-1911000,-154000
2013-08-06,-1415000,0
2013-08-07,-1371000,0
2013-08-08,-2564000,100000
2013-08-09,-1016000,0
2013-08-12,-596000,0
2013-08-13,-940130,369000
2013-08-14,-1389064,-76000
2013-08-15,-2416711,2000
2013-08-16,-1169840,0
2013-08-19,-782000,2000
2013-08-20,259000,0
2013-08-22,-2922394,2000
2013-08-23,-1178000,5000
2013-08-26,-1215000,7000
2013-08-27,-180000,0
2013-08-28,-774000,4000
2013-08-29,385000,0
2013-08-30,-1566765,2000
2013-09-02,-688000,0
2013-09-03,-442000,3556
2013-09-04,8000,0
2013-09-05,-546635,174000
2013-09-06,-550000,2000
2013-09-09,1412700,0
2013-09-10,593675,0
2013-09-11,904062,8000
2013-09-12,508759,-2000
2013-09-13,-293980,-3000
2013-09-14,207000,0
2013-09-16,289995,1000
2013-09-17,1387001,-175000
2013-09-18,461705,-92000
2013-09-23,-2587286,-8000
2013-09-24,269674,0
2013-09-25,248414,-190000
2013-09-26,265000,1000
2013-09-27,-77868,-234000
2013-09-30,-223369,-320000
2013-10-01,-1657942,-26000
2013-10-02,-701512,-1000
2013-10-03,-871172,2000
2013-10-04,1202415,0
2013-10-07,-2002073,0
2013-10-08,-480285,0
2013-10-09,-266030,0
2013-10-11,-110528,-488000
2013-10-14,286080,0
2013-10-15,607700,0
2013-10-16,2653000,0
2013-10-17,-701169,1000
2013-10-18,6300,-500
2013-10-21,1839585,0
2013-10-22,1076000,-2000
2013-10-23,94319,0
2013-10-24,-1725890,0
2013-10-25,-171000,0
2013-10-28,1743000,-4000
2013-10-29,955000,350000
2013-10-30,-1177087,0
2013-10-31,166164,-2000
2013-11-01,-3458000,0
2013-11-04,-5728000,0
2013-11-05,-5215943,0
2013-11-06,-4166079,0
2013-11-07,-1928000,0
2013-11-08,-2261172,0
2013-11-11,-856000,0
2013-11-12,-202414,0
2013-11-13,-1540381,-2000
2013-11-14,-1950917,0
2013-11-15,-609420,0
2013-11-18,-1297000,0
2013-11-19,-1066379,0
2013-11-20,-3723443,0
2013-11-21,-2651000,-1000
2013-11-22,-1015304,1000
2013-11-25,-494000,-1240
2013-11-26,-1164408,0
2013-11-27,-167073,0
2013-11-28,94410,0
2013-11-29,-796932,0
2013-12-02,-1033569,0
2013-12-03,-1176859,0
2013-12-04,368000,0
2013-12-05,-2000,-350000
2013-12-06,-494000,0
2013-12-09,-334299,0
2013-12-10,-136581,-1000
2013-12-11,-3246000,-35000
2013-12-12,-1283995,0
2013-12-13,-654000,88000
2013-12-16,-672450,0
2013-12-17,-1695000,0
2013-12-18,-675000,0
2013-12-19,-2060100,0
2013-12-20,-1957041,81000
2013-12-23,-863000,35000
2013-12-24,18370,-140000
2013-12-25,54000,-3000
2013-12-26,107000,0
2013-12-27,-237000,3000
2013-12-30,419991,-8000
2013-12-31,679000,0
2014-01-02,508000,-11000
2014-01-03,-2128000,-2000
2014-01-06,-897671,0
2014-01-07,-1211000,0
2014-01-08,711000,0
2014-01-09,-82000,0
2014-01-10,-61000,2000
2014-01-13,-501120,0
2014-01-14,-652000,1000
2014-01-15,-78108,3000
2014-01-16,334000,-100000
2014-01-17,-581073,-151000
2014-01-20,2865131,0
2014-01-21,687730,-2000
2014-01-22,1147000,-2000
2014-01-23,-1233000,0
2014-01-24,-171000,0
2014-01-27,-1138579,-151000
2014-02-05,-3428846,0
2014-02-06,-3423880,0
2014-02-07,-776000,0
2014-02-10,-3287000,150000
2014-02-11,-904739,169000
2014-02-12,-724850,150000
2014-02-13,-532000,-10924
