date,foreign_net,trust_net
2013-01-02,367000,100000
2013-01-03,175000,-1000
2013-01-04,49000,-3000
2013-01-07,-135300,-19000
2013-01-08,70000,-2000
2013-01-09,25000,0
2013-01-10,651000,0
2013-01-11,205000,-2000
2013-01-14,-24000,0
2013-01-15,-111000,199000
2013-01-16,50000,-4000
2013-01-17,57100,6555
2013-01-18,495000,0
2013-01-21,130000,-8000
2013-01-22,231391,0
2013-01-23,155563,-2000
2013-01-24,-51000,-3000
2013-01-25,-32192,-2000
2013-01-28,197000,0
2013-01-29,279000,-500
2013-01-30,362000,0
2013-01-31,-206150,3000
2013-02-01,93000,0
2013-02-04,198000,-11000
2013-02-05,89000,-11000
2013-02-06,8863,-3000
2013-02-18,325272,0
2013-02-19,-18233,-1000
2013-02-20,177738,0
2013-02-21,85000,-2000
2013-02-22,-33000,-5000
2013-02-23,0,-1000
2013-02-25,-185935,0
2013-02-26,-55352,-1000
2013-02-27,271291,0
2013-03-01,36000,0
2013-03-04,-428000,0
2013-03-05,-34000,-80000
2013-03-06,369000,-5000
2013-03-07,53421,0
2013-03-08,140900,0
2013-03-11,105000,-2000
2013-03-12,-194162,0
2013-03-13,-108000,-1000
2013-03-14,-201672,-1000
2013-03-15,36192,35000
2013-03-18,-298000,-3000
2013-03-19,-213000,0
2013-03-20,-836621,0
2013-03-21,-576934,0
2013-03-22,-368636,-1000
2013-03-25,-159000,0
2013-03-26,-380000,0
2013-03-27,-120000,-11000
2013-03-28,-618000,0
2013-03-29,38000,0
2013-04-01,-147462,-1000
2013-04-02,97000,0
2013-04-03,90000,0
2013-04-08,-588000,0
2013-04-09,-432924,0
2013-04-10,-297000,0
2013-04-11,-341436,0
2013-04-12,-193000,0
2013-04-15,-112680,-1000
2013-04-16,-41550,0
2013-04-17,-159300,-5000
2013-04-18,-472001,0
2013-04-19,-167600,-4486
2013-04-22,-413215,-1000
2013-04-23,170000,-138000
2013-04-24,42000,0
2013-04-25,12100,-2000
2013-04-26,104400,-1000
2013-04-29,4000,-1000
2013-04-30,615800,-159000
2013-05-02,325817,0
2013-05-03,534000,-4000
2013-05-06,60125,-1000
2013-05-07,197065,0
2013-05-08,1336177,0
2013-05-09,25012,0
2013-05-10,-15000,-1000
2013-05-13,-177300,-3000
2013-05-14,-109000,-7000
2013-05-15,315094,0
2013-05-16,-721000,0
2013-05-17,-1120200,0
2013-05-20,-600000,-2000
2013-05-21,-391000,0
2013-05-22,-593350,-5000
2013-05-23,-843672,0
2013-05-24,-388904,-1000
2013-05-27,-1629702,-1000
2013-05-28,-1332186,0
2013-05-29,-1579662,0
2013-05-30,-3987652,0
2013-05-31,-14181062,-646142
2013-06-03,-1411764,0
2013-06-04,-1691489,0
2013-06-05,-1529027,0
2013-06-06,-1129661,0
2013-06-07,-1398022,1000
2013-06-10,315000,0
2013-06-11,-1000,-28000
2013-06-13,-334000,-27000
2013-06-14,-1213411,0
2013-06-17,-297681,0
2013-06-18,-574546,-1000
2013-06-19,-2451393,0
2013-06-20,-163000,0
2013-06-21,3490203,0
2013-06-24,-718000,1000
2013-06-25,-76000,0
2013-06-26,-47375,0
2013-06-27,170000,0
2013-06-28,750000,0
2013-07-01,604000,0
2013-07-02,-816529,0
2013-07-03,277000,0
2013-07-04,191000,5000
2013-07-05,176000,73000
2013-07-08,92000,0
2013-07-09,15000,0
2013-07-10,-143000,0
2013-07-11,51000,-5389
2013-07-12,128000,0
2013-07-15,230150,0
2013-07-16,368000,0
2013-07-17,64850,0
2013-07-18,-212000,0
2013-07-19,-90449,0
2013-07-22,-46000,0
2013-07-23,27000,0
2013-07-24,40000,0
2013-07-25,-189000,0
2013-07-26,-66000,0
2013-07-29,9000,0
2013-07-30,92000,4000
2013-07-31,-4000,0
2013-08-01,-27000,0
2013-08-02,-33000,0
2013-08-05,-291000,1000
2013-08-06,-24000,0
2013-08-07,-85000,0
2013-08-08,-18000,0
2013-08-09,-46000,0
2013-08-12,-65000,0
2013-08-13,-30000,0
2013-08-14,452000,0
2013-08-15,4000,0
2013-08-16,18534,3000
2013-08-19,-76000,0
2013-08-20,-328000,0
2013-08-22,-174000,0
2013-08-23,-96000,0
2013-08-26,6000,0
2013-08-27,4000,0
2013-08-28,105000,0
2013-08-29,-67000,0
