date,foreign_net,trust_net
2013-01-02,922000,0
2013-01-03,1373000,-472000
2013-01-04,303000,-260000
2013-01-07,-1029700,-108000
2013-01-08,-127000,-388000
2013-01-09,-876000,-739000
2013-01-10,-1435879,-550000
2013-01-11,-29000,-1081000
2013-01-14,-601000,0
2013-01-15,997933,-286000
2013-01-16,139000,-948000
2013-01-17,-135400,-21474
2013-01-18,-328000,-1037000
2013-01-21,127000,-900000
2013-01-22,-98726,-1361000
2013-01-23,744139,-491000
2013-01-24,-105000,-1929000
2013-01-25,-639000,-651000
2013-01-28,41000,-760000
2013-01-29,515600,-367000
2013-01-30,316000,0
2013-01-31,2023000,-1000
2013-02-01,187000,0
2013-02-04,823967,-116000
2013-02-05,-706000,-21000
2013-02-06,-1915471,-99000
2013-02-18,-413689,-305000
2013-02-19,-729790,-410000
2013-02-20,-384216,-1294000
2013-02-21,-433000,-870000
2013-02-22,-1660500,-306000
2013-02-23,0,-204000
2013-02-25,-1735731,0
2013-02-26,-880619,-1000
2013-02-27,-638828,0
2013-03-01,-949000,0
2013-03-04,-2677647,-580000
2013-03-05,-547000,0
2013-03-06,32000,-1180000
2013-03-07,678099,-617000
2013-03-08,846500,-384000
2013-03-11,650000,0
2013-03-12,3548767,0
2013-03-13,-64000,-805000
2013-03-14,-463828,-2000
2013-03-15,-1838356,-29000
2013-03-18,-1274000,-5000
2013-03-19,-716000,0
2013-03-20,-767482,0
2013-03-21,-609000,0
2013-03-22,-235311,-2000
2013-03-25,52000,-203000
2013-03-26,489000,-117000
2013-03-27,947000,354000
2013-03-28,-1956000,656000
2013-03-29,-2236000,10000
2013-04-01,319953,690000
2013-04-02,-1139000,0
2013-04-03,949000,0
2013-04-08,1632021,0
2013-04-09,-861933,0
2013-04-10,-533000,0
2013-04-11,-256410,0
2013-04-12,-397000,0
2013-04-15,-754158,-2000
2013-04-16,246469,0
2013-04-17,-2122000,-118000
2013-04-18,-1130000,118000
2013-04-19,-515000,10223
2013-04-22,-662000,-3283000
2013-04-23,675000,-2472000
2013-04-24,536000,-6357000
2013-04-25,1716486,-3279000
2013-04-26,4756000,-2719959
2013-04-29,2442000,-502000
2013-04-30,-1969000,1540000
2013-05-02,1076201,-2500000
2013-05-03,1517000,-2404000
2013-05-06,832250,134000
2013-05-07,2650474,649058
2013-05-08,357313,1061000
2013-05-09,2947958,799000
2013-05-10,704000,329000
2013-05-13,-1469000,126000
2013-05-14,1988000,-2000
2013-05-15,503000,0
2013-05-16,1891000,0
2013-05-17,764424,-1000
2013-05-20,1362096,816000
2013-05-21,-5511,-1000
2013-05-22,4740361,-11000
2013-05-23,-936140,799000
2013-05-24,587358,-3000
2013-05-27,24727,-1602000
2013-05-28,-11000,0
2013-05-29,1165000,95000
2013-05-30,-812000,1000
2013-05-31,2414793,150000
2013-06-03,766000,0
2013-06-04,-193000,0
2013-06-05,106866,0
2013-06-06,-249495,-100000
2013-06-07,-1155214,-11000
2013-06-10,-189900,3000
2013-06-11,595832,-6000
2013-06-13,-114000,-9000
2013-06-14,-46000,0
2013-06-17,-1875357,0
2013-06-18,-1226000,-1000
2013-06-19,-952023,-229000
2013-06-20,-2683021,0
2013-06-21,-3441304,-1764000
2013-06-24,-49000,-854000
2013-06-25,1931973,0
2013-06-26,67750,-3000
2013-06-27,-1666000,-40000
2013-06-28,1291000,-1443000
2013-07-01,559200,-2000
2013-07-02,-90561,0
2013-07-03,424000,0
2013-07-04,-70000,-262000
2013-07-05,937000,-78000
2013-07-08,-567000,5000
2013-07-09,785000,0
2013-07-10,1240000,0
2013-07-11,1838000,-5210
2013-07-12,1528000,-5000
2013-07-15,862000,0
2013-07-16,447000,0
2013-07-17,853000,0
2013-07-18,2099000,8000
2013-07-19,1509463,1000
2013-07-22,2903119,0
2013-07-23,2692500,0
2013-07-24,-1271000,0
2013-07-25,15000,0
2013-07-26,-1908700,0
2013-07-29,-327000,0
2013-07-30,316000,6000
2013-07-31,-3702000,0
2013-08-01,584100,-401000
2013-08-02,-948000,-814000
2013-08-05,-2395000,-428000
2013-08-06,-2692000,0
2013-08-07,-4243000,-267000
2013-08-08,-3836000,-267000
2013-08-09,-1215000,-266000
2013-08-12,-730000,0
2013-08-13,-135000,0
2013-08-14,-389837,2000
2013-08-15,-2035498,5000
2013-08-16,-981040,-15000
2013-08-19,-2078000,2000
2013-08-20,-1527000,0
2013-08-22,-3414000,2000
2013-08-23,-1201000,4000
2013-08-26,-502000,6000
2013-08-27,-1865000,0
2013-08-28,-1593000,4000
2013-08-29,-91000,0
2013-08-30,-136000,2000
2013-09-02,283000,0
2013-09-03,-2080711,12991
2013-09-04,952000,0
2013-09-05,446674,-4000
2013-09-06,602000,2000
2013-09-09,1141000,112000
2013-09-10,-631000,0
2013-09-11,2514076,7000
2013-09-12,803000,3000
2013-09-13,1705000,5000
2013-09-14,191000,0
2013-09-16,2085839,1000
2013-09-17,-2089000,0
2013-09-18,1820517,6000
2013-09-23,2046000,0
2013-09-24,-450392,0
2013-09-25,-1112000,0
2013-09-26,-2013000,1000
2013-09-27,153123,-5000
2013-09-30,-189206,0
2013-10-01,-342090,0
2013-10-02,-1115497,0
2013-10-03,1986977,3000
2013-10-04,-416400,1000
2013-10-07,-197000,0
2013-10-08,1003574,0
2013-10-09,-203000,0
2013-10-11,-776251,0
2013-10-14,-56327,0
2013-10-15,-544000,0
2013-10-16,-563000,0
2013-10-17,-622000,0
2013-10-18,-367000,0
2013-10-21,-374000,0
2013-10-22,-335000,-7000
2013-10-23,314256,0
2013-10-24,-281000,0
2013-10-25,-206000,0
2013-10-28,-395000,0
2013-10-29,-110000,0
2013-10-30,789000,0
2013-10-31,-598000,1000
2013-11-01,292000,-12000
