date,foreign_net,trust_net
2025-11-27,442041,1074000
2025-11-28,820336,222200
2025-12-01,134792,186000
2025-12-02,294818,117000
2025-12-03,1270713,280000
2025-12-04,-208782,177000
2025-12-05,-32900,45000
2025-12-08,193344,20000
2025-12-09,225122,37000
2025-12-10,974701,250000
2025-12-11,148317,179318
2025-12-12,71227,92000
2025-12-15,232714,37000
2025-12-16,290172,83639
2025-12-17,519300,194000
2025-12-18,-81089,308800
2025-12-19,38068,147500
2025-12-22,89715,58000
2025-12-23,28670,12000
2025-12-24,50915,7000
2025-12-26,521205,94200
2025-12-29,76040,40000
2025-12-30,268109,169952
2025-12-31,-106000,61903
2026-01-02,381261,-43000
2026-01-05,-123756,82944
2026-01-06,383720,49096
2026-01-07,279154,139950
2026-01-08,16470,-96152
2026-01-09,531830,-33103
2026-01-12,593969,125950
2026-01-13,338501,117898
2026-01-14,346352,123900
2026-01-15,2943,66949
2026-01-16,114420,135899
2026-01-19,98555,37000
2026-01-20,155732,56897
2026-01-21,340745,4000
2026-01-22,381860,129350
2026-01-23,12834,30800
2026-01-26,195400,9950
2026-01-27,1281,-3000
2026-01-28,261101,-28000
2026-01-29,44550,5000
2026-01-30,251788,1000
2026-02-02,149764,13000
2026-02-03,235220,-5050
2026-02-04,450386,118100
2026-02-05,20598,39000
2026-02-06,166550,-8054
2026-02-09,500919,-7000
2026-02-10,927565,45300
2026-02-11,641660,194001
2026-02-23,6833,103000
2026-02-24,112731,83000
2026-02-25,28021,32000
2026-02-26,501583,76858
2026-03-02,-215536,-10150
2026-03-03,130105,95100
2026-03-04,525358,-198200
2026-03-05,292529,4000
2026-03-06,67059,26000
2026-03-09,174697,-67000
2026-03-10,29948,22000
2026-03-11,-30209,4000
2026-03-12,-93323,37000
2026-03-13,-661318,-206000
2026-03-16,206236,9000
2026-03-17,104859,58000
2026-03-18,69577,109065
2026-03-19,-220139,-15202
2026-03-20,-1209694,1297063
2026-03-23,58325,-20000
2026-03-24,163720,-46950
2026-03-25,127675,-36899
2026-03-26,-12174,-23885
2026-03-27,189937,-88801
2026-03-30,231313,-96744
2026-03-31,314190,-139459
2026-04-01,245703,6456
2026-04-02,68987,43000
2026-04-07,50348,165451
2026-04-08,201305,45748
2026-04-09,-15849,20000
2026-04-10,72363,-86774
2026-04-13,99833,-73974
2026-04-14,426551,-357307
2026-04-15,335449,-130933
2026-04-16,208896,-130901
2026-04-17,562322,13988
2026-04-20,23570,14824
2026-04-21,23805,-199500
2026-04-22,516713,86048
