date,foreign_net,trust_net
2013-01-02,61000,505000
2013-01-03,-64000,486000
2013-01-04,-56000,30000
2013-01-07,-72000,57000
2013-01-08,-36000,230000
2013-01-09,203000,-50000
2013-01-10,34000,0
2013-01-11,33000,15000
2013-01-14,-9000,-132000
2013-01-15,-114000,-1000
2013-01-16,-69000,-1000
2013-01-17,182000,-39756
2013-01-18,-44000,0
2013-01-21,122000,-98000
2013-01-22,11000,-294000
2013-01-23,-208000,-327000
2013-01-24,-49000,-147000
2013-01-25,60000,-328000
2013-01-28,-16000,-441000
2013-01-29,24000,127000
2013-01-30,13000,0
2013-01-31,-7000,2000
2013-02-01,47000,-198000
2013-02-04,82000,-520000
2013-02-05,16000,-364000
2013-02-06,-11000,68000
2013-02-18,37000,-184000
2013-02-19,-8000,-155000
2013-02-20,-115000,-245000
2013-02-21,22000,22000
2013-02-22,137000,34000
2013-02-23,67000,0
2013-02-25,-198000,0
2013-02-26,-1000,0
2013-02-27,-215000,0
2013-03-01,5000,80000
2013-03-04,-36000,-24000
2013-03-05,56000,-100000
2013-03-06,-100000,-99000
2013-03-07,-57692,0
2013-03-08,181000,5000
2013-03-11,-30000,-124000
2013-03-12,7000,-168000
2013-03-13,-6000,-274000
2013-03-14,-190000,-137000
2013-03-15,-185158,-59000
2013-03-18,-49000,-192000
2013-03-19,-228000,0
2013-03-20,-110000,-40000
2013-03-21,-137000,0
2013-03-22,-139000,-50000
2013-03-25,-2000,0
2013-03-26,-122000,-31000
2013-03-27,-4000,-44000
2013-03-28,-121000,-15000
2013-03-29,-4000,-60000
2013-04-01,-12000,-1000
2013-04-02,-121000,-11000
2013-04-03,12000,-6000
2013-04-08,-127000,0
2013-04-09,154000,-184000
2013-04-10,1000,-87000
2013-04-11,24000,0
2013-04-12,-6000,0
2013-04-15,16000,0
2013-04-16,-4000,0
2013-04-17,1000,-9000
2013-04-18,-5000,0
2013-04-19,-17000,-2401
2013-04-22,-7000,0
2013-04-23,3000,0
2013-04-24,-110000,0
2013-04-25,-20000,0
2013-04-26,-16000,0
2013-04-29,-27000,-90000
2013-04-30,-26000,0
2013-05-02,178000,0
2013-05-03,-64000,-1000
2013-05-06,-1000,0
2013-05-07,1000,0
2013-05-08,-85718,-383000
2013-05-09,-65564,-661000
2013-05-10,-21000,0
2013-05-13,-82180,0
2013-05-14,-35000,0
2013-05-15,7180,0
2013-05-16,-17000,359000
2013-05-17,-64000,190000
2013-05-20,-44000,0
2013-05-21,18000,244000
2013-05-22,376100,239000
2013-05-23,11900,-1000
2013-05-24,-9000,0
2013-05-27,244861,0
2013-05-28,173000,100000
2013-05-29,201000,0
2013-05-30,37000,100000
2013-05-31,22000,0
2013-06-03,23000,0
2013-06-04,16000,0
2013-06-05,14000,0
2013-06-06,50000,0
2013-06-07,-2000,-3000
2013-06-10,58000,0
2013-06-11,-36000,-156000
2013-06-13,5000,-28000
2013-06-14,146000,0
2013-06-17,135000,0
2013-06-18,22000,0
2013-06-19,170000,15000
2013-06-20,205000,-100000
2013-06-21,-24000,115000
2013-06-24,-77000,185000
2013-06-25,240000,-321000
2013-06-26,183000,-46000
2013-06-27,93000,15000
2013-06-28,39706,0
2013-07-01,72000,10000
2013-07-02,9681,-153000
2013-07-03,114000,0
2013-07-04,367000,224000
2013-07-05,-28000,224000
2013-07-08,0,0
2013-07-09,42000,0
2013-07-10,102000,-102000
2013-07-11,1431000,-1255792
2013-07-12,70000,4000
2013-07-15,70000,0
2013-07-16,-65000,0
2013-07-17,84000,0
2013-07-18,171000,-179000
2013-07-19,-80000,330000
2013-07-22,-52000,0
2013-07-23,86000,-59000
