date,foreign_net,trust_net
2013-01-02,5895431,0
2013-01-03,4362000,-13000
2013-01-04,-5909099,-26000
2013-01-07,4103800,-506000
2013-01-08,1424757,0
2013-01-09,9914000,-26000
2013-01-10,13123804,-224000
2013-01-11,7327916,-23000
2013-01-14,2380000,-221000
2013-01-15,-2275000,-14000
2013-01-16,641715,-242000
2013-01-17,-1950000,-786181
2013-01-18,-862900,-187000
2013-01-21,-5421350,-73000
2013-01-22,-1143726,-214000
2013-01-23,3806005,-574000
2013-01-24,-32403821,-30000
2013-01-25,-1507922,-9000
2013-01-28,-4117000,-4587000
2013-01-29,8451600,-1000
2013-01-30,18145862,4347000
2013-01-31,13735638,-13000
2013-02-01,3809000,-98000
2013-02-04,7535672,3862000
2013-02-05,-2019000,419000
2013-02-06,6671825,-1711000
2013-02-18,1242510,75000
2013-02-19,5459908,-1209000
2013-02-20,13253309,300000
2013-02-21,-6318757,88000
2013-02-22,-1171000,-708000
2013-02-23,-3000,-9000
2013-02-25,-143603,20000
2013-02-26,2899724,-40000
2013-02-27,-500882,49000
2013-03-01,3347000,-320000
2013-03-04,57000,-1413000
2013-03-05,183000,0
2013-03-06,-2175545,60000
2013-03-07,1555800,0
2013-03-08,9130321,-1539000
2013-03-11,274000,-1243000
2013-03-12,-11846177,0
2013-03-13,1564000,-8000
2013-03-14,-3221482,-18000
2013-03-15,-7580536,2760000
2013-03-18,-12225000,0
2013-03-19,-9159081,0
2013-03-20,-9129278,0
2013-03-21,-1598148,0
2013-03-22,-2568335,0
2013-03-25,3763000,0
2013-03-26,-2518000,-88000
2013-03-27,941000,-2292000
2013-03-28,352000,0
2013-03-29,3754000,0
2013-04-01,2165204,-5000
2013-04-02,903450,-12000
2013-04-03,4496000,0
2013-04-08,-1928280,-9000
2013-04-09,-5918023,-10000
2013-04-10,-2767000,0
2013-04-11,-727803,-395000
2013-04-12,427000,-302000
2013-04-15,-555032,-6000
2013-04-16,416221,0
2013-04-17,-6935000,110000
2013-04-18,-484000,0
2013-04-19,3818000,19770
2013-04-22,523000,-15000
2013-04-23,-2432413,-15000
2013-04-24,1749483,-4000
2013-04-25,3037199,-1905000
2013-04-26,-4772739,-14000
2013-04-29,-753081,-21000
2013-04-30,2724000,3250000
2013-05-02,701668,150000
2013-05-03,3018000,-29000
2013-05-06,-1425688,-31000
2013-05-07,3559903,14000
2013-05-08,6023912,-78000
2013-05-09,4137299,-4000
2013-05-10,8303000,-231000
2013-05-13,-3885510,-14000
2013-05-14,2320815,0
2013-05-15,15415510,600000
2013-05-16,861836,8305000
2013-05-17,-1293000,-200000
2013-05-20,4012000,90000
2013-05-21,-7451559,-13000
2013-05-22,4774908,-43000
2013-05-23,-3585120,0
2013-05-24,-12332,-459000
2013-05-27,-228439,-10000
2013-05-28,-296367,0
2013-05-29,2385000,0
2013-05-30,-10628000,-497000
2013-05-31,-2899975,2772000
2013-06-03,-3401000,0
2013-06-04,-4060000,0
2013-06-05,-4464221,-3191000
2013-06-06,-5639986,0
2013-06-07,-1776973,-89000
2013-06-10,-1637640,0
2013-06-11,-7937841,100000
2013-06-13,-16200346,37000
2013-06-14,-8040546,0
2013-06-17,-876655,1500000
2013-06-18,-4902884,-900000
2013-06-19,-6680228,-5000
2013-06-20,-12317607,0
2013-06-21,-11906557,-134000
2013-06-24,-7625896,-565000
2013-06-25,-6896735,0
2013-06-26,-7557312,-60000
2013-06-27,13252000,230000
2013-06-28,7752663,539000
2013-07-01,4755603,27000
2013-07-02,-1341989,1950000
2013-07-03,-7577913,-17000
2013-07-04,-3720000,1257000
2013-07-05,4462000,20000
2013-07-08,-10906341,0
2013-07-09,5550000,2000000
2013-07-10,1789000,3920000
2013-07-11,8176485,51557
2013-07-12,1298000,-317000
2013-07-15,8840994,-190000
2013-07-16,10784000,228000
2013-07-17,7320000,-1200000
2013-07-18,5647000,-1050000
2013-07-19,2939335,288000
2013-07-22,6296303,-75000
2013-07-23,12351201,-593000
2013-07-24,3332000,-49000
2013-07-25,2925000,-1055000
2013-07-26,2757000,0
2013-07-29,2598000,850000
2013-07-30,340000,173000
