date,foreign_net,trust_net
2013-01-02,2145000,0
2013-01-03,2617000,329000
2013-01-04,4723000,231000
2013-01-07,446557,271000
2013-01-08,830000,813000
2013-01-09,1090426,-72000
2013-01-10,5098000,21000
2013-01-11,403000,602000
2013-01-14,-850000,-146000
2013-01-15,1445129,-5000
2013-01-16,-838085,167000
2013-01-17,857700,-157981
2013-01-18,1678539,-1000
2013-01-21,113955,-66000
2013-01-22,905040,-129000
2013-01-23,757064,-113000
2013-01-24,-482000,-88000
2013-01-25,538000,-738000
2013-01-28,1009000,-112000
2013-01-29,575500,-298000
2013-01-30,2161190,-150000
2013-01-31,1941524,11000
2013-02-01,1456000,-649000
2013-02-04,1240000,-168000
2013-02-05,1670567,-300000
2013-02-06,-169000,-49000
2013-02-18,729004,-337000
2013-02-19,-355442,-1418000
2013-02-20,-1138732,-415000
2013-02-21,-1439000,-140000
2013-02-22,-3005375,-68000
2013-02-23,38820,-8000
2013-02-25,-1523604,-580000
2013-02-26,-3966456,-126000
2013-02-27,-5515734,-363000
2013-03-01,432000,-391000
2013-03-04,-7491000,-449000
2013-03-05,-2474000,-1186000
2013-03-06,-1544330,-1006000
2013-03-07,-391118,-55000
2013-03-08,-501300,-216000
2013-03-11,-1126000,-379000
2013-03-12,-393220,-54000
2013-03-13,-5851000,-170000
2013-03-14,-5584444,-688000
2013-03-15,-1012276,-5602000
2013-03-18,-3485500,-51000
2013-03-19,-2680665,-531000
2013-03-20,-5063977,-157000
2013-03-21,-3203375,-162000
2013-03-22,-1238354,-308000
2013-03-25,-633097,0
2013-03-26,-2883982,-113000
2013-03-27,-605700,-337060
2013-03-28,-2708143,-90000
2013-03-29,1311000,2000
2013-04-01,-341920,-4000
2013-04-02,-1570065,16000
2013-04-03,-1221410,0
2013-04-08,-3304367,-90000
2013-04-09,-2979383,-50000
2013-04-10,-6624000,0
2013-04-11,-1872741,-98000
2013-04-12,-1252804,-1000
2013-04-15,-705150,-49000
2013-04-16,-3116374,-109000
2013-04-17,-5286200,-85000
2013-04-18,-3417100,0
2013-04-19,-1512100,-61020
2013-04-22,-493731,-7000
2013-04-23,-741430,-16000
2013-04-24,654395,-20000
2013-04-25,1285874,386000
2013-04-26,1072500,-9000
2013-04-29,-349000,-46000
2013-04-30,-833525,0
2013-05-02,-56819,-30000
2013-05-03,-2340000,62000
2013-05-06,-860111,56000
2013-05-07,-284900,0
2013-05-08,1333963,0
2013-05-09,2039845,-186000
2013-05-10,2843840,-96000
2013-05-13,-71330,-14000
2013-05-14,908568,44000
2013-05-15,1650050,40000
2013-05-16,-1573000,210000
2013-05-17,221000,52000
2013-05-20,1232000,-46000
2013-05-21,917853,15000
2013-05-22,42060,-29000
2013-05-23,-3757060,-2000
2013-05-24,-8106531,-28000
2013-05-27,-2424515,8000
2013-05-28,230000,25000
2013-05-29,-768653,-70000
2013-05-30,-6804000,-155000
2013-05-31,-3336035,-224000
2013-06-03,-2957000,0
2013-06-04,-4471320,-7000
2013-06-05,-3133144,0
2013-06-06,-4224724,-35000
2013-06-07,-4008673,287000
2013-06-10,-2445000,-20000
2013-06-11,-6617691,42000
2013-06-13,-9707813,-268000
2013-06-14,-5803000,-111000
2013-06-17,-2314481,157000
2013-06-18,-4508911,37000
2013-06-19,-2042676,137000
2013-06-20,-4566848,0
2013-06-21,-6341967,-177000
2013-06-24,-3383976,15000
2013-06-25,355789,0
2013-06-26,-1251173,-10000
2013-06-27,1617423,52000
2013-06-28,1501958,1000
2013-07-01,635600,-105000
2013-07-02,-1147959,-87000
2013-07-03,31499,-317000
2013-07-04,1239521,0
2013-07-05,1904000,-38000
2013-07-08,-998874,0
2013-07-09,-959000,89000
2013-07-10,3600000,0
2013-07-11,8661580,19318
2013-07-12,4653000,-11000
2013-07-15,5653916,99000
2013-07-16,6887000,74000
2013-07-17,9721219,688000
2013-07-18,3790200,839000
2013-07-19,2001967,227080
2013-07-22,4549867,709000
2013-07-23,8706959,2160000
2013-07-24,2446126,199000
2013-07-25,1523000,-61000
2013-07-26,979000,0
2013-07-29,1864439,43000
2013-07-30,2741000,177000
2013-07-31,1925500,-294000
2013-08-01,1509400,90000
2013-08-02,8996243,0
2013-08-05,3844249,32000
2013-08-06,-3954480,5000
2013-08-07,-1221700,-170000
2013-08-08,-1152384,0
2013-08-09,-2286000,29000
2013-08-12,66800,0
2013-08-13,-26500,0
2013-08-14,-3022260,-80000
2013-08-15,-4447716,-391000
2013-08-16,-1023729,2000
2013-08-19,-4322000,7000
2013-08-20,-2503400,-51000
2013-08-22,-9063059,-39000
2013-08-23,-934360,-54000
2013-08-26,-2118000,30000
2013-08-27,-2384000,-46000
2013-08-28,-760534,11000
2013-08-29,2905738,0
2013-08-30,-166517,83000
2013-09-02,1691400,0
2013-09-03,1102000,37618
2013-09-04,1727700,0
2013-09-05,3933202,-8000
2013-09-06,1544480,8000
2013-09-09,5033288,-3000
2013-09-10,3255520,200
2013-09-11,-557124,13520
2013-09-12,2780000,4000
2013-09-13,565340,-91000
2013-09-14,624100,0
2013-09-16,-1405280,4000
2013-09-17,-3582371,0
2013-09-18,-1916683,-779000
2013-09-23,-776520,-1000
2013-09-24,-1087852,-41000
2013-09-25,1060600,-7040
2013-09-26,-1064520,2000
2013-09-27,-2132130,-21000
2013-09-30,-3982880,0
2013-10-01,-1823134,-126000
2013-10-02,-1031894,-32000
2013-10-03,3679143,307000
2013-10-04,-1518760,1000
2013-10-07,-2495055,314000
2013-10-08,-586299,295000
2013-10-09,-992509,0
2013-10-11,-4055428,78000
2013-10-14,-725928,-2560
2013-10-15,-937844,527000
2013-10-16,-2894100,80000
2013-10-17,-1307000,201000
2013-10-18,245628,65000
2013-10-21,151250,280000
2013-10-22,653407,54000
2013-10-23,59137,419000
2013-10-24,-699000,173000
2013-10-25,-2843320,0
2013-10-28,-1327890,422000
2013-10-29,-167692,-2000
2013-10-30,1016132,25000
2013-10-31,1087388,0
2013-11-01,109000,-135320
2013-11-04,-1650544,-129000
2013-11-05,-2692395,-345000
2013-11-06,-1355000,-30000
2013-11-07,-1547306,0
2013-11-08,-1330000,500000
2013-11-11,-1437000,0
2013-11-12,679400,1000
2013-11-13,-4172245,66000
2013-11-14,-3240886,0
2013-11-15,-1224344,0
2013-11-18,-1340524,0
2013-11-19,-566000,-23000
2013-11-20,-1690693,-120000
2013-11-21,-3682000,3000
2013-11-22,-1290396,-21000
2013-11-25,300090,-2286
2013-11-26,-338097,-800000
2013-11-27,-453135,-19000
2013-11-28,1066500,-28000
2013-11-29,399960,-45000
2013-12-02,-478055,152000
2013-12-03,-515426,-10000
2013-12-04,-41040,-36000
2013-12-05,-994041,55000
2013-12-06,-2999000,0
2013-12-09,1941886,150000
2013-12-10,460200,800000
2013-12-11,2050496,2068000
2013-12-12,-1268750,1316000
2013-12-13,-208350,528000
2013-12-16,-1850052,573000
2013-12-17,-1505440,587000
2013-12-18,-1514833,-306000
2013-12-19,-122000,320000
2013-12-20,-2653414,-866000
2013-12-23,-126000,-25000
2013-12-24,314895,56000
2013-12-25,476120,600000
2013-12-26,-172000,17000
2013-12-27,1487000,218000
2013-12-30,1716492,181000
2013-12-31,877000,-9000
2014-01-02,-688000,-47000
2014-01-03,-1689000,-228000
2014-01-06,-941211,-103000
2014-01-07,-674000,-1000
2014-01-08,-1778000,101000
2014-01-09,-947000,-8000
2014-01-10,-1264147,-2000
2014-01-13,49560,0
2014-01-14,-504910,-101000
2014-01-15,295616,-165000
2014-01-16,212406,0
2014-01-17,-816816,-59000
2014-01-20,412973,-15000
2014-01-21,-2678,-91000
2014-01-22,2824880,-202000
2014-01-23,-176000,-33000
2014-01-24,438000,-59000
2014-01-27,-4732681,-3000
2014-02-05,-10072351,0
2014-02-06,-5858622,-30000
2014-02-07,-3323823,407000
2014-02-10,-1604280,-92000
2014-02-11,-190341,-2000
2014-02-12,-985280,27000
2014-02-13,-596251,-9565
2014-02-14,2018810,0
2014-02-17,-248920,0
2014-02-18,-250790,0
2014-02-19,1028900,-17000
2014-02-20,-985219,-16000
2014-02-21,2398000,0
2014-02-24,908730,-463000
2014-02-25,3245650,-157000
2014-02-26,2997222,-70000
2014-02-27,546173,-1312000
2014-03-03,-1253000,-490000
2014-03-04,-1413874,-32000
2014-03-05,259000,-144000
2014-03-06,305881,-31000
2014-03-07,2978000,-28000
2014-03-10,336108,-13000
2014-03-11,800365,-73015
