date,stock_id,ClosingPriceonTheLastTradingDay,PostReductionReferencePrice,LimitUp,LimitDown,OpeningReferencePrice,ExrightReferencePrice,ReasonforCapitalReduction
2013-09-18,2327,10.2,10.28,10.95,9.57,10.3,-1.0,Cash refund
2014-10-09,2327,22.05,49.82,53.3,46.35,49.8,-1.0,Cash refund
2016-08-15,2327,54.8,65.96,72.5,59.4,66.0,-1.0,Cash refund
2017-08-18,2327,120.5,168.13,184.5,151.5,168.0,-1.0,Cash refund
2022-10-31,2327,268.0,334.15,367.5,301.0,334.0,-1.0,Cash refund
