date,stock_id,ClosingPriceonTheLastTradingDay,PostReductionReferencePrice,LimitUp,LimitDown,OpeningReferencePrice,ExrightReferencePrice,ReasonforCapitalReduction
2016-11-17,2363,6.33,6.93,7.62,6.24,6.93,-1.0,Making up losses
2024-07-29,2363,58.6,84.76,93.2,76.3,84.8,-1.0,Cash refund
