date,stock_id,ClosingPriceonTheLastTradingDay,PostReductionReferencePrice,LimitUp,LimitDown,OpeningReferencePrice,ExrightReferencePrice,ReasonforCapitalReduction
2020-11-30,6271,139.0,180.74,198.5,163.0,180.5,-1.0,Cash refund
2022-12-12,6271,194.0,214.44,235.5,193.0,214.5,-1.0,Cash refund
