date,stock_id,ClosingPriceonTheLastTradingDay,PostReductionReferencePrice,LimitUp,LimitDown,OpeningReferencePrice,ExrightReferencePrice,ReasonforCapitalReduction
2011-04-11,2371,6.75,16.02,17.1,14.9,16.0,-1.0,Making up losses
2025-06-23,2371,40.15,41.73,45.9,37.6,41.75,-1.0,Cash refund
