date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-03,8299,98年,1.99945782,0.0,2010-07-28,0.0,0.0,0.0,0.0,4.998644,0.0,2010-07-28,,490000000.0,0.0,0.0,0.0,15380010.0,0.0,2010-07-13,16:59:19
2011-07-25,8299,99年,0.0,0.0,,0.0,0.0,0.0,0.0,4.344886,0.0,2011-07-19,,222000000.0,0.0,0.0,0.0,10082255.0,0.0,2011-07-01,14:58:25
2012-07-08,8299,100年,0.0,0.0,,0.0,0.0,0.0,0.0,6.996189,0.0,2012-07-02,,310000000.0,0.0,0.0,0.0,15853476.0,0.0,2012-06-15,14:16:04
2013-08-20,8299,101年,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,2013-08-14,,330000000.0,0.0,0.0,0.0,17917090.0,0.0,2013-07-31,15:14:17
2014-07-16,8299,102年,0.0,0.0,,0.0,0.0,0.0,0.0,10.216941,0.0,2014-07-10,,380000000.0,0.0,0.0,0.0,22979565.0,0.0,2014-06-26,11:58:30
2015-07-05,8299,103年,0.0,0.0,,0.0,0.0,0.0,0.0,11.2,0.0,2015-06-29,2015-07-30,420000000.0,0.0,0.0,0.0,26571603.0,0.0,2015-06-12,10:34:50
2016-07-16,8299,104年,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,0.0,2016-07-08,2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-24,09:49:41
2017-07-12,8299,105年,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,0.0,2017-07-06,2017-08-03,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-23,14:30:04
2018-07-04,8299,106年,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,0.0,2018-06-28,2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-13,17:58:08
2019-07-05,8299,107年,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0,2019-06-27,2019-07-26,0.0,0.0,0.0,0.0,0.0,197073993.0,2019-06-13,14:00:56
2020-08-03,8299,108年,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0,2020-07-28,2020-08-28,0.0,0.0,0.0,0.0,0.0,197073993.0,2020-06-16,15:45:14
2021-08-16,8299,109年,0.0,0.0,,0.0,0.0,0.0,0.0,23.0,0.0,2021-08-10,2021-09-09,0.0,0.0,0.0,0.0,0.0,197073993.0,2021-07-27,10:14:12
2021-12-27,8299,110年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,2021-12-21,2022-01-20,0.0,0.0,0.0,0.0,0.0,197073993.0,2021-12-02,17:21:06
2022-07-04,8299,110年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0,2022-06-28,2022-07-29,0.0,0.0,0.0,0.0,0.0,197073993.0,2022-06-13,14:45:30
2022-12-19,8299,111年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,10.27746561,0.0,2022-12-13,2023-01-06,0.0,0.0,0.0,0.0,0.0,191753493.0,2022-11-28,17:26:08
2023-07-10,8299,111年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,4.45090808,0.0,2023-07-04,2023-07-31,0.0,0.0,0.0,0.0,0.0,194558493.0,2023-06-15,17:35:58
2023-12-29,8299,112年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,4.42484464,0.0,2023-12-21,2024-01-19,0.0,0.0,0.0,0.0,0.0,200584493.0,2023-12-06,17:39:53
2024-07-15,8299,112年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,8.65930424,0.0,2024-07-09,2024-08-01,0.0,0.0,0.0,0.0,0.0,204781137.0,2024-06-24,15:24:52
2025-01-14,8299,113年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,13.12356282,0.0,2025-01-08,2025-02-07,0.0,0.0,0.0,0.0,0.0,205817828.0,2024-12-23,16:30:49
2025-07-07,8299,113年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,11.95899874,0.0,2025-07-01,2025-07-31,0.0,0.0,0.0,0.0,0.0,206627828.0,2025-06-16,16:01:14
2025-12-22,8299,114年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,6.2283164,0.0,2025-12-16,2026-01-13,0.0,0.0,0.0,0.0,0.0,215641081.0,2025-12-01,16:36:48
