date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2017-07-12,3019,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2017-07-06,2017-08-08,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-20,12:01:20
2018-07-12,3019,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.6,0.0,2018-07-05,2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-20,17:59:57
2019-07-12,3019,107年,0.0,0.0,,0.0,0.0,0.0,0.0,2.3,0.0,2019-07-04,2019-08-08,0.0,0.0,0.0,0.0,0.0,281083901.0,2019-06-20,09:15:51
2020-07-13,3019,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.75,0.25,2020-07-07,2020-08-07,0.0,0.0,0.0,0.0,0.0,281083901.0,2020-06-18,17:38:04
2021-08-10,3019,109年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2021-08-04,2021-08-31,0.0,0.0,0.0,0.0,0.0,281083901.0,2021-07-20,17:01:26
2022-07-13,3019,110年,0.0,0.0,,0.0,0.0,0.0,0.0,3.7,0.0,2022-07-07,2022-07-29,0.0,0.0,0.0,0.0,0.0,281083901.0,2022-06-21,11:20:36
2023-07-08,3019,111年,0.0,0.0,,0.0,0.0,0.0,0.0,1.9,0.0,2023-06-30,2023-07-25,0.0,0.0,0.0,0.0,0.0,279243901.0,2023-06-14,14:33:32
2024-06-28,3019,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.8,0.0,2024-06-20,2024-07-19,0.0,0.0,0.0,0.0,0.0,279243901.0,2024-06-03,11:27:33
2025-06-30,3019,113年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2025-06-24,2025-07-18,0.0,0.0,0.0,0.0,0.0,279243901.0,2025-06-05,17:34:26
2026-06-30,3019,114年,0.0,0.0,,0.0,0.0,0.0,0.0,4.6,0.0,2026-06-24,2026-07-17,0.0,0.0,0.0,0.0,0.0,279243901.0,2026-06-04,09:36:51
