date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-09,3443,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.99614308,0.0,2010-07-01,,41253845.0,0.0,0.0,0.0,4130270.0,0.0,2010-06-17,14:25:16
2011-07-06,3443,99年,0.0,0.0,,0.0,0.0,0.0,0.0,2.99008282,0.0,2011-06-30,,52893169.0,0.0,0.0,0.0,6479904.0,0.0,2011-06-14,17:54:26
2012-06-19,3443,100年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2012-06-13,,59328253.0,0.0,0.0,0.0,5038820.0,0.0,2012-05-30,09:33:26
2013-07-23,3443,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,2013-07-17,,68889337.0,0.0,0.0,0.0,4905818.0,0.0,2013-06-27,15:23:38
2014-06-23,3443,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.97222,1.02778,2014-06-17,,32528003.0,0.0,0.0,0.0,1165529.0,0.0,2014-05-30,15:19:46
2015-06-22,3443,103年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2015-06-16,2015-07-10,49324497.0,0.0,0.0,0.0,3006762.0,0.0,2015-06-01,09:55:34
2016-06-19,3443,104年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2016-06-13,2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-27,10:41:15
2017-06-11,3443,105年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2017-06-05,2017-06-29,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-19,09:54:56
2018-06-09,3443,106年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2018-06-01,2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-18,09:10:51
2019-06-09,3443,107年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2019-06-03,2019-06-27,0.0,0.0,0.0,0.0,0.0,134011911.0,2019-05-17,09:02:16
2020-06-07,3443,108年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2020-06-01,2020-06-24,0.0,0.0,0.0,0.0,0.0,134011911.0,2020-05-15,11:56:45
2021-06-09,3443,109年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2021-06-03,2021-06-30,0.0,0.0,0.0,0.0,0.0,134011911.0,2021-05-20,14:57:01
2022-06-11,3443,110年,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,2022-06-02,2022-06-30,0.0,0.0,0.0,0.0,0.0,134011911.0,2022-05-19,17:58:49
2023-06-10,3443,111年,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,0.0,2023-06-02,2023-06-29,0.0,0.0,0.0,0.0,0.0,134011911.0,2023-05-18,17:14:16
2024-06-09,3443,112年,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,0.0,2024-06-03,2024-06-27,0.0,0.0,0.0,0.0,0.0,134011911.0,2024-05-16,17:27:35
2025-06-09,3443,113年,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,0.0,2025-06-03,2025-06-26,0.0,0.0,0.0,0.0,0.0,134011911.0,2025-05-16,10:30:42
2026-06-14,3443,114年,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,0.0,2026-06-08,2026-06-30,0.0,0.0,0.0,0.0,0.0,134011911.0,2026-05-25,09:51:36
