date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-27,3030,98年,0.5,0.0,2010-07-21,0.0,0.0,0.0,0.0,0.5,0.0,2010-07-21,,32517284.0,0.0,0.0,0.0,2600000.0,0.0,2010-07-05,20:59:57
2011-07-25,3030,99年,0.7,0.0,2011-07-19,0.0,0.0,0.0,0.0,2.3,0.0,2011-07-19,,34192301.0,0.0,0.0,0.0,6560000.0,0.0,2011-07-04,17:20:00
2012-07-17,3030,100年,0.3,0.0,2012-07-11,0.0,0.0,0.0,0.0,2.7,0.0,2012-07-11,,45300000.0,0.0,0.0,0.0,8690000.0,0.0,2012-06-26,16:00:11
2013-07-29,3030,101年,0.6,0.0,2013-07-23,0.0,0.0,0.0,0.0,3.7,0.0,2013-07-23,,51555577.0,0.0,0.0,0.0,12900000.0,0.0,2013-07-09,09:12:23
2014-07-07,3030,102年,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,0.0,2014-07-01,,28956019.0,0.0,0.0,0.0,7240000.0,0.0,2014-06-16,17:00:36
2015-06-25,3030,103年,0.0,0.0,,0.0,0.0,0.0,0.0,4.3,0.0,2015-06-17,2015-07-15,45305062.0,0.0,0.0,0.0,11360000.0,0.0,2015-06-02,17:17:44
2016-06-27,3030,104年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2016-06-21,2016-07-15,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-03,15:43:04
2017-06-19,3030,105年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2017-06-13,2017-07-13,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-31,16:11:18
2018-06-20,3030,106年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2018-06-14,2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-30,16:17:58
2019-06-22,3030,107年,0.0,0.0,,0.0,0.0,0.0,0.0,3.7,0.0,2019-06-14,2019-07-05,0.0,0.0,0.0,0.0,0.0,236216000.0,2019-05-29,16:57:05
2020-06-17,3030,108年,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,0.0,2020-06-11,2020-07-03,0.0,0.0,0.0,0.0,0.0,236216000.0,2020-05-27,17:53:14
2021-07-28,3030,109年,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,0.0,2021-07-22,2021-08-10,0.0,0.0,0.0,0.0,0.0,236216000.0,2021-07-09,11:27:17
2022-06-18,3030,110年,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,0.0,2022-06-10,2022-07-01,0.0,0.0,0.0,0.0,0.0,236216000.0,2022-05-25,16:38:06
2023-06-21,3030,111年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,2023-06-15,2023-07-07,0.0,0.0,0.0,0.0,0.0,236216000.0,2023-05-31,17:22:08
2024-06-22,3030,112年,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,0.0,2024-06-14,2024-07-05,0.0,0.0,0.0,0.0,0.0,236216000.0,2024-05-29,17:32:24
2025-06-21,3030,113年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2025-06-13,2025-07-04,0.0,0.0,0.0,0.0,0.0,236216000.0,2025-05-28,15:41:16
