date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-13,1215,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2010-07-07,,3367000.0,0.0,0.0,0.0,0.0,0.0,2010-06-22,18:47:39
2011-07-10,1215,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2011-07-04,,3138000.0,0.0,0.0,0.0,0.0,0.0,2011-06-17,16:35:42
2012-07-16,1215,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,2012-07-10,,1234000.0,0.0,0.0,0.0,0.0,0.0,2012-06-25,17:10:33
2013-07-15,1215,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,0.0,2013-07-09,,2809000.0,0.0,0.0,0.0,0.0,0.0,2013-06-24,17:46:56
2014-08-11,1215,102年,0.5,0.0,2014-08-05,0.0,0.0,0.0,0.0,0.8,0.0,2014-08-05,2014-09-03,4116000.0,0.0,0.0,0.0,0.0,0.0,2014-07-18,17:31:08
2015-08-25,1215,103年,1.0,0.0,2015-08-19,0.0,0.0,0.0,0.0,1.0,0.0,2015-08-19,2015-09-15,7115000.0,0.0,0.0,0.0,0.0,0.0,2015-08-04,15:44:27
2016-07-11,1215,104年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2016-07-05,2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-20,17:17:53
2017-07-09,1215,105年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2017-07-03,2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-16,15:15:00
2018-07-18,1215,106年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2018-07-12,2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-27,14:11:22
2019-07-21,1215,107年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2019-07-15,2019-08-12,0.0,0.0,0.0,0.0,0.0,267990998.0,2019-06-28,16:09:14
2020-07-05,1215,108年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2020-06-29,2020-07-24,0.0,0.0,0.0,0.0,0.0,267990998.0,2020-06-09,17:09:12
2021-07-04,1215,109年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,2021-06-28,2021-07-21,0.0,0.0,0.0,0.0,0.0,267990998.0,2021-06-04,17:14:53
2022-07-11,1215,110年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2022-07-05,2022-07-29,0.0,0.0,0.0,0.0,0.0,267990998.0,2022-06-17,16:12:13
2022-08-31,1215,110年,1.0,0.0,2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,267990998.0,2022-08-09,17:03:33
2023-09-20,1215,111年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2023-09-14,2023-10-05,0.0,0.0,0.0,0.0,0.0,294790098.0,2023-08-30,16:10:33
2024-07-02,1215,112年,0.0,0.0,,0.0,0.0,0.0,0.0,5.5,0.0,2024-06-26,2024-07-19,0.0,0.0,0.0,0.0,0.0,294790098.0,2024-06-06,16:59:04
2025-06-03,1215,113年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,2025-05-28,2025-06-20,0.0,0.0,0.0,0.0,0.0,294790098.0,2025-05-09,16:43:07
