date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-14,3008,98年,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,2010-08-06,,450082510.0,0.0,0.0,0.0,22504128.0,0.0,2010-07-22,15:22:48
2011-08-11,3008,99年,0.0,0.0,,0.0,0.0,0.0,0.0,13.5,0.0,2011-08-04,,728117237.0,0.0,0.0,0.0,36405862.0,0.0,2011-07-14,08:57:03
2012-08-15,3008,100年,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,0.0,2012-08-09,,936732091.0,0.0,0.0,0.0,70254905.0,0.0,2012-07-23,09:22:08
2013-08-31,3008,101年,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,0.0,2013-08-23,,1002595981.0,0.0,0.0,0.0,75194699.0,0.0,2013-08-05,14:43:50
2014-08-27,3008,102年,0.0,0.0,,0.0,0.0,0.0,0.0,28.5,0.0,2014-08-21,2014-09-11,1732011113.0,0.0,0.0,0.0,129900832.0,0.0,2014-07-29,14:36:56
2015-08-23,3008,103年,0.0,0.0,,0.0,0.0,0.0,0.0,51.0,0.0,2015-08-17,2015-09-10,3501692241.0,0.0,0.0,0.0,262626915.0,0.0,2015-07-30,16:19:59
2016-08-24,3008,104年,0.0,0.0,,0.0,0.0,0.0,0.0,63.5,0.0,2016-08-18,2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-01,15:48:16
2017-08-23,3008,105年,0.0,0.0,,0.0,0.0,0.0,0.0,63.5,0.0,2017-08-17,2017-09-06,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-01,14:53:34
2018-08-22,3008,106年,0.0,0.0,,0.0,0.0,0.0,0.0,72.5,0.0,2018-08-16,2018-09-05,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-30,15:51:32
2019-08-12,3008,107年,0.0,0.0,,0.0,0.0,0.0,0.0,68.0,0.0,2019-08-06,2019-09-04,0.0,0.0,0.0,0.0,0.0,134140197.0,2019-07-22,15:44:40
2020-08-17,3008,108年,0.0,0.0,,0.0,0.0,0.0,0.0,79.0,0.0,2020-08-11,2020-09-03,0.0,0.0,0.0,0.0,0.0,134140197.0,2020-07-28,11:13:11
2021-08-16,3008,109年,0.0,0.0,,0.0,0.0,0.0,0.0,91.5,0.0,2021-08-10,2021-09-03,0.0,0.0,0.0,0.0,0.0,134140197.0,2021-07-27,17:16:12
2022-01-18,3008,110年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,31.15608212,0.0,2022-01-12,2022-02-10,0.0,0.0,0.0,0.0,0.0,133468197.0,2021-12-28,11:27:49
2022-03-21,3008,110年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,39.0,0.0,2022-03-15,2022-04-15,0.0,0.0,0.0,0.0,0.0,133468197.0,2022-02-25,15:30:39
2022-08-25,3008,111年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,39.5,0.0,2022-08-18,2022-09-15,0.0,0.0,0.0,0.0,0.0,133468197.0,2022-07-25,15:49:24
2023-03-24,3008,111年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,46.0,0.0,2023-03-16,2023-04-14,0.0,0.0,0.0,0.0,0.0,133468197.0,2023-02-20,16:48:06
2023-08-24,3008,112年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,26.5,0.0,2023-08-17,2023-09-14,0.0,0.0,0.0,0.0,0.0,133468197.0,2023-07-24,16:35:38
2024-03-27,3008,112年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,41.0,0.0,2024-03-21,2024-04-17,0.0,0.0,0.0,0.0,0.0,133468197.0,2024-02-27,10:34:39
2024-08-22,3008,113年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,0.0,2024-08-15,2024-09-12,0.0,0.0,0.0,0.0,0.0,133468197.0,2024-07-29,16:17:12
2025-03-27,3008,113年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,57.5,0.0,2025-03-20,2025-04-17,0.0,0.0,0.0,0.0,0.0,133468197.0,2025-02-24,17:09:44
2025-08-21,3008,114年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,0.0,2025-08-14,2025-09-11,0.0,0.0,0.0,0.0,0.0,133468197.0,2025-07-28,17:03:16
2026-03-26,3008,114年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,52.0,0.0,2026-03-19,2026-04-16,0.0,0.0,0.0,0.0,0.0,130798197.0,2026-02-24,17:21:12
2026-08-20,3008,115年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,41.5,0.0,2026-08-13,2026-09-10,0.0,0.0,0.0,0.0,0.0,130798197.0,2026-07-28,09:07:50
