date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-08-21,9921,99年,0.0,0.0,2010-08-13,0.0,0.0,0.0,0.0,4.5,0.0,2010-08-13,,10719733.0,20000000.0,4.22458,85.0,85757866.0,0.0,2010-08-06,17:31:28
2011-08-01,9921,99年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2011-07-26,,11371297.0,0.0,0.0,0.0,90970374.0,0.0,2011-07-08,16:36:13
2012-08-22,9921,100年,0.0,0.0,,0.0,0.0,0.0,0.0,5.5,0.0,2012-08-16,,13566549.0,0.0,0.0,0.0,108532391.0,0.0,2012-07-20,14:28:26
2013-08-25,9921,101年,0.0,0.0,,0.0,0.0,0.0,0.0,5.5,0.0,2013-08-19,,13540983.0,0.0,0.0,0.0,108327864.0,0.0,2013-07-31,12:05:11
2014-08-17,9921,102年,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,2014-08-11,2014-09-17,15771249.0,0.0,0.0,0.0,126169995.0,0.0,2014-07-18,17:19:05
2015-08-21,9921,103年,0.0,0.0,,0.0,0.0,0.0,0.0,6.6,0.0,2015-08-13,2015-09-18,18746879.0,0.0,0.0,0.0,149975029.0,0.0,2015-07-23,16:35:37
2016-08-21,9921,104年,0.0,0.0,,0.0,0.0,0.0,0.0,6.2,0.0,2016-08-15,2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-29,09:42:27
2017-09-01,9921,105年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2017-08-24,2017-09-22,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-25,15:59:04
2018-08-25,9921,106年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2018-08-17,2018-09-19,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-30,09:47:38
2019-08-25,9921,107年,0.0,0.0,,0.0,0.0,0.0,0.0,4.6,0.0,2019-08-19,2019-09-19,0.0,0.0,0.0,0.0,0.0,375064626.0,2019-07-30,17:52:54
2020-08-29,9921,108年,0.0,0.0,,0.0,0.0,0.0,0.0,4.6,0.0,2020-08-21,2020-09-17,0.0,0.0,0.0,0.0,0.0,375064626.0,2020-08-05,14:36:21
2021-08-29,9921,109年,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,2021-08-23,2021-09-17,0.0,0.0,0.0,0.0,0.0,375064626.0,2021-07-30,16:19:47
2022-08-27,9921,110年,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,2022-08-19,2022-09-15,0.0,0.0,0.0,0.0,0.0,375064626.0,2022-08-04,14:19:00
2022-11-08,9921,不適用,0.0,0.0,2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,17000000.0,3.626041769,162.0,0.0,375064626.0,2022-10-26,14:45:24
2023-09-02,9921,111年,0.0,0.0,,0.0,0.0,0.0,0.0,7.8,0.0,2023-08-25,2023-09-20,0.0,0.0,0.0,0.0,0.0,392064626.0,2023-08-10,11:23:18
2024-08-31,9921,112年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2024-08-23,2024-09-19,0.0,0.0,0.0,0.0,0.0,392064626.0,2024-08-08,14:58:22
2025-09-01,9921,113年,0.0,0.0,,0.0,0.0,0.0,0.0,2.19999568,0.0,2025-08-26,2025-09-18,0.0,0.0,0.0,0.0,0.0,392065395.0,2025-08-07,10:06:01
2026-08-31,9921,114年,0.0,0.0,,0.0,0.0,0.0,0.0,1.81855357,0.0,2026-08-25,2026-09-17,0.0,0.0,0.0,0.0,0.0,388065395.0,2026-08-07,14:46:36
