date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-07-20,1101,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.8,0.0,2010-07-14,,60847156.0,0.0,0.0,0.0,185157641.0,0.0,2010-06-28,17:00:14
2010-12-04,1101,99年,0.0,0.0,2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,400000000.0,9.720015355,27.0,185157641.0,0.0,2010-11-19,17:09:45
2011-08-01,1101,99年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2011-07-26,,45349180.0,0.0,0.0,0.0,229784564.0,0.0,2011-07-11,10:44:16
2012-08-01,1101,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.9,0.0,2012-07-26,,44914198.0,0.0,0.0,0.0,71313620.0,0.0,2012-07-11,17:37:23
2013-07-31,1101,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.9,0.0,2013-07-25,,44670317.0,0.0,0.0,0.0,71311156.0,0.0,2013-07-11,11:20:05
2014-07-23,1101,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.3,0.0,2014-07-17,,0.0,0.0,0.0,0.0,86385293.0,0.0,2014-06-30,10:40:36
2015-07-29,1101,103年,0.0,0.0,,0.0,0.0,0.0,0.0,2.49,0.0,2015-07-23,2015-08-21,58612166.0,0.0,0.0,0.0,93455858.0,0.0,2015-06-24,17:05:37
2016-07-31,1101,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.33,0.0,2016-07-25,2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-04,16:27:46
2017-07-31,1101,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.45,0.0,2017-07-25,2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-10,14:41:07
2018-08-01,1101,106年,1.0,0.0,2018-07-26,0.0,0.0,0.0,0.0,1.5,0.0,2018-07-26,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-11,17:28:09
2018-11-26,1101,107年,0.0,0.0,2018-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,200000000.0,3.132347612,50.0,0.0,0.0,2018-11-13,17:33:30
2019-08-19,1101,107年,0.70108841,0.0,2019-08-13,0.0,0.0,0.0,0.0,3.30513111,0.0,2019-08-13,2019-09-12,0.0,0.0,0.0,0.0,0.0,5100059911.0,2019-07-29,16:00:28
2020-08-18,1101,108年,0.50016326,0.0,2020-08-12,0.0,0.0,0.0,0.0,2.50081632,0.0,2020-08-12,2020-09-16,0.0,0.0,0.0,0.0,0.0,5455837699.0,2020-07-28,17:27:37
2021-08-18,1101,109年,0.0,0.0,,0.0,0.0,0.0,0.0,3.36811984,0.0,2021-08-12,2021-09-10,0.0,0.0,0.0,0.0,0.0,6114519410.0,2021-07-28,16:21:20
2022-07-27,1101,110年,0.99928258,0.0,2022-07-21,0.0,0.0,0.0,0.0,0.99928258,0.0,2022-07-21,2022-08-22,0.0,0.0,0.0,0.0,0.0,6120564402.0,2022-07-07,12:05:06
2023-07-17,1101,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.49971973,0.0,2023-07-11,2023-08-09,0.0,0.0,0.0,0.0,0.0,7136181742.0,2023-06-21,16:58:45
2024-07-07,1101,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2024-07-01,2024-07-26,0.0,0.0,0.0,0.0,0.0,7531181742.0,2024-06-13,17:29:52
2025-07-08,1101,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2025-07-02,2025-07-29,0.0,0.0,0.0,0.0,0.0,7531181742.0,2025-06-10,09:14:14
